"","School_Label","CIPFamily","CIPFamilyTitle","Value_Type","Value","Percentage","Category","School.Code","CIPF.Code"
"218","Kansas State",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",287,0.078846154,"School","KnsS","FACSS"
"219","Kansas State",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",47,0.012912088,"School","KnsS","ELAL"
"220","Kansas State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",3,0.033707865,"Football","KnsS","LAASGSAH"
"221","Kansas State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",7,0.001923077,"School","KnsS","LAASGSAH"
"222","Kansas State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",4,0.04494382,"Football","KnsS","BABS"
"223","Kansas State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",142,0.039010989,"School","KnsS","BABS"
"224","Kansas State",27,"MATHEMATICS AND STATISTICS.","College Major",22,0.006043956,"School","KnsS","MAAS"
"225","Kansas State",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",69,0.018956044,"School","KnsS","MULS"
"226","Kansas State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",11,0.123595506,"Football","KnsS","PRLAFS"
"227","Kansas State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",124,0.034065934,"School","KnsS","PRLAFS"
"228","Kansas State",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",7,0.001923077,"School","KnsS","PARS"
"229","Kansas State",40,"PHYSICAL SCIENCES.","College Major",1,0.011235955,"Football","KnsS","PHYS"
"230","Kansas State",40,"PHYSICAL SCIENCES.","College Major",33,0.009065934,"School","KnsS","PHYS"
"231","Kansas State",42,"PSYCHOLOGY.","College Major",80,0.021978022,"School","KnsS","PSYC"
"232","Kansas State",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",33,0.009065934,"School","KnsS","PAASSP"
"233","Kansas State",45,"SOCIAL SCIENCES.","College Major",26,0.292134831,"Football","KnsS","SOCS"
"234","Kansas State",45,"SOCIAL SCIENCES.","College Major",397,0.109065934,"School","KnsS","SOCS"
"235","Kansas State",47,"MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.","College Major",7,0.001923077,"School","KnsS","MART"
"236","Kansas State",49,"TRANSPORTATION AND MATERIALS MOVING.","College Major",22,0.006043956,"School","KnsS","TAMM"
"237","Kansas State",50,"VISUAL AND PERFORMING ARTS.","College Major",113,0.031043956,"School","KnsS","VAPA"
"238","Kansas State",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",3,0.033707865,"Football","KnsS","HPARP"
"239","Kansas State",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",127,0.03489011,"School","KnsS","HPARP"
"240","Kansas State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",17,0.191011236,"Football","KnsS","BMMARSS"
"241","Kansas State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",589,0.161813187,"School","KnsS","BMMARSS"
"242","Kansas State",54,"HISTORY.","College Major",44,0.012087912,"School","KnsS","HIST"
"243","Louisiana State",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",1,0.012195122,"Football","LsnS","AAOARS"
"244","Louisiana State",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",210,0.0456621,"School","LsnS","AAOARS"
"245","Louisiana State",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",68,0.014785823,"School","LsnS","NRAC"
"246","Louisiana State",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",85,0.018482279,"School","LsnS","AARS"
"247","Louisiana State",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",1,0.000217439,"School","LsnS","AECGAGS"
"248","Louisiana State",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",1,0.012195122,"Football","LsnS","CJARP"
"249","Louisiana State",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",318,0.069145466,"School","LsnS","CJARP"
"250","Louisiana State",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",1,0.012195122,"Football","LsnS","CAISASS"
"251","Louisiana State",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",34,0.007392912,"School","LsnS","CAISASS"
"252","Louisiana State",13,"EDUCATION.","College Major",1,0.012195122,"Football","LsnS","EDUC"
"253","Louisiana State",13,"EDUCATION.","College Major",454,0.098717112,"School","LsnS","EDUC"
"254","Louisiana State",14,"ENGINEERING.","College Major",3,0.036585366,"Football","LsnS","ENGI"
"255","Louisiana State",14,"ENGINEERING.","College Major",483,0.105022831,"School","LsnS","ENGI"
"256","Louisiana State",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",65,0.014133507,"School","LsnS","FLLAL"
"257","Louisiana State",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",28,0.00608828,"School","LsnS","FACSS"
"258","Louisiana State",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",147,0.03196347,"School","LsnS","ELAL"
"259","Louisiana State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",26,0.317073171,"Football","LsnS","LAASGSAH"
"260","Louisiana State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",239,0.051967819,"School","LsnS","LAASGSAH"
"261","Louisiana State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",1,0.012195122,"Football","LsnS","BABS"
"262","Louisiana State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",357,0.077625571,"School","LsnS","BABS"
"263","Louisiana State",27,"MATHEMATICS AND STATISTICS.","College Major",49,0.01065449,"School","LsnS","MAAS"
"264","Louisiana State",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",1,0.012195122,"Football","LsnS","MULS"
"265","Louisiana State",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",151,0.032833225,"School","LsnS","MULS"
"266","Louisiana State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",26,0.317073171,"Football","LsnS","PRLAFS"
"267","Louisiana State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",133,0.02891933,"School","LsnS","PRLAFS"
"268","Louisiana State",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",1,0.012195122,"Football","LsnS","PARS"
"269","Louisiana State",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",21,0.00456621,"School","LsnS","PARS"
"270","Louisiana State",40,"PHYSICAL SCIENCES.","College Major",61,0.013263753,"School","LsnS","PHYS"
"271","Louisiana State",41,"SCIENCE TECHNOLOGIES/TECHNICIANS.","College Major",181,0.039356382,"School","LsnS","SCIT"
"272","Louisiana State",42,"PSYCHOLOGY.","College Major",2,0.024390244,"Football","LsnS","PSYC"
"273","Louisiana State",42,"PSYCHOLOGY.","College Major",356,0.077408132,"School","LsnS","PSYC"
"274","Louisiana State",45,"SOCIAL SCIENCES.","College Major",1,0.012195122,"Football","LsnS","SOCS"
"275","Louisiana State",50,"VISUAL AND PERFORMING ARTS.","College Major",145,0.031528593,"School","LsnS","VAPA"
"276","Louisiana State",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",79,0.017177647,"School","LsnS","HPARP"
"277","Louisiana State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",17,0.207317073,"Football","LsnS","BMMARSS"
"278","Louisiana State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",793,0.172428789,"School","LsnS","BMMARSS"
"279","Louisiana State",54,"HISTORY.","College Major",141,0.030658839,"School","LsnS","HIST"
"280","Louisville",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",14,0.005183265,"School","Lsvl","AAOARS"
"281","Louisville",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",9,0.147540984,"Football","Lsvl","CJARP"
"282","Louisville",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",212,0.078489448,"School","Lsvl","CJARP"
"283","Louisville",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",1,0.016393443,"Football","Lsvl","CAISASS"
"284","Louisville",13,"EDUCATION.","College Major",3,0.049180328,"Football","Lsvl","EDUC"
"285","Louisville",13,"EDUCATION.","College Major",196,0.072565716,"School","Lsvl","EDUC"
"286","Louisville",14,"ENGINEERING.","College Major",278,0.102924843,"School","Lsvl","ENGI"
"287","Louisville",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",41,0.015179563,"School","Lsvl","FLLAL"
"288","Louisville",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",104,0.038504258,"School","Lsvl","ELAL"
"289","Louisville",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",8,0.131147541,"Football","Lsvl","LAASGSAH"
"290","Louisville",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",39,0.014439097,"School","Lsvl","LAASGSAH"
"291","Louisville",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",2,0.032786885,"Football","Lsvl","BABS"
"292","Louisville",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",104,0.038504258,"School","Lsvl","BABS"
"293","Louisville",27,"MATHEMATICS AND STATISTICS.","College Major",1,0.016393443,"Football","Lsvl","MAAS"
"294","Louisville",27,"MATHEMATICS AND STATISTICS.","College Major",22,0.008145131,"School","Lsvl","MAAS"
"295","Louisville",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",19,0.31147541,"Football","Lsvl","PRLAFS"
"296","Louisville",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",226,0.083672714,"School","Lsvl","PRLAFS"
"297","Louisville",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",19,0.007034432,"School","Lsvl","PARS"
"298","Louisville",40,"PHYSICAL SCIENCES.","College Major",42,0.015549796,"School","Lsvl","PHYS"
"299","Louisville",42,"PSYCHOLOGY.","College Major",208,0.077008515,"School","Lsvl","PSYC"
"300","Louisville",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",8,0.131147541,"Football","Lsvl","HSLEFARPS"
"301","Louisville",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",136,0.050351722,"School","Lsvl","HSLEFARPS"
"302","Louisville",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",46,0.017030729,"School","Lsvl","PAASSP"
"303","Louisville",45,"SOCIAL SCIENCES.","College Major",2,0.032786885,"Football","Lsvl","SOCS"
"304","Louisville",45,"SOCIAL SCIENCES.","College Major",222,0.082191781,"School","Lsvl","SOCS"
"305","Louisville",50,"VISUAL AND PERFORMING ARTS.","College Major",107,0.039614957,"School","Lsvl","VAPA"
"306","Louisville",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",210,0.077748982,"School","Lsvl","HPARP"
"307","Louisville",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",8,0.131147541,"Football","Lsvl","BMMARSS"
"308","Louisville",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",409,0.151425398,"School","Lsvl","BMMARSS"
"309","Louisville",54,"HISTORY.","College Major",66,0.024435394,"School","Lsvl","HIST"
"310","Michigan",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",130,0.020024646,"School","Mchg","NRAC"
"311","Michigan",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",65,0.010012323,"School","Mchg","AARS"
"312","Michigan",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",4,0.051948052,"Football","Mchg","AECGAGS"
"313","Michigan",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",130,0.020024646,"School","Mchg","AECGAGS"
"314","Michigan",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",195,0.030036969,"School","Mchg","CJARP"
"315","Michigan",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",195,0.030036969,"School","Mchg","CAISASS"
"316","Michigan",13,"EDUCATION.","College Major",130,0.020024646,"School","Mchg","EDUC"
"317","Michigan",14,"ENGINEERING.","College Major",2,0.025974026,"Football","Mchg","ENGI"
"318","Michigan",14,"ENGINEERING.","College Major",1038,0.159889094,"School","Mchg","ENGI"
"319","Michigan",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",1,0.012987013,"Football","Mchg","FLLAL"
"320","Michigan",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",260,0.040049291,"School","Mchg","FLLAL"
"321","Michigan",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",260,0.040049291,"School","Mchg","ELAL"
"322","Michigan",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",47,0.61038961,"Football","Mchg","LAASGSAH"
"323","Michigan",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",65,0.010012323,"School","Mchg","LAASGSAH"
"324","Michigan",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",1,0.012987013,"Football","Mchg","BABS"
"325","Michigan",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",519,0.079944547,"School","Mchg","BABS"
"326","Michigan",27,"MATHEMATICS AND STATISTICS.","College Major",195,0.030036969,"School","Mchg","MAAS"
"327","Michigan",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",2,0.025974026,"Football","Mchg","MULS"
"328","Michigan",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",130,0.020024646,"School","Mchg","MULS"
"329","Michigan",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",10,0.12987013,"Football","Mchg","PRLAFS"
"330","Michigan",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",195,0.030036969,"School","Mchg","PRLAFS"
"331","Michigan",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",65,0.010012323,"School","Mchg","PARS"
"332","Michigan",40,"PHYSICAL SCIENCES.","College Major",1,0.012987013,"Football","Mchg","PHYS"
"333","Michigan",40,"PHYSICAL SCIENCES.","College Major",65,0.010012323,"School","Mchg","PHYS"
"334","Michigan",42,"PSYCHOLOGY.","College Major",649,0.099969193,"School","Mchg","PSYC"
"335","Michigan",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",65,0.010012323,"School","Mchg","PAASSP"
"336","Michigan",45,"SOCIAL SCIENCES.","College Major",7,0.090909091,"Football","Mchg","SOCS"
"337","Michigan",45,"SOCIAL SCIENCES.","College Major",1038,0.159889094,"School","Mchg","SOCS"
"338","Michigan",50,"VISUAL AND PERFORMING ARTS.","College Major",389,0.059919901,"School","Mchg","VAPA"
"339","Michigan",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",195,0.030036969,"School","Mchg","HPARP"
"340","Michigan",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",1,0.012987013,"Football","Mchg","BMMARSS"
"341","Michigan",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",389,0.059919901,"School","Mchg","BMMARSS"
"342","Michigan",54,"HISTORY.","College Major",1,0.012987013,"Football","Mchg","HIST"
"343","Michigan",54,"HISTORY.","College Major",130,0.020024646,"School","Mchg","HIST"
"344","Nebraska",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",2,0.019607843,"Football","Nbrs","AAOARS"
"345","Nebraska",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",233,0.062668101,"School","Nbrs","AAOARS"
"346","Nebraska",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",2,0.019607843,"Football","Nbrs","NRAC"
"347","Nebraska",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",77,0.020710059,"School","Nbrs","NRAC"
"348","Nebraska",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",76,0.020441097,"School","Nbrs","AARS"
"349","Nebraska",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",5,0.049019608,"Football","Nbrs","AECGAGS"
"350","Nebraska",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",14,0.003765465,"School","Nbrs","AECGAGS"
"351","Nebraska",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",5,0.049019608,"Football","Nbrs","CJARP"
"352","Nebraska",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",260,0.06993007,"School","Nbrs","CJARP"
"353","Nebraska",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",23,0.006186122,"School","Nbrs","CAISASS"
"354","Nebraska",13,"EDUCATION.","College Major",5,0.049019608,"Football","Nbrs","EDUC"
"355","Nebraska",13,"EDUCATION.","College Major",301,0.080957504,"School","Nbrs","EDUC"
"356","Nebraska",14,"ENGINEERING.","College Major",5,0.049019608,"Football","Nbrs","ENGI"
"357","Nebraska",14,"ENGINEERING.","College Major",356,0.095750403,"School","Nbrs","ENGI"
"358","Nebraska",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",87,0.023399677,"School","Nbrs","ETAEF"
"359","Nebraska",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",68,0.018289403,"School","Nbrs","FLLAL"
"360","Nebraska",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",2,0.019607843,"Football","Nbrs","FACSS"
"361","Nebraska",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",316,0.084991931,"School","Nbrs","FACSS"
"362","Nebraska",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",94,0.02528241,"School","Nbrs","ELAL"
"363","Nebraska",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",1,0.000268962,"School","Nbrs","LAASGSAH"
"364","Nebraska",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",20,0.196078431,"Football","Nbrs","LAASGSAH"
"365","Nebraska",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",4,0.039215686,"Football","Nbrs","BABS"
"366","Nebraska",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",172,0.046261431,"School","Nbrs","BABS"
"367","Nebraska",27,"MATHEMATICS AND STATISTICS.","College Major",29,0.007799892,"School","Nbrs","MAAS"
"368","Nebraska",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",2,0.019607843,"Football","Nbrs","MULS"
"369","Nebraska",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",10,0.002689618,"School","Nbrs","MULS"
"370","Nebraska",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",3,0.029411765,"Football","Nbrs","PRLAFS"
"371","Nebraska",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",4,0.001075847,"School","Nbrs","PARS"
"372","Nebraska",40,"PHYSICAL SCIENCES.","College Major",52,0.013986014,"School","Nbrs","PHYS"
"373","Nebraska",42,"PSYCHOLOGY.","College Major",3,0.029411765,"Football","Nbrs","PSYC"
"374","Nebraska",42,"PSYCHOLOGY.","College Major",202,0.054330285,"School","Nbrs","PSYC"
"375","Nebraska",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",1,0.009803922,"Football","Nbrs","HSLEFARPS"
"376","Nebraska",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",18,0.004841313,"School","Nbrs","HSLEFARPS"
"377","Nebraska",45,"SOCIAL SCIENCES.","College Major",13,0.12745098,"Football","Nbrs","SOCS"
"378","Nebraska",45,"SOCIAL SCIENCES.","College Major",216,0.05809575,"School","Nbrs","SOCS"
"379","Nebraska",50,"VISUAL AND PERFORMING ARTS.","College Major",142,0.038192577,"School","Nbrs","VAPA"
"380","Nebraska",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",1,0.009803922,"Football","Nbrs","HPARP"
"381","Nebraska",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",68,0.018289403,"School","Nbrs","HPARP"
"382","Nebraska",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",27,0.264705882,"Football","Nbrs","BMMARSS"
"383","Nebraska",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",833,0.224045186,"School","Nbrs","BMMARSS"
"384","Nebraska",54,"HISTORY.","College Major",2,0.019607843,"Football","Nbrs","HIST"
"385","Nebraska",54,"HISTORY.","College Major",66,0.017751479,"School","Nbrs","HIST"
"386","Northern Illinois",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",7,0.072916667,"Football","NrtI","CJARP"
"387","Northern Illinois",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",330,0.084162204,"School","NrtI","CJARP"
"388","Northern Illinois",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",1,0.010416667,"Football","NrtI","CAISASS"
"389","Northern Illinois",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",67,0.017087478,"School","NrtI","CAISASS"
"390","Northern Illinois",13,"EDUCATION.","College Major",1,0.010416667,"Football","NrtI","EDUC"
"391","Northern Illinois",13,"EDUCATION.","College Major",371,0.09461872,"School","NrtI","EDUC"
"392","Northern Illinois",14,"ENGINEERING.","College Major",7,0.072916667,"Football","NrtI","ENGI"
"393","Northern Illinois",14,"ENGINEERING.","College Major",111,0.028309105,"School","NrtI","ENGI"
"394","Northern Illinois",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",1,0.010416667,"Football","NrtI","ETAEF"
"395","Northern Illinois",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",63,0.01606733,"School","NrtI","ETAEF"
"396","Northern Illinois",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",42,0.010711553,"School","NrtI","FLLAL"
"397","Northern Illinois",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",1,0.010416667,"Football","NrtI","FACSS"
"398","Northern Illinois",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",159,0.04055088,"School","NrtI","FACSS"
"399","Northern Illinois",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",140,0.035705177,"School","NrtI","ELAL"
"400","Northern Illinois",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",14,0.145833333,"Football","NrtI","LAASGSAH"
"401","Northern Illinois",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",2,0.020833333,"Football","NrtI","BABS"
"402","Northern Illinois",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",115,0.029329253,"School","NrtI","BABS"
"403","Northern Illinois",27,"MATHEMATICS AND STATISTICS.","College Major",63,0.01606733,"School","NrtI","MAAS"
"404","Northern Illinois",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",111,0.028309105,"School","NrtI","MULS"
"405","Northern Illinois",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",13,0.135416667,"Football","NrtI","PRLAFS"
"406","Northern Illinois",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",52,0.013261923,"School","NrtI","PRLAFS"
"407","Northern Illinois",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",16,0.004080592,"School","NrtI","PARS"
"408","Northern Illinois",40,"PHYSICAL SCIENCES.","College Major",63,0.01606733,"School","NrtI","PHYS"
"409","Northern Illinois",42,"PSYCHOLOGY.","College Major",5,0.052083333,"Football","NrtI","PSYC"
"410","Northern Illinois",42,"PSYCHOLOGY.","College Major",646,0.164753889,"School","NrtI","PSYC"
"411","Northern Illinois",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",1,0.010416667,"Football","NrtI","HSLEFARPS"
"412","Northern Illinois",45,"SOCIAL SCIENCES.","College Major",12,0.125,"Football","NrtI","SOCS"
"413","Northern Illinois",45,"SOCIAL SCIENCES.","College Major",143,0.036470288,"School","NrtI","SOCS"
"414","Northern Illinois",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",1,0.010416667,"Football","NrtI","HPARP"
"415","Northern Illinois",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",587,0.149706707,"School","NrtI","HPARP"
"416","Northern Illinois",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",28,0.291666667,"Football","NrtI","BMMARSS"
"417","Northern Illinois",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",734,0.187197144,"School","NrtI","BMMARSS"
"418","Northern Illinois",54,"HISTORY.","College Major",2,0.020833333,"Football","NrtI","HIST"
"419","Northern Illinois",54,"HISTORY.","College Major",108,0.027543994,"School","NrtI","HIST"
"420","Northwestern",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",1,0.010204082,"Football","Nrth","AECGAGS"
"421","Northwestern",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",20,0.204081633,"Football","Nrth","CJARP"
"422","Northwestern",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",214,0.100234192,"School","Nrth","CJARP"
"423","Northwestern",10,"COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.","College Major",171,0.080093677,"School","Nrth","CTASS"
"424","Northwestern",13,"EDUCATION.","College Major",1,0.010204082,"Football","Nrth","EDUC"
"425","Northwestern",13,"EDUCATION.","College Major",149,0.069789227,"School","Nrth","EDUC"
"426","Northwestern",14,"ENGINEERING.","College Major",11,0.112244898,"Football","Nrth","ENGI"
"427","Northwestern",14,"ENGINEERING.","College Major",171,0.080093677,"School","Nrth","ENGI"
"428","Northwestern",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",149,0.069789227,"School","Nrth","ETAEF"
"429","Northwestern",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",3,0.030612245,"Football","Nrth","FACSS"
"430","Northwestern",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",1,0.010204082,"Football","Nrth","ELAL"
