ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown,Prior_School,Player_URL,Birthday
FSU,FBALL,2010-2011,6,Gerald Demps,Gerald,Demps,S,5/10/13,190,FR*,"Valdosta, GA",Lowndes HS,http://www.seminoles.com/sports/m-footbl/mtt/demps_gerald00.html,9/10/89
FSU,FBALL,2010-2011,8,Taiwan Easterling,Taiwan,Easterling,WR,5/11/13,190,JR,"Oak Grove, MO",Oak Grove HS,http://www.seminoles.com/sports/m-footbl/mtt/easterling_taiwan00.html,
FSU,FBALL,2010-2011,22,Cory Eddinger,Cory,Eddinger,QB,5'11.5,200,SO,"Crawfordville, FL",Wakulla HS,http://www.seminoles.com/sports/m-footbl/mtt/eddinger_cory00.html,
FSU,FBALL,2010-2011,41,James Esco,James,Esco,K,6/1/13,195,JR,"Leesburg, GA",Lee County HS,http://www.seminoles.com/sports/m-footbl/mtt/esco_james00.html,
FSU,FBALL,2010-2011,80,Jarmon Fortson,Jarmon,Fortson,WR,6/3/13,221,JR,"Columbus, GA",Carver HS,http://www.seminoles.com/sports/m-footbl/mtt/fortson_jarmon00.html,
FSU,FBALL,2010-2011,63,A.J. Ganguzza,A.J.,Ganguzza,OL,6/3/13,270,JR*,"Boca Raton, FL",West Boca Raton HS,http://www.seminoles.com/sports/m-footbl/mtt/ganguzza_aj00.html,
FSU,FBALL,2010-2011,70,Antwane Greenlee,Antwane,Greenlee,OL,6/6/13,292,JR,"Columbus, GA",Hardaway HS,http://www.seminoles.com/sports/m-footbl/mtt/greenlee_antwane00.html,
FSU,FBALL,2010-2011,30,JaJuan Harley,JaJuan,Harley,S,6/2/13,190,SO,"Tallahassee, FL",James Rickards HS,http://www.seminoles.com/sports/m-footbl/mtt/harley_jajuan00.html,
FSU,FBALL,2010-2011,82,Willie Haulstead,Willie,Haulstead,WR,6/3/13,210,SO,"Titusville, FL",Titusville HS,http://www.seminoles.com/sports/m-footbl/mtt/haulstead_willie00.html,8/14/89
FSU,FBALL,2010-2011,58,Dan Hicks,Dan,Hicks,DE,6/4/13,251,FR*,"Oxford, MS",Oxford HS,http://www.seminoles.com/sports/m-footbl/mtt/hicks_dan00.html,12/7/90
FSU,FBALL,2010-2011,18,Dustin Hopkins,Dustin,Hopkins,K,6/2/13,174,SO,"Houston, TX",Clear Lake HS,http://www.seminoles.com/sports/m-footbl/mtt/hopkins_dustin00.html,10/1/90
FSU,FBALL,2010-2011,62,Rodney Hudson,Rodney,Hudson,C,6/2/13,299,JR,"Mobile, AL",Ben C Rain HS,http://www.seminoles.com/sports/m-footbl/mtt/hudson_rodney00.html,
FSU,FBALL,2010-2011,55,Jamar Jackson,Jamar,Jackson,DE,6/4/13,240,JR*,"Richmond, VA",Varina HS,http://www.seminoles.com/sports/m-footbl/mtt/jackson_jamar00.html,
FSU,FBALL,2010-2011,15,Ochuko Jenije,Ochuko,Jenije,CB,5/10/13,187,SR*,"Tallahassee, FL",North Florida Christian,http://www.seminoles.com/sports/m-footbl/mtt/jenije_ochuko00.html,
FSU,FBALL,2010-2011,49,Brandon Jenkins,Brandon,Jenkins,DE,6/2/13,240,SO,"Tallahassee, FL",Florida State University School,http://www.seminoles.com/sports/m-footbl/mtt/jenkins_brandon00.html,2/9/90
FSU,FBALL,2010-2011,33,Carlton Jones,Carlton,Jones,RB,5/11/13,214,JR,"Tampa, FL",Middleton HS,http://www.seminoles.com/sports/m-footbl/mtt/jones_carlton00.html,
FSU,FBALL,2010-2011,58,John Jones,John,Jones,DT,6/1/00,270,JR,"Jupiter, FL",Jupiter Christian School,http://www.seminoles.com/sports/m-footbl/mtt/jones_john00.html,
FSU,FBALL,2010-2011,85,Ja'Baris Little,Ja'Baris,Little,TE,6/4/13,234,JR,"Tallahassee, FL",Lincoln HS,http://www.seminoles.com/sports/m-footbl/mtt/little_jabaris00.html,9/21/88
FSU,FBALL,2010-2011,48,Jeff Luc,Jeff,Luc,MLB,6/1/00,240,FR,"Port Saint Lucie, FL",Treasure Coast HS,http://www.seminoles.com/sports/m-footbl/mtt/luc_jeff00.html,2/14/92
FSU,FBALL,2010-2011,3,E.J. Manuel,E.J.,Manuel,QB,6/4/13,217,SO*,"Virginia Beach, VA",Bayside HS,http://www.seminoles.com/sports/m-footbl/mtt/manuel_ej00.html,3/19/90
FSU,FBALL,2010-2011,97,Demonte McAllister,Demonte,McAllister,DT,6/3/13,263,FR*,"Tampa, FL",Alonso HS,http://www.seminoles.com/sports/m-footbl/mtt/mcallister_demonte00.html,2/23/90
FSU,FBALL,2010-2011,,Anthony McCloud,Anthony,McCloud,DT,6/2/13,300,FR*,"Thomasville, GA",Thomas County Central HS,http://www.seminoles.com/sports/m-footbl/mtt/mccloud_anthony00.html,8/6/89
FSU,FBALL,2010-2011,90,Moses McCray,Moses,McCray,DT,6/2/13,292,JR,"Tampa, FL",Hillsborough Senior HS,http://www.seminoles.com/sports/m-footbl/mtt/mccray_moses00.html,1/12/90
FSU,FBALL,2010-2011,99,Jacobbi McDaniel,Jacobbi,McDaniel,DT,6/1/00,267,SO,"Madison, FL",Madison County HS,http://www.seminoles.com/sports/m-footbl/mtt/mcdaniel_jacobbi00.html,
FSU,FBALL,2010-2011,60,Ryan McMahon,Ryan,McMahon,C,6/3/13,270,JR,"Rome, GA",Darlington School,http://www.seminoles.com/sports/m-footbl/mtt/mcmahon_ryan00.html,
FSU,FBALL,2010-2011,10,Nick Moody,Nick,Moody,S,6/1/13,218,SO*,"Philadelphia, PA",Roman Catholic HS For,http://www.seminoles.com/sports/m-footbl/mtt/moody_nick00.html,1/29/90
FSU,FBALL,2010-2011,15,Nathan O'Jibway,Nathan,O'Jibway,K,6/3/13,253,JR,"N Ft Myers, FL",North Fort Myers HS,http://www.seminoles.com/sports/m-footbl/mtt/ojibway_nathan00.html,
FSU,FBALL,2010-2011,11,Tim Orange,Tim,Orange,WR,5/11/13,189,SR,"Hialeah, FL",American Senior HS,http://www.seminoles.com/sports/m-footbl/mtt/orange_tim00.html,
FSU,FBALL,2010-2011,59,Henry Orelus,Henry,Orelus,OL,6/2/13,292,FR*,"Belle Glade, FL",Glades Central HS,http://www.seminoles.com/sports/m-footbl/mtt/orelus_henry00.html,11/27/89
FSU,FBALL,2010-2011,69,Clayton Osteen,Clayton,Osteen,DL,6/2/13,260,JR,,,http://www.seminoles.com/sports/m-footbl/mtt/osteen_clayton00.html,
FSU,FBALL,2010-2011,27,Terrance Parks,Terrance,Parks,S,6/1/13,200,JR,"Fairburn, GA",Creekside HS,http://www.seminoles.com/sports/m-footbl/mtt/parks_terrance00.html,4/14/90
FSU,FBALL,2010-2011,7,Christian Ponder,Christian,Ponder,QB,6/2/13,229,SR*,"Colleyville, TX",Colleyville Heritage HS,http://www.seminoles.com/sports/m-footbl/mtt/ponder_christian00.html,2/25/88
FSU,FBALL,2010-2011,45,Shawn Powell,Shawn,Powell,P,6/5/13,217,JR,"Rome, GA",Darlington School,http://www.seminoles.com/sports/m-footbl/mtt/powell_shawn00.html,11/29/88
FSU,FBALL,2010-2011,39,Tavares Pressley,Tavares,Pressley,RB,6/1/13,215,SR,"Arcadia, FL",Desoto HS,http://www.seminoles.com/sports/m-footbl/mtt/pressley_tavares00.html,
FSU,FBALL,2010-2011,24,Lonnie Pryor,Lonnie,Pryor,RB,6/1/13,195,SO,"Okeechobee, FL",Okeechobee HS,http://www.seminoles.com/sports/m-footbl/mtt/pryor_lonnie00.html,2/22/90
FSU,FBALL,2010-2011,83,Bert Reed,Bert,Reed,WR,6/1/00,165,JR*,"Panama City, FL",Bay Senior HS,http://www.seminoles.com/sports/m-footbl/mtt/reed_bert00.html,6/1/88
FSU,FBALL,2010-2011,5,Greg Reid,Greg,Reid,CB,5/9/13,175,SO,"Valdosta, GA",Lowndes HS,http://www.seminoles.com/sports/m-footbl/mtt/reid_greg00.html,9/8/90
FSU,FBALL,2010-2011,88,Beau Reliford,Beau,Reliford,TE,6/7/13,235,JR,"Fort Lauderdale, FL",Dillard HS,http://www.seminoles.com/sports/m-footbl/mtt/reliford_beau00.html,11/5/89
FSU,FBALL,2010-2011,27,Xavier Rhodes,Xavier,Rhodes,DB,6/2/13,195,SO,"Miami, FL",Miami Norland HS,http://www.seminoles.com/sports/m-footbl/mtt/rhodes_xavier00.html,6/19/90
FSU,FBALL,2010-2011,13,Ashuwa Richardson,Ashuwa,Richardson,WR,5/11/13,187,SR,"Winter Springs, FL",Winter Springs HS,http://www.seminoles.com/sports/m-footbl/mtt/richardson_ashuwa00.html,
FSU,FBALL,2010-2011,66,Joshua Rodriguez,Joshua,Rodriguez,DT,6/1/13,297,JR*,,,http://www.seminoles.com/sports/m-footbl/mtt/rodriguez_joshua00.html,
FSU,FBALL,2010-2011,77,Zebrie Sanders,Zebrie,Sanders,OL,6/5/13,280,JR,"Clayton, OH",Northmont HS,http://www.seminoles.com/sports/m-footbl/mtt/sanders_zebrie00.html,12/4/89
FSU,FBALL,2010-2011,73,Rhonne Sanderson,Rhonne,Sanderson,OL,6/4/13,288,SO*,"Tampa, FL",Plant Senior HS,http://www.seminoles.com/sports/m-footbl/mtt/sanderson_rhonne00.html,12/23/89
FSU,FBALL,2010-2011,16,Will Secord,Will,Secord,QB,6/3/13,204,FR*,"Frisco, TX",Wakeland HS,http://www.seminoles.com/sports/m-footbl/mtt/secord_will00.html,10/10/90
FSU,FBALL,2010-2011,,Debrale Smiley,Debrale,Smiley,RB,6/1/00,240,FR*,"Thomasville, GA",Thomas County Central HS,http://www.seminoles.com/sports/m-footbl/mtt/smiley_debrale00.html,
FSU,FBALL,2010-2011,29,Kendall Smith,Kendall,Smith,LB,6/1/13,210,SR,"Bushnell, FL",South Sumter HS,http://www.seminoles.com/sports/m-footbl/mtt/smith_kendall00.html,
FSU,FBALL,2010-2011,84,Rodney Smith,Rodney,Smith,WR,6/6/13,208,SO,"Miami, FL",Archbishop Carroll HS,http://www.seminoles.com/sports/m-footbl/mtt/smith_rodney00.html,3/11/90
FSU,FBALL,2010-2011,79,David Spurlock,David,Spurlock,OL,6/5/13,286,JR,"Murfreesboro, TN",Riverdale HS,http://www.seminoles.com/sports/m-footbl/mtt/spurlock_david00.html,10/26/90
FSU,FBALL,2010-2011,96,Toshmon Stevens,Toshmon,Stevens,DE,6/5/13,213,SO*,"Crescent City, FL",Crescent City HS,http://www.seminoles.com/sports/m-footbl/mtt/stevens_toshmon00.html,3/5/89
FSU,FBALL,2010-2011,52,Bryan Stork,Bryan,Stork,OL,6/6/13,240,FR*,"Vero Beach, FL",Vero Beach HS,http://www.seminoles.com/sports/m-footbl/mtt/stork_bryan00.html,11/15/90
FSU,FBALL,2010-2011,38,Jermaine Thomas,Jermaine,Thomas,RB,6/1/13,180,JR,"Jacksonville, FL",First Coast HS,http://www.seminoles.com/sports/m-footbl/mtt/thomas_jermaine00.html,1/10/90
FSU,FBALL,2010-2011,23,Chris Thompson,Chris,Thompson,RB,5/8/13,173,SO,"Madison, FL",Madison County HS,http://www.seminoles.com/sports/m-footbl/mtt/thompson_chris00.html,10/20/90
FSU,FBALL,2010-2011,9,Clint Trickett,Clint,Trickett,QB,6/2/13,180,FR,"Tallahassee, FL",North Florida Christian,http://www.seminoles.com/sports/m-footbl/mtt/trickett_clint00.html,3/19/91
FSU,FBALL,2010-2011,87,Cameron Wade,Cameron,Wade,WR,6/5/13,190,JR*,"Cairo, GA",Cairo HS,http://www.seminoles.com/sports/m-footbl/mtt/wade_cameron00.html,
FSU,FBALL,2010-2011,31,Ventoure Watkins,Ventoure,Watkins,DB,6/3/13,181,JR*,,,http://www.seminoles.com/sports/m-footbl/mtt/watkins_ventoure00.html,
FSU,FBALL,2010-2011,98,Markus White,Markus,White,DE,6/4/13,266,SR,"Lake Worth, FL",John I. Leonard HS,http://www.seminoles.com/sports/m-footbl/mtt/white_markus00.html,
FSU,FBALL,2010-2011,11,Vince Williams,Vince,Williams,ILB,6/1/00,236,SO*,"Davenport, FL",Ridge Community HS,http://www.seminoles.com/sports/m-footbl/mtt/williams_vince00.html,12/27/89
FSU,FBALL,2010-2011,57,Vincent Zann,Vincent,Zann,OLB,6/1/00,229,JR,"Fort Lauderdale, FL",St. Thomas Aquinas HS,http://www.seminoles.com/sports/m-footbl/mtt/zann_vincent00.html,
FSU,FBALL,2009-2010,26,A.J. Alexander,A.J.,Alexander,CB,5/11/13,180,RS FR,"Altoona, PA",Altoona,http://www.seminoles.com/sports/m-footbl/mtt/alexander_aj00.html,
FSU,FBALL,2009-2010,16,Mister Alexander,Mister,Alexander,LB,6/2/13,227,RS JR,"Aldine, TX",Eisenhower,http://www.seminoles.com/sports/m-footbl/mtt/alexander_mister00.html,
FSU,FBALL,2009-2010,28,Dionte Allen,Dionte,Allen,CB,5/11/13,172,RS SO,"Detroit, MI",St. Mary's,http://www.seminoles.com/sports/m-footbl/mtt/allen_dionte00.html,
FSU,FBALL,2009-2010,65,Zack Aronson,Zack,Aronson,DS,6/2/13,218,RS SR,"Coral Springs, FL",Marjory Stoneman Douglas,http://www.seminoles.com/sports/m-footbl/mtt/aronson_zack00.html,
FSU,FBALL,2009-2010,11,Ryan Becker,Ryan,Becker,QB,5/10/13,200,FR,"Davie, FL",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/becker_ryan00.html,
FSU,FBALL,2009-2010,13,Nigel Bradham,Nigel,Bradham,LB,6/2/13,235,SO,"Crawfordville, FL",Wakulla,http://www.seminoles.com/sports/m-footbl/mtt/bradham_nigel00.html,
FSU,FBALL,2009-2010,37,Nathan Brazeau,Nathan,Brazeau,FB,5/8/13,227,SO,"Brooksville, FL",Central,http://www.seminoles.com/sports/m-footbl/mtt/brazeau_nathan00.html,
FSU,FBALL,2009-2010,3,Justin Bright,Justin,Bright,S,6/1/00,180,FR,"Duncan, SC",Byrnes,http://www.seminoles.com/sports/m-footbl/mtt/bright_justin00.html,
FSU,FBALL,2009-2010,42,Ronald Britzius,Ronald,Britzius,LB,6/2/13,221,FR,"Orlando, FL",Lutheran,http://www.seminoles.com/sports/m-footbl/mtt/britzius_ronald00.html,
FSU,FBALL,2009-2010,9,Kevin Campbell,Kevin,Campbell,P,6/1/00,190,RS JR,"Sarasota, FL",Riverview,http://www.seminoles.com/sports/m-footbl/mtt/campbell_kevin00.html,
FSU,FBALL,2009-2010,14,Ricardo Cannon,Ricardo,Cannon,CB,5/10/13,174,SO,"Sarasota, FL",Sarasota,http://www.seminoles.com/sports/m-footbl/mtt/cannon_ricardo00.html,
FSU,FBALL,2009-2010,12,Nigel Carr,Nigel,Carr,LB,6/3/13,230,SO,"Jacksonville, FL",First Coast,http://www.seminoles.com/sports/m-footbl/mtt/carr_nigel00.html,
FSU,FBALL,2009-2010,8,Chad Colley,Chad,Colley,DB,5/11/13,166,RS SO,"Gulf Breeze, FL",Gulf Breeze,http://www.seminoles.com/sports/m-footbl/mtt/colley_chad00.html,
FSU,FBALL,2009-2010,14,Avis Commack,Avis,Commack,WR,6/4/13,195,SO,"Jacksonville, FL",First Coast,http://www.seminoles.com/sports/m-footbl/mtt/commack_avis00.html,
FSU,FBALL,2009-2010,67,Andrew Datko,Andrew,Datko,OG,6/6/13,283,SO,"Weston, FL",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/datko_andrew00.html,
FSU,FBALL,2009-2010,57,Brandon Davis,Brandon,Davis,OL,6/2/13,281,RS JR,"Miami, FL",South Miami,http://www.seminoles.com/sports/m-footbl/mtt/davis_brandon00.html,
FSU,FBALL,2009-2010,93,Everett Dawkins,Everett,Dawkins,DT,6/2/13,258,RS FR,"Spartanburg, SC",Byrnes,http://www.seminoles.com/sports/m-footbl/mtt/dawkins_everett01.html,
FSU,FBALL,2009-2010,6,Gerald Demps,Gerald,Demps,S,5/10/13,190,FR,"Valdosta, GA",Lowndes,http://www.seminoles.com/sports/m-footbl/mtt/demps_gerald00.html,
FSU,FBALL,2009-2010,75,Phillip Doumar,Phillip,Doumar,DS,6/2/13,211,FR,"Jupiter, FL",Jupiter,http://www.seminoles.com/sports/m-footbl/mtt/doumar_phillip00.html,
FSU,FBALL,2009-2010,40,Matt Dunham,Matt,Dunham,TE,6/2/13,255,JR,"Columbus, GA",Pacelli,http://www.seminoles.com/sports/m-footbl/mtt/dunham_matt01.html,
FSU,FBALL,2009-2010,8,Taiwan Easterling,Taiwan,Easterling,WR,5/11/13,187,RS SO,"Hattiesburg, MS",Oak Grove,http://www.seminoles.com/sports/m-footbl/mtt/easterling_taiwan00.html,
FSU,FBALL,2009-2010,38,Darren Edwards,Darren,Edwards,CB,5/8/13,167,RS SO,"Lauderdale Lakes, FL",Blanche Ely,http://www.seminoles.com/sports/m-footbl/mtt/edwards_darren00.html,
FSU,FBALL,2009-2010,41,James Esco,James,Esco,K,6/3/13,207,SO,"Leesburg, GA",Lee County,http://www.seminoles.com/sports/m-footbl/mtt/esco_james00.html,
FSU,FBALL,2009-2010,76,Garrett Faircloth,Garrett,Faircloth,OT,6/6/13,288,FR,"Brunswick, GA",Bolles,http://www.seminoles.com/sports/m-footbl/mtt/faircloth_garrett01.html,
FSU,FBALL,2009-2010,80,Jarmon Fortson,Jarmon,Fortson,WR,6/3/13,223,SO,"Hurtsboro, AL",Carver,http://www.seminoles.com/sports/m-footbl/mtt/fortson_jarmon00.html,
FSU,FBALL,2009-2010,63,AJ Ganguzza,AJ,Ganguzza,C,6/3/13,268,RS SO,"Boca Raton, FL",West Boca Raton,http://www.seminoles.com/sports/m-footbl/mtt/ganguzza_aj00.html,
FSU,FBALL,2009-2010,48,Daniel Gard,Daniel,Gard,FB,5/10/13,212,RS JR,"Lake Worth, FL",The Kings Academy,http://www.seminoles.com/sports/m-footbl/mtt/gard_daniel00.html,
FSU,FBALL,2009-2010,19,Josh Gehres,Josh,Gehres,WR,6/3/13,195,FR,"Tallahassee, FL",Lincoln,http://www.seminoles.com/sports/m-footbl/mtt/gehres_josh00.html,
FSU,FBALL,2009-2010,89,Louis Givens,Louis,Givens,WR,5/8/13,170,RS SR,"Jacksonville, FL",Mars Hill/Wolfson,http://www.seminoles.com/sports/m-footbl/mtt/givens_louis00.html,
FSU,FBALL,2009-2010,9,Richard Goodman,Richard,Goodman,WR,6/1/00,191,RS SR,"Ft. Lauderdale, FL",St. Thomas Aquinas,http://www.seminoles.com/sports/m-footbl/mtt/goodman_richard00.html,
FSU,FBALL,2009-2010,70,Antwane Greenlee,Antwane,Greenlee,OT,6/6/13,293,RS SO,"Columbus, GA",Hardaway,http://www.seminoles.com/sports/m-footbl/mtt/greenlee_antwane00.html,
FSU,FBALL,2009-2010,51,Aaron Gresham,Aaron,Gresham,LB,6/2/13,237,RS SO,"Mayo, FL",Lafayette,http://www.seminoles.com/sports/m-footbl/mtt/gresham_aaron00.html,
FSU,FBALL,2009-2010,30,Jajuan Harley,Jajuan,Harley,S,6/2/13,190,FR,"Tallahassee, FL",Rickards,http://www.seminoles.com/sports/m-footbl/mtt/harley_jajuan00.html,
FSU,FBALL,2009-2010,44,Maurice Harris,Maurice,Harris,LB,6/1/00,212,RS SO,"Homestead, FL",Homestead,http://www.seminoles.com/sports/m-footbl/mtt/harris_maurice00.html,
FSU,FBALL,2009-2010,82,Willie Haulstead,Willie,Haulstead,WR,6/3/13,210,FR,"Titusville, FL",Titusville,http://www.seminoles.com/sports/m-footbl/mtt/haulstead_willie00.html,
FSU,FBALL,2009-2010,58,Dan Hicks,Dan,Hicks,DE,6/4/13,251,FR,"Oxford, MS",Oxford,http://www.seminoles.com/sports/m-footbl/mtt/hicks_dan00.html,
FSU,FBALL,2009-2010,18,Dustin Hopkins,Dustin,Hopkins,K,6/2/13,174,FR,"Houston, TX",Clear Lake,http://www.seminoles.com/sports/m-footbl/mtt/hopkins_dustin00.html,
FSU,FBALL,2009-2010,62,Rodney Hudson,Rodney,Hudson,OG,6/2/13,285,JR,"Mobile, AL",B.C. Rain,http://www.seminoles.com/sports/m-footbl/mtt/hudson_rodney00.html,
FSU,FBALL,2009-2010,37,Ed Imeokparia,Ed,Imeokparia,S,6/1/00,186,RS FR,"Philadelphia, PA",Blair Academy,http://www.seminoles.com/sports/m-footbl/mtt/imeokparia_ed00.html,
FSU,FBALL,2009-2010,55,Jamar Jackson,Jamar,Jackson,DE,6/4/13,240,RS SO,"Richmond, VA",Varina,http://www.seminoles.com/sports/m-footbl/mtt/jackson_jamar00.html,
FSU,FBALL,2009-2010,15,Ochuko Jenije,Ochuko,Jenije,CB,5/10/13,188,RS JR,"Tallahassee, FL",North Florida Christian,http://www.seminoles.com/sports/m-footbl/mtt/jenije_ochuko01.html,
FSU,FBALL,2009-2010,49,Brandon Jenkins,Brandon,Jenkins,DE,6/2/13,240,FR,"Tallahassee, FL",Florida High,http://www.seminoles.com/sports/m-footbl/mtt/jenkins_brandon00.html,
FSU,FBALL,2009-2010,78,Jonathan Johnson,Jonathan,Johnson,DE,6/6/13,245,RS SO,"Sanford, FL",Seminole,http://www.seminoles.com/sports/m-footbl/mtt/johnson_jonathan00.html,
FSU,FBALL,2009-2010,1,Alex Jones,Alex,Jones,K,6/1/00,176,FR,"Tallahassee, FL",Chiles,http://www.seminoles.com/sports/m-footbl/mtt/jones_alex00.html,
FSU,FBALL,2009-2010,33,Ty Jones,Ty,Jones,RB,5/11/13,203,SO,"Tampa, FL",Middleton,http://www.seminoles.com/sports/m-footbl/mtt/jones_ty00.html,
FSU,FBALL,2009-2010,54,A.J. Land,A.J.,Land,LB,6/2/13,215,JR,"Old Town, FL",Dixie County,http://www.seminoles.com/sports/m-footbl/mtt/land_aj00.html,
FSU,FBALL,2009-2010,85,Ja'Baris Little,Ja'Baris,Little,TE,6/4/13,226,SO,"Tallahassee, FL",Lincoln,http://www.seminoles.com/sports/m-footbl/mtt/little_jabaris00.html,
FSU,FBALL,2009-2010,22,Korey Mangum,Korey,Mangum,CB,6/1/00,202,RS SR,"La Marque, TX",La Marque,http://www.seminoles.com/sports/m-footbl/mtt/mangum_korey00.html,
FSU,FBALL,2009-2010,3,EJ Manuel,EJ,Manuel,QB,6/4/13,223,RS FR,"Virginia Beach, VA",Bayside,http://www.seminoles.com/sports/m-footbl/mtt/manuel_ej03.html,
FSU,FBALL,2009-2010,97,Demonte McAllister,Demonte,McAllister,DT,6/3/13,263,FR,"Tampa, FL",Alonso,http://www.seminoles.com/sports/m-footbl/mtt/mcallister_demonte00.html,
FSU,FBALL,2009-2010,90,Moses McCray,Moses,McCray,DT,6/2/13,298,SO,"Tampa, FL",Hillsborough,http://www.seminoles.com/sports/m-footbl/mtt/mccray_moses00.html,
FSU,FBALL,2009-2010,99,Jacobbi McDaniel,Jacobbi,McDaniel,DT,6/1/00,267,FR,"Greenville, FL",Madison County,http://www.seminoles.com/sports/m-footbl/mtt/mcdaniel_jacobbi00.html,
FSU,FBALL,2009-2010,60,Ryan McMahon,Ryan,McMahon,C,6/3/13,282,RS JR,"Savannah, GA",Darlington Prep,http://www.seminoles.com/sports/m-footbl/mtt/mcmahon_ryan00.html,
FSU,FBALL,2009-2010,95,Kevin McNeil,Kevin,McNeil,DE,6/2/13,257,SR,"Kingsland, GA",Camden County,http://www.seminoles.com/sports/m-footbl/mtt/mcneil_kevin00.html,
FSU,FBALL,2009-2010,94,Justin Mincey,Justin,Mincey,DT,6/5/13,272,SR,"Folston, GA",Charlton County,http://www.seminoles.com/sports/m-footbl/mtt/mincey_justin00.html,
FSU,FBALL,2009-2010,10,Nick Moody,Nick,Moody,S,6/2/13,228,RS FR,"Wyncote, PA",Roman Catholic,http://www.seminoles.com/sports/m-footbl/mtt/moody_nick00.html,
FSU,FBALL,2009-2010,11,Timothy Orange,Timothy,Orange,WR,5/10/13,179,JR,"Miami, FL",American,http://www.seminoles.com/sports/m-footbl/mtt/orange_timothy00.html,
FSU,FBALL,2009-2010,59,Henry Orelus,Henry,Orelus,OL,6/2/13,292,FR,"Belle Glade, FL",Glade Central,http://www.seminoles.com/sports/m-footbl/mtt/orelus_henry01.html,
FSU,FBALL,2009-2010,86,Rod Owens,Rod,Owens,WR,6/1/00,183,RS SR,"Jacksonville, FL",Wolfson,http://www.seminoles.com/sports/m-footbl/mtt/owens_rod00.html,
FSU,FBALL,2009-2010,4,Terrance Parks,Terrance,Parks,S,6/1/13,196,SO,"Fairburn, GA",Creekside,http://www.seminoles.com/sports/m-footbl/mtt/parks_terrance00.html,
FSU,FBALL,2009-2010,92,Daniel Parvin,Daniel,Parvin,LB,6/1/00,218,SR,"Palm Harbor, FL",Palm Harbor University,http://www.seminoles.com/sports/m-footbl/mtt/parvin_daniel00.html,
FSU,FBALL,2009-2010,75,Gregory Pierre,Gregory,Pierre,DE,6/3/13,236,JR,"Miami, FL",Monsignor Pace,http://www.seminoles.com/sports/m-footbl/mtt/pierre_gregory00.html,
FSU,FBALL,2009-2010,81,Caz Piurowski,Caz,Piurowski,TE,6/7/13,271,SR,"Land O'Lakes, FL",Land O'Lakes,http://www.seminoles.com/sports/m-footbl/mtt/piurowski_caz00.html,
FSU,FBALL,2009-2010,7,Christian Ponder,Christian,Ponder,QB,6/2/13,217,RS JR,"Colleyville, TX",Colleyville Heritage,http://www.seminoles.com/sports/m-footbl/mtt/ponder_christian00.html,
FSU,FBALL,2009-2010,43,Anthony Porterfield,Anthony,Porterfield,TE,6/4/13,203,FR,"Pensacola, FL",Escambia,http://www.seminoles.com/sports/m-footbl/mtt/porterfield_anthony00.html,
FSU,FBALL,2009-2010,45,Shawn Powell,Shawn,Powell,P,6/5/13,217,SO,"Rome, GA",Darlington Prep,http://www.seminoles.com/sports/m-footbl/mtt/powell_shawn00.html,
FSU,FBALL,2009-2010,39,Tavares Pressley,Tavares,Pressley,RB,6/1/13,202,RS JR,"Arcadia, FL",Desoto,http://www.seminoles.com/sports/m-footbl/mtt/pressley_tavares01.html,
FSU,FBALL,2009-2010,74,John Prior,John,Prior,OL,6/6/13,283,FR,"Portsmouth, OH",Portsmouth,http://www.seminoles.com/sports/m-footbl/mtt/prior_john00.html,
FSU,FBALL,2009-2010,24,Lonnie Pryor,Lonnie,Pryor,RB,6/1/13,195,FR,"Okeechobee, FL",Okeechobee,http://www.seminoles.com/sports/m-footbl/mtt/pryor_lonnie00.html,
FSU,FBALL,2009-2010,83,Bert Reed,Bert,Reed,WR,5/11/13,165,RS SO,"Panama City, FL",Bay,http://www.seminoles.com/sports/m-footbl/mtt/reed_bert00.html,
FSU,FBALL,2009-2010,5,Greg Reid,Greg,Reid,DB,5/9/13,175,FR,"Valdosta, GA",Lowndes,http://www.seminoles.com/sports/m-footbl/mtt/reid_greg00.html,
FSU,FBALL,2009-2010,88,Beau Reliford,Beau,Reliford,TE,6/7/13,241,SO,"Coral Springs, FL",Dillard,http://www.seminoles.com/sports/m-footbl/mtt/reliford_beau00.html,
FSU,FBALL,2009-2010,69,Chris Revell,Chris,Revell,DS,6/1/00,207,FR,"Tallahassee, FL",Chiles,http://www.seminoles.com/sports/m-footbl/mtt/revell_chris00.html,
FSU,FBALL,2009-2010,27,Xavier Rhodes,Xavier,Rhodes,DB,6/2/13,195,FR,"Miami, FL",Norland,http://www.seminoles.com/sports/m-footbl/mtt/rhodes_xavier00.html,
FSU,FBALL,2009-2010,13,Ashuwa Richardson,Ashuwa,Richardson,WR,5/11/13,187,JR,"Winter Springs, FL",Winter Springs,http://www.seminoles.com/sports/m-footbl/mtt/richardson_ashuwa00.html,
FSU,FBALL,2009-2010,20,Jamie Robinson,Jamie,Robinson,S,6/2/13,188,RS SR,"Rock Hill, SC",Northwestern,http://www.seminoles.com/sports/m-footbl/mtt/robinson_jamie00.html,
