School_Label,CIPFamilyTitle,ID_Race,CIPCode,CIPTitle,ID_Position,Variable,Value,Percentage_Race
Kansas State,ENGINEERING.,AA,14.1901,Mechanical Engineering.,LB,College Major,1,0.333333333
Kansas State,ENGINEERING.,AA,14.1301,Engineering Science.,LS,College Major,1,0.333333333
Kansas State,ENGINEERING.,C,14.0701,Chemical Engineering.,DL,College Major,1,0.2
Kansas State,ENGINEERING.,C,14.0801,"Civil Engineering, General.",LB,College Major,1,0.2
Kansas State,ENGINEERING.,C,14.0801,"Civil Engineering, General.",PK,College Major,1,0.2
Kansas State,ENGINEERING.,C,14.3301,Construction Engineering.,OL,College Major,1,0.2
Kansas State,ENGINEERING.,C,14.1901,Mechanical Engineering.,WR,College Major,1,0.2
Kansas State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,AA,19.0704,Family Systems.,OL,College Major,1,1
Kansas State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,AA,51.1102,Pre-Medicine/Pre-Medical Studies.,DB,College Major,1,1
Kansas State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,C,51.1102,Pre-Medicine/Pre-Medical Studies.,OL,College Major,1,0.5
Kansas State,HEALTH PROFESSIONS AND RELATED PROGRAMS.,C,51.1109,Pre-Physical Therapy Studies.,LB,College Major,1,0.5
Kansas State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,LB,College Major,1,1
Kansas State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DB,College Major,1,0.5
Kansas State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,WR,College Major,1,0.5
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0505,Kinesiology and Exercise Science.,OL,College Major,1,0.333333333
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0505,Kinesiology and Exercise Science.,WR,College Major,2,0.666666667
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,DE,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,FB,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,LB,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,LS,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,OL,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,PK,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,WR,College Major,1,0.125
Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0507,Physical Fitness Technician.,PK,College Major,1,0.125
Kansas State,PHYSICAL SCIENCES.,C,40.0801,"Physics, General.",QB,College Major,1,1
Kansas State,SOCIAL SCIENCES.,AA,45.0401,Criminology.,RB,College Major,1,0.058823529
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DB,College Major,6,0.352941176
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DE,College Major,2,0.117647059
Kansas State,SOCIAL SCIENCES.,AA,45.1001,"Political Science and Government, General.",LB,College Major,1,0.058823529
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,LB,College Major,2,0.117647059
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,OL,College Major,1,0.058823529
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,RB,College Major,2,0.117647059
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,DL,College Major,1,0.058823529
Kansas State,SOCIAL SCIENCES.,AA,45.1101,Sociology.,WR,College Major,1,0.058823529
Kansas State,SOCIAL SCIENCES.,C,45.1001,"Political Science and Government, General.",OL,College Major,1,0.166666667
Kansas State,SOCIAL SCIENCES.,C,45.1101,Sociology.,OL,College Major,2,0.333333333
Kansas State,SOCIAL SCIENCES.,C,45.1101,Sociology.,TE,College Major,1,0.166666667
Kansas State,SOCIAL SCIENCES.,C,45.0601,"Economics, General.",P,College Major,1,0.166666667
Kansas State,SOCIAL SCIENCES.,C,45.1101,Sociology.,FB,College Major,1,0.166666667
Kansas State,SOCIAL SCIENCES.,PI,45.1101,Sociology.,OL,College Major,1,0.333333333
Kansas State,SOCIAL SCIENCES.,PI,45.0401,Criminology.,DL,College Major,1,0.333333333
Kansas State,SOCIAL SCIENCES.,PI,45.1101,Sociology.,DT,College Major,1,0.333333333
Louisiana State,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",C,1.0101,"Agricultural Business and Management, General.",OG,College Major,1,1
Louisiana State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0101,"Biology/Biological Sciences, General.",LS,College Major,1,1
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",DL,College Major,1,0.111111111
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0201,"Business Administration and Management, General.",WR,College Major,3,0.333333333
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0201,"Business Administration and Management, General.",OL,College Major,1,0.111111111
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0201,"Business Administration and Management, General.",QB,College Major,1,0.111111111
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0201,"Business Administration and Management, General.",S,College Major,1,0.111111111
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0301,Accounting.,WR,College Major,1,0.111111111
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.1401,"Marketing/Marketing Management, General.",DB,College Major,1,0.111111111
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0201,"Business Administration and Management, General.",LB,College Major,2,0.25
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0201,"Business Administration and Management, General.",OC,College Major,1,0.125
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",LB,College Major,1,0.125
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0801,"Finance, General.",PK,College Major,1,0.125
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0806,International Finance.,OC,College Major,1,0.125
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0201,"Business Administration and Management, General.",TE,College Major,1,0.125
Louisiana State,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",QB,College Major,1,0.125
Louisiana State,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,DT,College Major,1,1
Louisiana State,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,AA,11.0701,Computer Science.,RB,College Major,1,1
Louisiana State,EDUCATION.,AA,13.1012,Education/Teaching of Individuals with Speech or Language Impairments.,DB,College Major,1,1
Louisiana State,ENGINEERING.,AA,14.1301,Engineering Science.,CB,College Major,1,1
Louisiana State,ENGINEERING.,C,14.0701,Chemical Engineering.,WR,College Major,1,0.5
Louisiana State,ENGINEERING.,C,14.2501,Petroleum Engineering.,OL,College Major,1,0.5
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,CB,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,DE,College Major,2,0.1
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,DT,College Major,2,0.1
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,OT,College Major,2,0.1
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,RB,College Major,2,0.1
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,S,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,WR,College Major,2,0.1
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,CB,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DE,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DT,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,OG,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,OT,College Major,1,0.05
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,S,College Major,3,0.15
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,S,College Major,1,0.166666667
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,TE,College Major,2,0.333333333
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,OT,College Major,1,0.166666667
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,QB,College Major,1,0.166666667
Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,LB,College Major,1,0.166666667
Louisiana State,MULTI/INTERDISCIPLINARY STUDIES.,C,30.1901,Nutrition Sciences.,LB,College Major,1,1
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,DE,College Major,3,0.157894737
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,DL,College Major,1,0.052631579
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,DT,College Major,2,0.105263158
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,FB,College Major,1,0.052631579
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,LB,College Major,4,0.210526316
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,OL,College Major,2,0.105263158
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,RB,College Major,2,0.105263158
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,TE,College Major,1,0.052631579
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,WR,College Major,2,0.105263158
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0505,Kinesiology and Exercise Science.,WR,College Major,1,0.052631579
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,DE,College Major,1,0.142857143
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,OG,College Major,1,0.142857143
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,P,College Major,2,0.285714286
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,PK,College Major,1,0.142857143
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,FB,College Major,1,0.142857143
Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,LB,College Major,1,0.142857143
Louisiana State,PHILOSOPHY AND RELIGIOUS STUDIES.,AA,38.0101,Philosophy.,LB,College Major,1,1
Louisiana State,PSYCHOLOGY.,AA,42.0101,"Psychology, General.",TE,College Major,1,1
Louisiana State,PSYCHOLOGY.,C,42.0101,"Psychology, General.",FB,College Major,1,1
Louisiana State,SOCIAL SCIENCES.,AA,45.1001,"Political Science and Government, General.",DL,College Major,1,1
Louisville,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0101,"Biology/Biological Sciences, General.",OL,College Major,1,0.5
Louisville,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0101,"Biology/Biological Sciences, General.",WR,College Major,1,0.5
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0101,"Business/Commerce, General.",OL,College Major,1,0.5
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",AA,52.0301,Accounting.,WR,College Major,1,0.5
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",FB,College Major,1,0.2
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0801,"Finance, General.",TE,College Major,1,0.2
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",OC,College Major,1,0.2
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.1401,"Marketing/Marketing Management, General.",OL,College Major,2,0.4
Louisville,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",H,52.1401,"Marketing/Marketing Management, General.",OL,College Major,1,1
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,CB,College Major,1,0.142857143
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,LB,College Major,2,0.285714286
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,RB,College Major,1,0.142857143
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,S,College Major,1,0.142857143
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",AA,9.0102,Mass Communication/Media Studies.,WR,College Major,2,0.285714286
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",C,9.0102,Mass Communication/Media Studies.,DT,College Major,1,1
Louisville,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",H,9.0102,Mass Communication/Media Studies.,WR,College Major,1,1
Louisville,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,AA,11.0701,Computer Science.,S,College Major,1,1
Louisville,EDUCATION.,AA,13.0101,"Education, General.",CB,College Major,1,0.333333333
Louisville,EDUCATION.,AA,13.0101,"Education, General.",WR,College Major,1,0.333333333
Louisville,EDUCATION.,AA,13.1205,Secondary Education and Teaching.,WR,College Major,1,0.333333333
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,CB,College Major,2,0.25
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,DE,College Major,1,0.125
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,DT,College Major,1,0.125
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,LB,College Major,1,0.125
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,OL,College Major,1,0.125
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,RB,College Major,1,0.125
Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",AA,43.01,Criminal Justice and Corrections.,WR,College Major,1,0.125
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,CB,College Major,1,0.2
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DE,College Major,2,0.4
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DT,College Major,1,0.2
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,LB,College Major,1,0.2
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,K,College Major,1,0.333333333
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,QB,College Major,1,0.333333333
Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,TE,College Major,1,0.333333333
Louisville,MATHEMATICS AND STATISTICS.,AA,27.0101,"Mathematics, General.",OT,College Major,1,1
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,CB,College Major,2,0.181818182
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,DT,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,LB,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,QB,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,RB,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,TE,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0504,Sport and Fitness Administration/Management.,WR,College Major,2,0.181818182
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0505,Kinesiology and Exercise Science.,LB,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",AA,31.0505,Kinesiology and Exercise Science.,RB,College Major,1,0.090909091
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,QB,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,WR,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,K,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0504,Sport and Fitness Administration/Management.,OL,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,K,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,LB,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,OL,College Major,1,0.125
Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",C,31.0505,Kinesiology and Exercise Science.,TE,College Major,1,0.125
Louisville,SOCIAL SCIENCES.,C,45.1001,"Political Science and Government, General.",FB,College Major,1,0.5
Louisville,SOCIAL SCIENCES.,C,45.1001,"Political Science and Government, General.",LB,College Major,1,0.5
Michigan,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",AA,5.0201,African-American/Black Studies.,LB,College Major,1,0.25
Michigan,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",AA,5.0201,African-American/Black Studies.,OL,College Major,1,0.25
Michigan,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",AA,5.0201,African-American/Black Studies.,RB,College Major,2,0.5
Michigan,BIOLOGICAL AND BIOMEDICAL SCIENCES.,C,26.0204,Molecular Biology.,CB,College Major,1,1
Michigan,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",C,52.0101,"Business/Commerce, General.",S,College Major,1,1
Michigan,ENGINEERING.,C,14.0501,Bioengineering and Biomedical Engineering.,OL,College Major,1,0.5
Michigan,ENGINEERING.,C,14.1901,Mechanical Engineering.,OL,College Major,1,0.5
Michigan,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",AA,16.0905,Spanish Language and Literature.,WR,College Major,1,1
Michigan,HISTORY.,C,54.0101,"History, General.",FB,College Major,1,1
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,CB,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,DT,College Major,2,0.090909091
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,LB,College Major,3,0.136363636
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,QB,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0101,Liberal Arts and Sciences/Liberal Studies.,WR,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DE,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DT,College Major,3,0.136363636
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,CB,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,DB,College Major,3,0.136363636
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,QB,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,RB,College Major,2,0.090909091
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,LB,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,OL,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",AA,24.0102,General Studies.,S,College Major,1,0.045454545
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,OL,College Major,2,0.08
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0101,Liberal Arts and Sciences/Liberal Studies.,PK,College Major,1,0.04
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DE,College Major,2,0.08
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,DL,College Major,1,0.04
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,FB,College Major,1,0.04
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,LB,College Major,3,0.12
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,OL,College Major,4,0.16
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,P,College Major,1,0.04
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,QB,College Major,4,0.16
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,RB,College Major,1,0.04
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,S,College Major,1,0.04
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,TE,College Major,3,0.12
Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",C,24.0102,General Studies.,WR,College Major,1,0.04
Michigan,MULTI/INTERDISCIPLINARY STUDIES.,AA,30.2501,Cognitive Science.,TE,College Major,1,1
Michigan,MULTI/INTERDISCIPLINARY STUDIES.,C,30.2501,Cognitive Science.,TE,College Major,1,1
