Sport,School_ID,Year,Number,Player,First_Name,Last_Name,Position,Height,Weight,Class,Hometown,City,State,High_School,URL,Height_Inches
FBALL,OKSTATE,2007-2008,30,Josh Cooper,Josh,Cooper,WR,5'11'',175,FR,"Mustang, OK ",Mustang,OK,Mustang HS,http://www.okstate.com/sports/m-footbl/mtt/cooper_josh00.html,71
FBALL,OKSTATE,2007-2008,16,Perrish Cox,Perrish,Cox,CB,6'1'',185,SO,"Waco, TX ",Waco,TX,University HS,http://www.okstate.com/sports/m-footbl/mtt/cox_perrish00.html,73
FBALL,OKSTATE,2007-2008,18,Zach Crissup,Zach,Crissup,DB,5'11'',200,JR,"Helena, OK ",Helena,OK,Timberlake HS,http://www.okstate.com/sports/m-footbl/mtt/crissup_zach00.html,71
FBALL,OKSTATE,2007-2008,32,Julius Crosslin,Julius,Crosslin,RB,6'1'',230,SR,"Amarillo, TX ",Amarillo,TX,Palo Duro HS,http://www.okstate.com/sports/m-footbl/mtt/crosslin_julius00.html,73
FBALL,OKSTATE,2007-2008,56,Maurice Cummings,Maurice,Cummings,DL,6'4'',265,SR,"Rosebud, TX ",Rosebud,TX,Rosebud-Lott HS,http://www.okstate.com/sports/m-footbl/mtt/cummings_maurice00.html,76
FBALL,OKSTATE,2007-2008,85,Damian Davis,Damian,Davis,WR,6'5'',180,FR,"Mart, TX ",Mart,TX,Mart HS,http://www.okstate.com/sports/m-footbl/mtt/davis_damian00.html,77
FBALL,OKSTATE,2007-2008,65,Steven Denning,Steven,Denning,OL,6'5'',300,JR,"Southaven, MS ",Southaven,MS,Southaven HS,http://www.okstate.com/sports/m-footbl/mtt/denning_steven00.html,77
FBALL,OKSTATE,2007-2008,10,Tommy Devereaux,Tommy,Devereaux,WR,6'1'',185,SR,"Duncanville, TX ",Duncanville,TX,Duncanville HS,http://www.okstate.com/sports/m-footbl/mtt/devereaux_tommy00.html,73
FBALL,OKSTATE,2007-2008,18,Matt Fodge,Matt,Fodge,K,6'1'',195,JR,"Garland, TX ",Garland,TX,Garland HS,http://www.okstate.com/sports/m-footbl/mtt/fodge_matt00.html,73
FBALL,OKSTATE,2007-2008,24,Deron Fontenot,Deron,Fontenot,S,5'10'',190,FR,"Grand Prairie, TX ",Grand Prairie,TX,So Grand Prairie HS,http://www.okstate.com/sports/m-footbl/mtt/fontenot_deron00.html,70
FBALL,OKSTATE,2007-2008,97,Marque Fountain,Marque,Fountain,DE,6'2'',260,SR,"Sugar Land, TX ",Sugar Land,TX,Hightower HS,http://www.okstate.com/sports/m-footbl/mtt/fountain_marque00.html,74
FBALL,OKSTATE,2007-2008,77,Noah Franklin,Noah,Franklin,OL,6'5'',310,SO,"Vinita, OK ",Vinita,OK,Vinita HS,http://www.okstate.com/sports/m-footbl/mtt/franklin_noah00.html,77
FBALL,OKSTATE,2007-2008,74,Grant Garner,Grant,Garner,OL,6'3'',280,FR,"Mesquite, TX ",Mesquite,TX,North Mesquite HS,http://www.okstate.com/sports/m-footbl/mtt/garner_grant00.html,75
FBALL,OKSTATE,2007-2008,42,Justin Gent,Justin,Gent,LB,6'2'',235,RS FR,"Irving, TX ",Irving,TX,MacArthur HS,http://www.okstate.com/sports/m-footbl/mtt/gent_justin00.html,74
FBALL,OKSTATE,2007-2008,51,Jared Glover,Jared,Glover,LB,6'4'',225,FR,"Bixby, OK ",Bixby,OK,Bixby HS,http://www.okstate.com/sports/m-footbl/mtt/glover_jared00.html,76
FBALL,OKSTATE,2007-2008,37,Elliott Goudge,Elliott,Goudge,K,6'1'',195,RS FR,"San Antonio, TX ",San Antonio,TX,San Antonio Christian Schools,http://www.okstate.com/sports/m-footbl/mtt/goudge_elliott00.html,73
FBALL,OKSTATE,2007-2008,66,Mike Grimes,Mike,Grimes,OL,6'2'',310,RS FR,"Dallas, TX ",Dallas,TX,Bishop Lynch HS,http://www.okstate.com/sports/m-footbl/mtt/grimes_mike00.html,74
FBALL,OKSTATE,2007-2008,24,Kendall Hunter,Kendall,Hunter,RB,5'8'',180,FR,"Tyler, TX ",Tyler,TX,John Tyler HS,http://www.okstate.com/sports/m-footbl/mtt/hunter_kendall00.html,68
FBALL,OKSTATE,2007-2008,46,Shane Jarka,Shane,Jarka,DE,6'4'',260,RS FR,"Sugar Land, TX ",Sugar Land,TX,Stephen F Austin HS,http://www.okstate.com/sports/m-footbl/mtt/jarka_shane00.html,76
FBALL,OKSTATE,2007-2008,33,John Johnson,John,Johnson,FB,6'1'',255,JR,"El Dorado, AR ",El Dorado,AR,El Dorado HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_john00.html,73
FBALL,OKSTATE,2007-2008,2,Rodrick Johnson,Rodrick,Johnson,LB,6'3'',250,SR,"Galveston, TX ",Galveston,TX,Ball HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_rodrick00.html,75
FBALL,OKSTATE,2007-2008,79,Ahmad Jones,Ahmad,Jones,DL,6'3'',310,FR,"Silsbee, TX ",Silsbee,TX,Silsbee HS,http://www.okstate.com/sports/m-footbl/mtt/jones_ahmad00.html,75
FBALL,OKSTATE,2007-2008,99,Richetti Jones,Richetti,Jones,DE,6'4'',240,FR,"Dallas, TX ",Dallas,TX,Lincoln HS,http://www.okstate.com/sports/m-footbl/mtt/jones_richetti00.html,76
FBALL,OKSTATE,2007-2008,61,David Koenig,David,Koenig,OL,6'5'',290,SR,"Cape Coral, FL ",Cape Coral,FL,Cape Coral HS,http://www.okstate.com/sports/m-footbl/mtt/koenig_david00.html,77
FBALL,OKSTATE,2007-2008,45,Patrick Kollars,Patrick,Kollars,K,6'1'',200,SO,"Vinita, OK ",Vinita,OK,Vinita HS,http://www.okstate.com/sports/m-footbl/mtt/kollars_patrick00.html,73
FBALL,OKSTATE,2007-2008,17,Jacob Lacey,Jacob,Lacey,CB,5'11'',175,JR,"Garland, TX ",Garland,TX,Naaman Forest HS,http://www.okstate.com/sports/m-footbl/mtt/lacey_jacob00.html,71
FBALL,OKSTATE,2007-2008,4,Patrick Lavine,Patrick,Lavine,LB,6'3'',220,SO,"Houston, TX ",Houston,TX,Jersey Village HS,http://www.okstate.com/sports/m-footbl/mtt/lavine_patrick00.html,75
FBALL,OKSTATE,2007-2008,52,Andrew Lawrence,Andrew,Lawrence,OL,6'4'',305,SO,"Dallas, GA ",Dallas,GA,Paulding County HS,http://www.okstate.com/sports/m-footbl/mtt/lawrence_andrew00.html,76
FBALL,OKSTATE,2007-2008,41,Orie Lemon,Orie,Lemon,LB,6'1'',225,SO,"Houston, TX ",Houston,TX,Yates HS,http://www.okstate.com/sports/m-footbl/mtt/lemon_orie00.html,73
FBALL,OKSTATE,2007-2008,54,Andrew Lewis,Andrew,Lewis,OL,6'5'',295,SO,"Joplin, MO ",Joplin,MO,Joplin Sr. HS,http://www.okstate.com/sports/m-footbl/mtt/lewis_andrew00.html,77
FBALL,OKSTATE,2007-2008,93,Jonathan Lewis,Jonathan,Lewis,DL,6'2'',290,SO,"Carrollton, TX ",Carrollton,TX,Newman Smith HS,http://www.okstate.com/sports/m-footbl/mtt/lewis_jonathan00.html,74
FBALL,OKSTATE,2007-2008,23,DeAaron Martin,DeAaron,Martin,RB,5'8'',190,SR,"Oklahoma City, OK ",Oklahoma City,OK,Douglass HS,http://www.okstate.com/sports/m-footbl/mtt/martin_deaaron00.html,68
FBALL,OKSTATE,2007-2008,75,Nick Martinez,Nick,Martinez,OL,6'4'',310,FR,"Floresville, TX ",Floresville,TX,Floresville HS,http://www.okstate.com/sports/m-footbl/mtt/martinez_nick00.html,76
FBALL,OKSTATE,2007-2008,27,Calvin Mickens,Calvin,Mickens,CB,6'2'',200,JR,"Beaumont, TX ",Beaumont,TX,Ozen HS,http://www.okstate.com/sports/m-footbl/mtt/mickens_calvin00.html,74
FBALL,OKSTATE,2007-2008,1,Adrian Moore,Adrian,Moore,DB,6'1'',200,FR,"White Hall, AR ",White Hall,AR,White Hall HS,http://www.okstate.com/sports/m-footbl/mtt/moore_adrian00.html,73
FBALL,OKSTATE,2007-2008,26,Quinton Moore,Quinton,Moore,DB,5'11'',185,JR,"Pearland, TX ",Pearland,TX,Pearland HS,http://www.okstate.com/sports/m-footbl/mtt/moore_quinton00.html,71
FBALL,OKSTATE,2007-2008,28,Jon Morris,Jon,Morris,WR,6'1'',195,SR,"Glenpool, OK ",Glenpool,OK,Glenpool HS,http://www.okstate.com/sports/m-footbl/mtt/morris_jon00.html,73
FBALL,OKSTATE,2007-2008,26,Todd Nelson,Todd,Nelson,WR,6'2'',205,JR,"Edmond, OK ",Edmond,OK,North HS,http://www.okstate.com/sports/m-footbl/mtt/nelson_todd00.html,74
FBALL,OKSTATE,2007-2008,19,Jeremy Nethon,Jeremy,Nethon,DB,6'1'',225,SR,"Beggs, OK ",Beggs,OK,Beggs HS,http://www.okstate.com/sports/m-footbl/mtt/nethon_jeremy00.html,73
FBALL,OKSTATE,2007-2008,15,Seth Newton,Seth,Newton,WR,6'3'',195,JR,"Girard, KS ",Girard,KS,Girard HS,http://www.okstate.com/sports/m-footbl/mtt/newton_seth00.html,75
FBALL,OKSTATE,2007-2008,25,Chris Offor,Chris,Offor,RB,5'11'',210,JR,"Glenpool, OK ",Glenpool,OK,Glenpool HS,http://www.okstate.com/sports/m-footbl/mtt/offor_chris00.html,71
FBALL,OKSTATE,2007-2008,62,Allen Oh,Allen,Oh,DL,6'1'',290,JR,"Coppell, TX ",Coppell,TX,Coppell HS,http://www.okstate.com/sports/m-footbl/mtt/oh_allen00.html,73
FBALL,OKSTATE,2007-2008,76,Russell Okung,Russell,Okung,OL,6'5'',290,SO,"Richmond, TX ",Richmond,TX,George Bush HS,http://www.okstate.com/sports/m-footbl/mtt/okung_russell00.html,77
FBALL,OKSTATE,2007-2008,67,Jeremy Palmoore,Jeremy,Palmoore,OL,6'6'',315,JR,"Chatham, VA ",Chatham,VA,Hargrave Military Academy,http://www.okstate.com/sports/m-footbl/mtt/palmoore_jeremy00.html,78
FBALL,OKSTATE,2007-2008,94,Quencey Patrick,Quencey,Patrick,DL,6'3'',265,RS FR,"Columbus, GA ",Columbus,GA,Pacelli HS,http://www.okstate.com/sports/m-footbl/mtt/patrick_quencey00.html,75
FBALL,OKSTATE,2007-2008,71,Trent Perkins,Trent,Perkins,OL,6'5'',300,RS FR,"Alice, TX ",Alice,TX,Alice HS,http://www.okstate.com/sports/m-footbl/mtt/perkins_trent00.html,77
FBALL,OKSTATE,2007-2008,13,Nathan Peterson,Nathan,Peterson,DE,6'2'',240,SR,"Tulsa, OK ",Tulsa,OK,Union HS,http://www.okstate.com/sports/m-footbl/mtt/peterson_nathan00.html,74
FBALL,OKSTATE,2007-2008,87,Brandon Pettigrew,Brandon,Pettigrew,TE,6'6'',260,JR,"Tyler, TX ",Tyler,TX,Lee HS,http://www.okstate.com/sports/m-footbl/mtt/pettigrew_brandon00.html,78
FBALL,OKSTATE,2007-2008,6,Ricky Price,Ricky,Price,CB,6'1'',190,JR,"Houston, TX ",Houston,TX,Cypress Falls HS,http://www.okstate.com/sports/m-footbl/mtt/price_ricky00.html,73
FBALL,OKSTATE,2007-2008,90,Quinton Prince,Quinton,Prince,DL,6'4'',295,FR,"Oklahoma City, OK ",Oklahoma City,OK,Heritage Hall Schools,http://www.okstate.com/sports/m-footbl/mtt/prince_quinton00.html,76
FBALL,OKSTATE,2007-2008,14,Bobby Reid,Bobby,Reid,QB,6'3'',230,JR,"Galena Park, TX ",Galena Park,TX,North Shore Sr HS,http://www.okstate.com/sports/m-footbl/mtt/reid_bobby00.html,75
FBALL,OKSTATE,2007-2008,38,Cole Reynolds,Cole,Reynolds,P,6'2'',225,SO,"Edmond, OK ",Edmond,OK,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/reynolds_cole00.html,74
FBALL,OKSTATE,2007-2008,58,Marcus Richardson,Marcus,Richardson,LB,6'1'',220,FR,"Seguin, TX ",Seguin,TX,Seguin HS,http://www.okstate.com/sports/m-footbl/mtt/richardson_marcus00.html,73
FBALL,OKSTATE,2007-2008,85,Jason Ricks,Jason,Ricks,K,6'2'',200,JR,"Austin, TX ",Austin,TX,Westwood HS,http://www.okstate.com/sports/m-footbl/mtt/ricks_jason00.html,74
FBALL,OKSTATE,2007-2008,11,Zac Robinson,Zac,Robinson,QB,6'3'',205,SO,"Littleton, CO ",Littleton,CO,Chatfield HS,http://www.okstate.com/sports/m-footbl/mtt/robinson_zac00.html,75
FBALL,OKSTATE,2007-2008,70,Jonathan Rush,Jonathan,Rush,OL,6'5'',295,FR,"Killeen, TX ",Killeen,TX,Killeen HS,http://www.okstate.com/sports/m-footbl/mtt/rush_jonathan00.html,77
FBALL,OKSTATE,2007-2008,22,Dantrell Savage,Dantrell,Savage,RB,5'9'',195,SR,"Columbus, GA ",Columbus,GA,Jordan Vocational HS,http://www.okstate.com/sports/m-footbl/mtt/savage_dantrell00.html,69
FBALL,OKSTATE,2007-2008,57,Jacob Secrest,Jacob,Secrest,OL,6'5'',295,RS FR,"Stillwater, OK ",Stillwater,OK,Stillwater HS,http://www.okstate.com/sports/m-footbl/mtt/secrest_jacob00.html,77
FBALL,OKSTATE,2007-2008,20,Andre Sexton,Andre,Sexton,DB,6'1'',210,SO,"Houston, TX ",Houston,TX,Cypress Falls HS,http://www.okstate.com/sports/m-footbl/mtt/sexton_andre00.html,73
FBALL,OKSTATE,2007-2008,88,Paschal Smith,Paschal,Smith,TE,6'5'',260,SR,"Dallas, TX ",Dallas,TX,David W Carter HS,http://www.okstate.com/sports/m-footbl/mtt/smith_paschal00.html,77
FBALL,OKSTATE,2007-2008,92,Tonga Tea,Tonga,Tea,DL,6'1'',320,JR,"Anchorage, AK ",Anchorage,AK,Benny Benson/Search,http://www.okstate.com/sports/m-footbl/mtt/tea_tonga00.html,73
FBALL,OKSTATE,2007-2008,22,James Thomas,James,Thomas,DB,6'1'',180,FR,"La Marque, TX ",La Marque,TX,La Marque HS,http://www.okstate.com/sports/m-footbl/mtt/thomas_james00.html,73
FBALL,OKSTATE,2007-2008,28,Al'Darius Thompson,Al'Darius,Thompson,DB,5'11'',180,SO,"Mesquite, TX ",Mesquite,TX,North Mesquite HS,http://www.okstate.com/sports/m-footbl/mtt/thompson_aldarius00.html,71
FBALL,OKSTATE,2007-2008,5,Keith Toston,Keith,Toston,RB,6'1'',210,SO,"Angleton, TX ",Angleton,TX,Angleton HS,http://www.okstate.com/sports/m-footbl/mtt/toston_keith00.html,73
FBALL,OKSTATE,2007-2008,7,Martel Van Zant,Martel,Van Zant,CB,6'1'',210,SR,"Tyler, TX ",Tyler,TX,Lee HS,http://www.okstate.com/sports/m-footbl/mtt/van zant_martel00.html,73
FBALL,OKSTATE,2007-2008,82,Justin Waller,Justin,Waller,TE,6'4'',240,JR,"Ponca City, OK ",Ponca City,OK,Ponca City HS,http://www.okstate.com/sports/m-footbl/mtt/waller_justin00.html,76
FBALL,OKSTATE,2007-2008,63,David Washington,David,Washington,C,6'3'',305,JR,"Guthrie, OK ",Guthrie,OK,Guthrie HS,http://www.okstate.com/sports/m-footbl/mtt/washington_david00.html,75
FBALL,OKSTATE,2007-2008,4,Brandon Weeden,Brandon,Weeden,QB,6'4'',220,FR,"Edmond, OK ",Edmond,OK,Santa Fe HS,http://www.okstate.com/sports/m-footbl/mtt/weeden_brandon00.html,76
FBALL,OKSTATE,2007-2008,59,Doug Woodford,Doug,Woodford,LB,6'1'',215,RS FR,"Covington, OK ",Covington,OK,Covington-Douglas HS,http://www.okstate.com/sports/m-footbl/mtt/woodford_doug00.html,73
FBALL,OKSTATE,2007-2008,83,Artrell Woods,Artrell,Woods,WR,6'1'',185,SO,"Bryan, TX ",Bryan,TX,Bryan HS,http://www.okstate.com/sports/m-footbl/mtt/woods_artrell00.html,73
FBALL,OKSTATE,2007-2008,8,Donovan Woods,Donovan,Woods,SS,6'2'',225,SR,"Oklahoma City, OK ",Oklahoma City,OK,Millwood HS,http://www.okstate.com/sports/m-footbl/mtt/woods_donovan00.html,74
FBALL,OKSTATE,2007-2008,69,Marc Yerry,Marc,Yerry,LS,6'4'',200,FR,"Matthews, NC ",Matthews,NC,Weddington HS,http://www.okstate.com/sports/m-footbl/mtt/yerry_marc00.html,76
FBALL,OKSTATE,2007-2008,86,Wilson Youman,Wilson,Youman,TE,6'4'',240,FR,"Saint Martinville, LA ",Saint Martinville,LA,St. Martinville Senior HS,http://www.okstate.com/sports/m-footbl/mtt/youman_wilson00.html,76
FBALL,OKSTATE,2006-2007,55,Zach Allen,Zach,Allen,LS,6'1'',270,SO,"Edmond, OK ",Edmond,OK,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/allen_zach00.html,73
FBALL,OKSTATE,2006-2007,23,Terrance Anderson,Terrance,Anderson,WR,6'1'',175,FR,"Houston, TX ",Houston,TX,Aldine HS,http://www.okstate.com/sports/m-footbl/mtt/anderson_terrance00.html,73
FBALL,OKSTATE,2006-2007,11,T.J. Bell,T.J.,Bell,CB,5'11'',180,SO,"Desoto, TX ",Desoto,TX,De Soto HS,http://www.okstate.com/sports/m-footbl/mtt/bell_tj00.html,71
FBALL,OKSTATE,2006-2007,24,Cortney Billingsley,Cortney,Billingsley,DB,5'10'',185,SR,"Arlington, TX ",Arlington,TX,Sam Houston HS,http://www.okstate.com/sports/m-footbl/mtt/billingsley_cortney00.html,70
FBALL,OKSTATE,2006-2007,64,Hoyt Lee Bird,Hoyt,Lee Bird,LS,6'1'',220,FR,"Joshua, TX ",Joshua,TX,Joshua HS,http://www.okstate.com/sports/m-footbl/mtt/lee bird_hoyt00.html,73
FBALL,OKSTATE,2006-2007,60,Brady Bond,Brady,Bond,OL,6'6'',260,RS FR,"Garber, OK ",Garber,OK,Garber HS,http://www.okstate.com/sports/m-footbl/mtt/bond_brady00.html,78
FBALL,OKSTATE,2006-2007,78,Michael Booker,Michael,Booker,OL,6'3'',315,FR,"Paris, TX ",Paris,TX,North Lamar HS,http://www.okstate.com/sports/m-footbl/mtt/booker_michael00.html,75
FBALL,OKSTATE,2006-2007,12,Adarius Bowman,Adarius,Bowman,WR,6'4'',215,JR,"Chattanooga, TN ",Chattanooga,TN,Notre Dame HS,http://www.okstate.com/sports/m-footbl/mtt/bowman_adarius00.html,76
FBALL,OKSTATE,2006-2007,9,Jeremy Broadway,Jeremy,Broadway,WR,5'11'',180,SO,"Houston, TX ",Houston,TX,Washington B T HS,http://www.okstate.com/sports/m-footbl/mtt/broadway_jeremy00.html,71
FBALL,OKSTATE,2006-2007,14,Scott Broughton,Scott,Broughton,CB,6'1'',200,JR,"Hanahan, SC ",Hanahan,SC,Hanahan HS,http://www.okstate.com/sports/m-footbl/mtt/broughton_scott00.html,73
FBALL,OKSTATE,2006-2007,92,Larry Brown,Larry,Brown,DT,6'3'',295,SR,"Spartanburg, SC ",Spartanburg,SC,Spartanburg HS,http://www.okstate.com/sports/m-footbl/mtt/brown_larry00.html,75
FBALL,OKSTATE,2006-2007,35,Marcus Brown,Marcus,Brown,LB,6'2'',240,SO,"Hephzibah, GA ",Hephzibah,GA,Hephzibah HS,http://www.okstate.com/sports/m-footbl/mtt/brown_marcus00.html,74
FBALL,OKSTATE,2006-2007,98,Derek Burton,Derek,Burton,DE,6'5'',255,FR,"Muskogee, OK ",Muskogee,OK,Muskogee HS,http://www.okstate.com/sports/m-footbl/mtt/burton_derek00.html,77
FBALL,OKSTATE,2006-2007,47,Jeremiah Burton,Jeremiah,Burton,LB,6'2'',230,SO,"Enid, OK ",Enid,OK,Enid HS,http://www.okstate.com/sports/m-footbl/mtt/burton_jeremiah00.html,74
FBALL,OKSTATE,2006-2007,48,Zach Carter,Zach,Carter,LB,6'1'',225,JR,"Kennesaw, GA ",Kennesaw,GA,Harrison HS,http://www.okstate.com/sports/m-footbl/mtt/carter_zach00.html,73
FBALL,OKSTATE,2006-2007,3,Alex Cate,Alex,Cate,QB,6'2'',198,FR,"Salt Lake City, UT ",Salt Lake City,UT,Cottonwood HS,http://www.okstate.com/sports/m-footbl/mtt/cate_alex00.html,74
FBALL,OKSTATE,2006-2007,96,Jeray Chatham,Jeray,Chatham,DT,6'4'',270,SO,"Houston, TX ",Houston,TX,Westfield HS,http://www.okstate.com/sports/m-footbl/mtt/chatham_jeray00.html,76
FBALL,OKSTATE,2006-2007,91,Ugo Chinasa,Ugo,Chinasa,DE,6'6'',230,FR,"Richardson, TX ",Richardson,TX,Berkner HS,http://www.okstate.com/sports/m-footbl/mtt/chinasa_ugo00.html,78
FBALL,OKSTATE,2006-2007,53,Seb Clements,Seb,Clements,LB,6'1'',230,SO,"Sanger, TX ",Sanger,TX,Sanger HS,http://www.okstate.com/sports/m-footbl/mtt/clements_seb00.html,73
FBALL,OKSTATE,2006-2007,25,Clint Coe,Clint,Coe,SS,6'1'',190,JR,"Edmond, OK ",Edmond,OK,Deer Creek HS,http://www.okstate.com/sports/m-footbl/mtt/coe_clint00.html,73
FBALL,OKSTATE,2006-2007,44,Chris Collins,Chris,Collins,LB,6'1'',230,FR,"Texarkana, TX ",Texarkana,TX,Texas HS,http://www.okstate.com/sports/m-footbl/mtt/collins_chris00.html,73
FBALL,OKSTATE,2006-2007,80,DeMarcus Conner,DeMarcus,Conner,WR,6'1'',190,FR,"Houston, TX ",Houston,TX,Westfield HS,http://www.okstate.com/sports/m-footbl/mtt/conner_demarcus00.html,73
FBALL,OKSTATE,2006-2007,3,Perrish Cox,Perrish,Cox,CB,6'1'',180,FR,"Waco, TX ",Waco,TX,University HS,http://www.okstate.com/sports/m-footbl/mtt/cox_perrish00.html,73
FBALL,OKSTATE,2006-2007,32,Julius Crosslin,Julius,Crosslin,RB,5'11'',240,JR,"Amarillo, TX ",Amarillo,TX,Palo Duro HS,http://www.okstate.com/sports/m-footbl/mtt/crosslin_julius00.html,71
FBALL,OKSTATE,2006-2007,56,Maurice Cummings,Maurice,Cummings,DT,6'4'',265,JR,"Rosebud, TX ",Rosebud,TX,Rosebud-Lott HS,http://www.okstate.com/sports/m-footbl/mtt/cummings_maurice00.html,76
FBALL,OKSTATE,2006-2007,51,Victor DeGrate,Victor,DeGrate,LB,6'2'',249,SR,"Desoto, TX ",Desoto,TX,De Soto HS,http://www.okstate.com/sports/m-footbl/mtt/degrate_victor00.html,74
FBALL,OKSTATE,2006-2007,65,Steven Denning,Steven,Denning,OL,6'4'',285,SO,"Southaven, MS ",Southaven,MS,Southaven HS,http://www.okstate.com/sports/m-footbl/mtt/denning_steven00.html,76
FBALL,OKSTATE,2006-2007,10,Tommy Devereaux,Tommy,Devereaux,WR,6'1'',175,JR,"Duncanville, TX ",Duncanville,TX,Duncanville HS,http://www.okstate.com/sports/m-footbl/mtt/devereaux_tommy00.html,73
FBALL,OKSTATE,2006-2007,18,Matt Fodge,Matt,Fodge,K,6'1'',180,SO,"Garland, TX ",Garland,TX,Garland HS,http://www.okstate.com/sports/m-footbl/mtt/fodge_matt00.html,73
FBALL,OKSTATE,2006-2007,97,Marque Fountain,Marque,Fountain,DT,6'1'',260,JR,"Sugar Land, TX ",Sugar Land,TX,Hightower HS,http://www.okstate.com/sports/m-footbl/mtt/fountain_marque00.html,73
FBALL,OKSTATE,2006-2007,77,Noah Franklin,Noah,Franklin,OL,6'4'',305,RS FR,"Vinita, OK ",Vinita,OK,Vinita HS,http://www.okstate.com/sports/m-footbl/mtt/franklin_noah00.html,76
FBALL,OKSTATE,2006-2007,7,Mike Friess,Mike,Friess,QB,6'2'',215,JR,"Wichita, KS ",Wichita,KS,Bishop Carroll Catholic HS,http://www.okstate.com/sports/m-footbl/mtt/friess_mike00.html,74
FBALL,OKSTATE,2006-2007,70,Phil Friess,Phil,Friess,OL,6'5'',280,JR,"Conway Springs, KS ",Conway Springs,KS,Conway Springs HS,http://www.okstate.com/sports/m-footbl/mtt/friess_phil00.html,77
FBALL,OKSTATE,2006-2007,42,Justin Gent,Justin,Gent,LB,6'2'',215,FR,"Irving, TX ",Irving,TX,MacArthur HS,http://www.okstate.com/sports/m-footbl/mtt/gent_justin00.html,74
FBALL,OKSTATE,2006-2007,29,Mike Hamilton,Mike,Hamilton,RB,6'1'',215,SO,"Melbourne, FL ",Melbourne,FL,Melbourne Senior HS,http://www.okstate.com/sports/m-footbl/mtt/hamilton_mike00.html,73
FBALL,OKSTATE,2006-2007,75,Corey Hilliard,Corey,Hilliard,OL,6'5'',310,SR,"New Orleans, LA ",New Orleans,LA,Jesuit HS,http://www.okstate.com/sports/m-footbl/mtt/hilliard_corey00.html,77
FBALL,OKSTATE,2006-2007,59,Delvin James,Delvin,James,LB,6'3'',230,FR,"Nacogdoches, TX ",Nacogdoches,TX,Nacogdoches HS,http://www.okstate.com/sports/m-footbl/mtt/james_delvin00.html,75
FBALL,OKSTATE,2006-2007,46,Shane Jarka,Shane,Jarka,DE,6'3'',235,FR,"Sugar Land, TX ",Sugar Land,TX,Stephen F Austin HS,http://www.okstate.com/sports/m-footbl/mtt/jarka_shane00.html,75
FBALL,OKSTATE,2006-2007,33,John Johnson,John,Johnson,FB,6'3'',255,SO,"El Dorado, AR ",El Dorado,AR,El Dorado HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_john00.html,75
FBALL,OKSTATE,2006-2007,2,Rodrick Johnson,Rodrick,Johnson,LB,6'3'',255,JR,"Galveston, TX ",Galveston,TX,Ball HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_rodrick00.html,75
FBALL,OKSTATE,2006-2007,30,Grant Jones,Grant,Jones,S,5'10'',195,SR,"Pawnee, OK ",Pawnee,OK,Pawnee HS,http://www.okstate.com/sports/m-footbl/mtt/jones_grant00.html,70
FBALL,OKSTATE,2006-2007,39,Sonji Ketiku,Sonji,Ketiku,CB,5'8'',175,SR,"Tulsa, OK ",Tulsa,OK,Edison Preparatory HS,http://www.okstate.com/sports/m-footbl/mtt/ketiku_sonji00.html,68
FBALL,OKSTATE,2006-2007,61,David Koenig,David,Koenig,OL,6'4'',290,JR,"Cape Coral, FL ",Cape Coral,FL,Cape Coral HS,http://www.okstate.com/sports/m-footbl/mtt/koenig_david00.html,76
FBALL,OKSTATE,2006-2007,17,Jacob Lacey,Jacob,Lacey,CB,5'10'',180,SO,"Garland, TX ",Garland,TX,Naaman Forest HS,http://www.okstate.com/sports/m-footbl/mtt/lacey_jacob00.html,70
FBALL,OKSTATE,2006-2007,4,Patrick Lavine,Patrick,Lavine,LB,6'2'',210,FR,"Houston, TX ",Houston,TX,Jersey Village HS,http://www.okstate.com/sports/m-footbl/mtt/lavine_patrick00.html,74
FBALL,OKSTATE,2006-2007,52,Andrew Lawrence,Andrew,Lawrence,OL,6'4'',305,RS FR,"Dallas, GA ",Dallas,GA,Paulding County HS,http://www.okstate.com/sports/m-footbl/mtt/lawrence_andrew00.html,76
FBALL,OKSTATE,2006-2007,90,Xavier Lawson-Kennedy,Xavier,Lawson-Kennedy,DT,6'1'',315,SR,"Duncanville, TX ",Duncanville,TX,Duncanville HS,http://www.okstate.com/sports/m-footbl/mtt/lawson-kennedy_xavier00.html,73
FBALL,OKSTATE,2006-2007,41,Orie Lemon,Orie,Lemon,RB,5'11'',225,FR,"Houston, TX ",Houston,TX,Yates HS,http://www.okstate.com/sports/m-footbl/mtt/lemon_orie00.html,71
FBALL,OKSTATE,2006-2007,54,Andrew Lewis,Andrew,Lewis,OL,6'5'',265,RS FR,"Joplin, MO ",Joplin,MO,Joplin Sr. HS,http://www.okstate.com/sports/m-footbl/mtt/lewis_andrew00.html,77
FBALL,OKSTATE,2006-2007,99,Jonathan Lewis,Jonathan,Lewis,DT,6'2'',290,FR,"Carrollton, TX ",Carrollton,TX,Newman Smith HS,http://www.okstate.com/sports/m-footbl/mtt/lewis_jonathan00.html,74
