"","School_Label","BD_C","BD_C_Percentage","CIPFamily","CIPTitle","Year"
"257","Nebraska",202,0.054330285099516,42,"PSYCHOLOGY.","2011-2012"
"258","Nebraska",216,0.058095750403443,45,"SOCIAL SCIENCES.","2011-2012"
"259","Nebraska",142,0.038192576654115,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"260","Northern Illinois",734,0.18719714358582,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"261","Northern Illinois",115,0.029329252741648,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"262","Northern Illinois",159,0.040550879877582,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"263","Northern Illinois",42,0.01071155317521,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"264","Northern Illinois",587,0.149706707472584,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"265","Northern Illinois",108,0.027543993879112,54,"HISTORY.","2011-2012"
"266","Northern Illinois",111,0.028309104820199,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"267","Northern Illinois",63,0.016067329762816,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"268","Northern Illinois",52,0.013261922978832,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"269","Northern Illinois",330,0.08416220351951,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"270","Northern Illinois",67,0.017087477684264,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"271","Northern Illinois",371,0.094618719714359,13,"EDUCATION.","2011-2012"
"272","Northern Illinois",111,0.028309104820199,14,"ENGINEERING.","2011-2012"
"273","Northern Illinois",63,0.016067329762816,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"274","Northern Illinois",140,0.035705177250701,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"275","Northern Illinois",63,0.016067329762816,40,"PHYSICAL SCIENCES.","2011-2012"
"276","Northern Illinois",646,0.164753889313951,42,"PSYCHOLOGY.","2011-2012"
"277","Northern Illinois",143,0.036470288191788,45,"SOCIAL SCIENCES.","2011-2012"
"278","Northern Illinois",16,0.004080591685794,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"279","Northwestern",171,0.080093676814988,14,"ENGINEERING.","2011-2012"
"280","Northwestern",149,0.069789227166276,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"281","Northwestern",1089,0.510070257611241,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"282","Northwestern",85,0.039812646370023,41,"SCIENCE TECHNOLOGIES/TECHNICIANS.","2011-2012"
"283","Northwestern",107,0.050117096018735,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"284","Northwestern",149,0.069789227166276,13,"EDUCATION.","2011-2012"
"285","Northwestern",171,0.080093676814988,10,"COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.","2011-2012"
"286","Northwestern",214,0.100234192037471,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"287","Notre Dame",42,0.020221473278767,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"288","Notre Dame",10,0.004814636494945,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"289","Notre Dame",137,0.065960519980741,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"290","Notre Dame",64,0.030813673567646,54,"HISTORY.","2011-2012"
"291","Notre Dame",75,0.036109773712085,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"292","Notre Dame",27,0.012999518536351,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"293","Notre Dame",35,0.016851227732306,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"294","Notre Dame",37,0.017814155031295,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"295","Notre Dame",96,0.046220510351468,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"296","Notre Dame",418,0.201251805488686,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"297","Notre Dame",37,0.017814155031295,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"298","Notre Dame",332,0.159845931632162,46,"CONSTRUCTION TRADES.","2011-2012"
"299","Notre Dame",189,0.090996629754454,14,"ENGINEERING.","2011-2012"
"300","Notre Dame",81,0.038998555609052,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"301","Notre Dame",183,0.088107847857487,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"302","Notre Dame",29,0.013962445835339,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"303","Notre Dame",37,0.017814155031295,40,"PHYSICAL SCIENCES.","2011-2012"
"304","Notre Dame",100,0.048146364949446,42,"PSYCHOLOGY.","2011-2012"
"305","Notre Dame",48,0.023110255175734,39,"THEOLOGY AND RELIGIOUS VOCATIONS.","2011-2012"
"306","Notre Dame",100,0.048146364949446,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"307","Ohio State",33,0.002917513924498,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"308","Ohio State",116,0.010255503492176,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"309","Ohio State",126,0.011139598620812,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"310","Ohio State",93,0.008222084696313,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"311","Ohio State",44,0.003890018565998,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"312","Ohio State",118,0.010432322517903,40,"PHYSICAL SCIENCES.","2011-2012"
"313","Ohio State",719,0.063566439748917,42,"PSYCHOLOGY.","2011-2012"
"314","Ohio State",126,0.011139598620812,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"315","Ohio State",470,0.041552471045885,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"316","Ohio State",138,0.012200512775175,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"317","Ohio State",31,0.002740694898771,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"318","Ohio State",717,0.06338962072319,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"319","Ohio State",1942,0.17169127398108,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"320","Ohio State",541,0.047829546459199,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"321","Ohio State",74,0.006542303951905,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"322","Ohio State",390,0.034479710016798,13,"EDUCATION.","2011-2012"
"323","Ohio State",159,0.01405711254531,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"324","Ohio State",1337,0.118203518698612,45,"SOCIAL SCIENCES.","2011-2012"
"325","Ohio State",50,0.004420475643179,49,"TRANSPORTATION AND MATERIALS MOVING.","2011-2012"
"326","Ohio State",321,0.028379453629211,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"327","Ohio State",330,0.029175139244983,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"328","Ohio State",839,0.074175581292547,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"329","Ohio State",213,0.018831226239943,54,"HISTORY.","2011-2012"
"330","Ohio State",370,0.032711519759526,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"331","Ohio State",883,0.078065599858545,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"332","Ohio State",1128,0.099725930510123,14,"ENGINEERING.","2011-2012"
"333","Ohio State",3,0.000265228538591,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"334","Oklahoma",31,0.007596177407498,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"335","Oklahoma",31,0.007596177407498,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"336","Oklahoma",224,0.054888507718696,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"337","Oklahoma",755,0.185003675569713,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"338","Oklahoma",367,0.089928938985543,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"339","Oklahoma",41,0.010046557216369,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"340","Oklahoma",163,0.039941190884587,13,"EDUCATION.","2011-2012"
"341","Oklahoma",367,0.089928938985543,14,"ENGINEERING.","2011-2012"
"342","Oklahoma",82,0.020093114432737,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"343","Oklahoma",82,0.020093114432737,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"344","Oklahoma",82,0.020093114432737,54,"HISTORY.","2011-2012"
"345","Oklahoma",41,0.010046557216369,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"346","Oklahoma",551,0.135015927468758,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"347","Oklahoma",224,0.054888507718696,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"348","Oklahoma",41,0.010046557216369,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"349","Oklahoma",20,0.004900759617741,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"350","Oklahoma",122,0.029894633668219,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"351","Oklahoma",41,0.010046557216369,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"352","Oklahoma",122,0.029894633668219,40,"PHYSICAL SCIENCES.","2011-2012"
"353","Oklahoma",143,0.035040431266846,42,"PSYCHOLOGY.","2011-2012"
"354","Oklahoma",41,0.010046557216369,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"355","Oklahoma",265,0.064935064935065,45,"SOCIAL SCIENCES.","2011-2012"
"356","Oklahoma",41,0.010046557216369,49,"TRANSPORTATION AND MATERIALS MOVING.","2011-2012"
"357","Oklahoma",204,0.049987748100956,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"358","Oregon",94,0.020012774111135,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"359","Oregon",47,0.010006387055567,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"360","Oregon",282,0.060038322333404,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"361","Oregon",610,0.12987012987013,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"362","Oregon",469,0.099850968703428,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"363","Oregon",47,0.010006387055567,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"364","Oregon",94,0.020012774111135,13,"EDUCATION.","2011-2012"
"365","Oregon",141,0.030019161166702,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"366","Oregon",329,0.070044709388972,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"367","Oregon",47,0.010006387055567,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"368","Oregon",141,0.030019161166702,54,"HISTORY.","2011-2012"
"369","Oregon",235,0.050031935277837,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"370","Oregon",47,0.010006387055567,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"371","Oregon",141,0.030019161166702,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"372","Oregon",94,0.020012774111135,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"373","Oregon",47,0.010006387055567,40,"PHYSICAL SCIENCES.","2011-2012"
"374","Oregon",376,0.080051096444539,42,"PSYCHOLOGY.","2011-2012"
"375","Oregon",141,0.030019161166702,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"376","Oregon",986,0.209921226314669,45,"SOCIAL SCIENCES.","2011-2012"
"377","Oregon",329,0.070044709388972,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"378","Oregon State",558,0.141840366039654,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"379","Oregon State",71,0.018047788510422,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"380","Oregon State",83,0.021098118962888,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"381","Oregon State",71,0.018047788510422,13,"EDUCATION.","2011-2012"
"382","Oregon State",594,0.150991357397051,14,"ENGINEERING.","2011-2012"
"383","Oregon State",67,0.017031011692933,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"384","Oregon State",216,0.054905948144382,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"385","Oregon State",16,0.004067107269954,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"386","Oregon State",228,0.057956278596848,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"387","Oregon State",24,0.006100660904931,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"388","Oregon State",248,0.063040162684291,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"389","Oregon State",153,0.038891713268937,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"390","Oregon State",12,0.003050330452466,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"391","Oregon State",63,0.016014234875445,40,"PHYSICAL SCIENCES.","2011-2012"
"392","Oregon State",130,0.033045246568378,42,"PSYCHOLOGY.","2011-2012"
"393","Oregon State",220,0.055922724961871,45,"SOCIAL SCIENCES.","2011-2012"
"394","Oregon State",425,0.10803253685816,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"395","Oregon State",31,0.007880020335536,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"396","Oregon State",142,0.036095577020844,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"397","Oregon State",55,0.013980681240468,54,"HISTORY.","2011-2012"
"398","Oregon State",157,0.039908490086426,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"399","Oregon State",236,0.059989832231825,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"400","Oregon State",134,0.034062023385867,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"401","Rutgers",160,0.025881591717891,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"402","Rutgers",506,0.081850533807829,14,"ENGINEERING.","2011-2012"
"403","Rutgers",259,0.041895826593335,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"404","Rutgers",123,0.019896473633128,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"405","Rutgers",253,0.040925266903915,54,"HISTORY.","2011-2012"
"406","Rutgers",241,0.038984147525073,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"407","Rutgers",117,0.018925913943708,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"408","Rutgers",111,0.017955354254287,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"409","Rutgers",117,0.018925913943708,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"410","Rutgers",216,0.034940148819152,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"411","Rutgers",80,0.012940795858945,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"412","Rutgers",123,0.019896473633128,40,"PHYSICAL SCIENCES.","2011-2012"
"413","Rutgers",623,0.100776447751537,42,"PSYCHOLOGY.","2011-2012"
"414","Rutgers",49,0.007926237463604,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"415","Rutgers",957,0.154804270462633,45,"SOCIAL SCIENCES.","2011-2012"
"416","Rutgers",210,0.033969589129731,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"417","Rutgers",99,0.016014234875445,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"418","Rutgers",31,0.005014558395341,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"419","Rutgers",86,0.013911355548366,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"420","Rutgers",93,0.015043675186024,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"421","Rutgers",500,0.080879974118408,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"422","Rutgers",636,0.102879327078615,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"423","Rutgers",592,0.095761889356195,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"424","San Jose State",131,0.02675107208495,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"425","San Jose State",9,0.001837859914233,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"426","San Jose State",3,0.000612619971411,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"427","San Jose State",339,0.069226056769451,45,"SOCIAL SCIENCES.","2011-2012"
"428","San Jose State",32,0.006534613028385,49,"TRANSPORTATION AND MATERIALS MOVING.","2011-2012"
"429","San Jose State",373,0.076169083112109,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"430","San Jose State",50,0.010210332856851,54,"HISTORY.","2011-2012"
"431","San Jose State",202,0.041249744741679,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"432","San Jose State",7,0.001429446599959,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"433","San Jose State",70,0.014294465999592,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"434","San Jose State",1360,0.277721053706351,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"435","San Jose State",263,0.053706350827037,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"436","San Jose State",86,0.017561772513784,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"437","San Jose State",12,0.002450479885644,13,"EDUCATION.","2011-2012"
"438","San Jose State",381,0.077802736369206,14,"ENGINEERING.","2011-2012"
"439","San Jose State",234,0.047784357770063,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"440","San Jose State",160,0.032673065141924,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"441","San Jose State",52,0.010618746171125,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"442","San Jose State",421,0.085971002654687,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"443","San Jose State",25,0.005105166428426,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"444","San Jose State",44,0.008985092914029,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"445","San Jose State",173,0.035327751684705,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"446","San Jose State",17,0.003471513171329,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"447","San Jose State",34,0.006943026342659,40,"PHYSICAL SCIENCES.","2011-2012"
"448","San Jose State",345,0.070451296712273,42,"PSYCHOLOGY.","2011-2012"
"449","San Jose State",74,0.01511129262814,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"450","South Carolina",18,0.003942181340342,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"451","South Carolina",491,0.107533946561542,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"452","South Carolina",1211,0.265221200175208,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"453","South Carolina",330,0.07227332457293,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"454","South Carolina",42,0.009198423127464,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"455","South Carolina",190,0.041611914148051,13,"EDUCATION.","2011-2012"
"456","South Carolina",244,0.053438458169076,14,"ENGINEERING.","2011-2012"
"457","South Carolina",133,0.029128339903636,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"458","South Carolina",38,0.00832238282961,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"459","South Carolina",282,0.061760840998686,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"460","South Carolina",109,0.023872098116513,54,"HISTORY.","2011-2012"
"461","South Carolina",188,0.041173893999124,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","2011-2012"
"462","South Carolina",80,0.017520805957074,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"463","South Carolina",48,0.010512483574244,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"464","South Carolina",12,0.002628120893561,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"465","South Carolina",127,0.027814279456855,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"466","South Carolina",17,0.003723171265878,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"467","South Carolina",69,0.015111695137976,40,"PHYSICAL SCIENCES.","2011-2012"
"468","South Carolina",273,0.059789750328515,42,"PSYCHOLOGY.","2011-2012"
"469","South Carolina",20,0.004380201489269,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"470","South Carolina",399,0.087385019710907,45,"SOCIAL SCIENCES.","2011-2012"
"471","South Carolina",245,0.053657468243539,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"472","Stanford",138,0.080513418903151,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"473","Stanford",42,0.024504084014002,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"474","Stanford",102,0.05950991831972,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"475","Stanford",28,0.016336056009335,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"476","Stanford",21,0.012252042007001,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"477","Stanford",104,0.060676779463244,40,"PHYSICAL SCIENCES.","2011-2012"
"478","Stanford",90,0.052508751458576,42,"PSYCHOLOGY.","2011-2012"
"479","Stanford",24,0.014002333722287,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"480","Stanford",317,0.184947491248541,45,"SOCIAL SCIENCES.","2011-2012"
"481","Stanford",44,0.025670945157526,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"482","Stanford",257,0.149941656942824,14,"ENGINEERING.","2011-2012"
"483","Stanford",66,0.038506417736289,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
"484","Stanford",66,0.038506417736289,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"485","Stanford",53,0.030921820303384,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"486","Stanford",64,0.037339556592765,54,"HISTORY.","2011-2012"
"487","Stanford",241,0.140606767794632,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"488","Stanford",57,0.033255542590432,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"489","Texas",62,0.007043853669621,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"490","Texas",150,0.017041581458759,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"491","Texas",829,0.09418314019541,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"492","Texas",1076,0.122244944330834,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"493","Texas",1059,0.120313565098841,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"494","Texas",194,0.022040445353329,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"495","Texas",1067,0.121222449443308,14,"ENGINEERING.","2011-2012"
"496","Texas",318,0.03612815269257,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"497","Texas",291,0.033060668029993,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"498","Texas",247,0.028061804135424,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"499","Texas",362,0.041127016587139,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"500","Texas",247,0.028061804135424,54,"HISTORY.","2011-2012"
"501","Texas",335,0.038059531924563,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"502","Texas",123,0.013974096796183,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"503","Texas",185,0.021017950465803,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"504","Texas",168,0.019086571233811,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"505","Texas",79,0.008975232901613,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"506","Texas",238,0.027039309247898,40,"PHYSICAL SCIENCES.","2011-2012"
"507","Texas",335,0.038059531924563,42,"PSYCHOLOGY.","2011-2012"
"508","Texas",79,0.008975232901613,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"509","Texas",1085,0.123267439218359,45,"SOCIAL SCIENCES.","2011-2012"
"510","Texas",273,0.031015678254942,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"511","Texas A&amp;M",1353,0.150016631555605,14,"ENGINEERING.","2011-2012"
"512","Texas A&amp;M",271,0.030047677126067,15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","2011-2012"
