Draft Year,ID Pick,Round,Round.Pick,Pick Number,Draft Team,Team Traded To,Team,Player,Height,Height (inches),Weight (lbs),College,Birthday
1989,2.17,2,17,44,76ers,,76ers,Reggie Cross,,,,,
1989,2.18,2,18,45,Heat,,Heat,Scott Haffner,6'3'',75,180,Evansville,2/2/1966
1989,2.19,2,19,46,Suns,,Suns,Ricky Blanton,6'7'',79,215,LSU,4/21/1966
1989,2.2,2,2,47,Nuggets,,Nuggets,Reggie Turner,,,,,
1989,2.21,2,21,48,Jazz,,Jazz,Junie Lewis,,,,,
1989,2.22,2,22,49,Hawks,,Hawks,Haywoode Workman,6'2'',74,180,Oral Roberts,1/23/1966
1989,2.23,2,23,50,Knicks,,Knicks,Brian Quinnett,6'8'',80,235,Washington State,5/30/1966
1989,2.24,2,24,51,Suns,,Suns,Mike Morrison,6'4'',76,195,Loyola (MD),8/16/1967
1989,2.25,2,25,52,Suns,,Suns,Greg Grant,5'7'',67,140,Trenton State,8/29/1966
1989,2.26,2,26,53,Mavericks,,Mavericks,Jeff Hodge,,,,,
1989,2.27,2,27,54,76ers,,76ers,Toney Mack,,,,,
1988,1.1,1,1,1,Clippers,,Clippers,Danny Manning,6'10'',82,230,Kansas,5/17/1966
1988,1.2,1,2,2,Pacers,,Pacers,Rik Smits,7'4'',88,250,Marist,8/23/1966
1988,1.3,1,3,3,76ers,,76ers,Charles Smith,6'10'',82,230,Pittsburgh,7/16/1965
1988,1.4,1,4,4,Nets,,Nets,Chris Morris,6'8'',80,210,Auburn,1/20/1966
1988,1.5,1,5,5,Warriors,,Warriors,Mitch Richmond,6'5'',77,215,Kansas State,6/30/1965
1988,1.6,1,6,6,Clippers,,Clippers,Hersey Hawkins,6'3'',75,190,Bradley,9/29/1966
1988,1.7,1,7,7,Suns,,Suns,Tim Perry,6'9'',81,200,Temple,6/4/1965
1988,1.8,1,8,8,Hornets,,Hornets,Rex Chapman,6'4'',76,185,Kentucky,10/5/1967
1988,1.9,1,9,9,Heat,,Heat,Rony Seikaly,6'11'',83,230,Syracuse,5/10/1965
1988,1.1,1,1,10,Spurs,,Spurs,Willie Anderson,6'7'',79,190,Georgia,1/8/1967
1988,1.11,1,11,11,Bulls,,Bulls,Will Perdue,7'0'',84,240,Vanderbilt,8/29/1965
1988,1.12,1,12,12,Bullets,,Bullets,Harvey Grant,6'8'',80,195,Oklahoma,7/4/1965
1988,1.13,1,13,13,Bucks,,Bucks,Jeff Grayer,6'5'',77,200,Iowa State,12/17/1965
1988,1.14,1,14,14,Suns,,Suns,Dan Majerle,6'6'',78,215,Central Michigan,9/9/1965
1988,1.15,1,15,15,Supersonics,,Supersonics,Gary Grant,6'3'',75,185,Michigan,4/21/1965
1988,1.16,1,16,16,Rockets,,Rockets,Derrick Chievous,6'7'',79,195,Missouri,7/3/1967
1988,1.17,1,17,17,Jazz,,Jazz,Eric Leckner,6'11'',83,265,Wyoming,5/27/1966
1988,1.18,1,18,18,Kings,,Kings,Rick Berry,6'8'',80,205,San Jose State,10/6/1964
1988,1.19,1,19,19,Knicks,,Knicks,Rod Strickland,6'3'',75,175,DePaul,7/11/1966
1988,1.2,1,2,20,Heat,,Heat,Kevin Edwards,6'3'',75,190,DePaul,10/30/1965
1988,1.21,1,21,21,Trail Blazers,,Trail Blazers,Mark Bryant,6'9'',81,245,Seton Hall,4/25/1965
1988,1.22,1,22,22,Cavaliers,,Cavaliers,Randolph Keys,6'7'',79,195,Southern Mississippi,4/19/1966
1988,1.23,1,23,23,Nuggets,,Nuggets,Jerome Lane,6'6'',78,230,Pittsburgh,12/4/1966
1988,1.24,1,24,24,Celtics,,Celtics,Brian Shaw,6'6'',78,190,Cal. State-Santa Barbara,3/22/1966
1988,1.25,1,25,25,Lakers,,Lakers,David Rivers,6'0'',72,170,Notre Dame,1/20/1965
1988,2.1,2,1,26,Trail Blazers,,Trail Blazers,Rolando Ferreira,7'1'',85,240,Houston,5/24/1964
1988,2.2,2,2,27,Spurs,,Spurs,Shelton Jones,6'9'',81,210,St. John's,4/6/1966
1988,2.3,2,3,28,Suns,,Suns,Andrew Lang,6'11'',83,245,Arkansas,6/28/1966
1988,2.4,2,4,29,Kings,,Kings,Vinny Del Negro,6'4'',76,185,North Carolina State,8/9/1966
1988,2.5,2,5,30,Pistons,,Pistons,Fennis Dembo,6'5'',77,215,Wyoming,1/24/1966
1988,2.6,2,6,31,76ers,,76ers,Everette Stephens,6'2'',74,175,Purdue,10/21/1966
1988,2.7,2,7,32,Nets,,Nets,Charles Shackleford,6'10'',82,225,North Carolina State,4/22/1966
1988,2.8,2,8,33,Heat,,Heat,Grant Long,6'8'',80,225,Eastern Michigan,3/12/1966
1988,2.9,2,9,34,Hornets,,Hornets,Tom Tolbert,6'7'',79,235,Arizona,10/16/1965
1988,2.1,2,1,35,Heat,,Heat,Sylvester Gray,6'6'',78,230,Memphis State,7/8/1967
1988,2.11,2,11,36,Bullets,,Bullets,Ledell Eackles,6'5'',77,220,New Orleans,11/24/1966
1988,2.12,2,12,37,Knicks,,Knicks,Greg Butler,6'11'',83,240,Stanford,3/11/1966
1988,2.13,2,13,38,Suns,,Suns,Dean Garrett,6'10'',82,225,Indiana,11/27/1966
1988,2.14,2,14,39,Bucks,,Bucks,Tito Horford,7'1'',85,245,Miami (FL),1/19/1966
1988,2.15,2,15,40,Heat,,Heat,Orlando Graham,6'8'',80,220,Auburn-Montgomery,5/5/1965
1988,2.16,2,16,41,Warriors,,Warriors,Keith Smart,6'1'',73,175,Indiana,9/21/1964
1988,2.17,2,17,42,Jazz,,Jazz,Jeff Moe,,,,,
1988,2.18,2,18,43,Nuggets,,Nuggets,Todd Mitchell,6'7'',79,205,Purdue,7/26/1966
1988,2.19,2,19,44,Hawks,,Hawks,Anthony Taylor,6'4'',76,175,Oregon,11/30/1965
1988,2.2,2,2,45,Clippers,,Clippers,Tom Garrick,6'2'',74,185,Rhode Island,7/7/1966
1988,2.21,2,21,46,Mavericks,,Mavericks,Morlon Wiley,6'4'',76,185,Long Beach State,9/24/1966
1988,2.22,2,22,47,Nuggets,,Nuggets,Vernon Maxwell,6'4'',76,180,Florida,9/12/1965
1988,2.23,2,23,48,Pistons,,Pistons,Micheal Williams,6'2'',74,175,Baylor,7/23/1966
1988,2.24,2,24,49,Mavericks,,Mavericks,Jose Vargas,,,,,
1988,2.25,2,25,50,Suns,,Suns,Steve Kerr,6'3'',75,175,Arizona,9/27/1965
1988,3.1,3,1,51,Clippers,,Clippers,Robert Lock,6'9'',81,225,Kentucky,5/22/1966
1988,3.2,3,2,52,Nets,,Nets,Derrick Hamilton,,,,,
1988,3.3,3,3,53,Trail Blazers,,Trail Blazers,Anthony Mason,6'7'',79,250,Tennessee State,12/14/1966
1988,3.4,3,4,54,Hawks,,Hawks,Jorge Gonzalez,,,,,
1988,3.5,3,5,55,Suns,,Suns,Rodney Johns,,,,,
1988,3.6,3,6,56,Spurs,,Spurs,Barry Sumpter,6'11'',83,215,Austin Peay,11/11/1965
1988,3.7,3,7,57,76ers,,76ers,Herman Montenegro,,,,,
1988,3.8,3,8,58,Hornets,,Hornets,Jeff Moore,,,,,
1988,3.9,3,9,59,Heat,,Heat,Nate Johnston,6'8'',80,210,Tampa,12/18/1966
1988,3.1,3,1,60,Bullets,,Bullets,Ed Davender,,,,,
1988,3.11,3,11,61,Pacers,,Pacers,Herbert Crook,,,,,
1988,3.12,3,12,62,Bulls,,Bulls,Derrick Lewis,,,,,
1988,3.13,3,13,63,Bucks,,Bucks,Mike Jones,,,,,
1988,3.14,3,14,64,Cavaliers,,Cavaliers,Winston Bennett,6'7'',79,210,Kentucky,2/9/1965
1988,3.15,3,15,65,Supersonics,,Supersonics,Corey Gaines,6'3'',75,195,Loyola Marymount,6/1/1965
1988,3.16,3,16,66,Nuggets,,Nuggets,Dwight Boyd,,,,,
1988,3.17,3,17,67,Jazz,,Jazz,Ricky Grace,6'1'',73,180,Oklahoma,8/20/1967
1988,3.18,3,18,68,Hawks,,Hawks,Darryl Middleton,,,,,
1988,3.19,3,19,69,Knicks,,Knicks,Phil Stinnie,,,,,
1988,3.2,3,2,70,Mavericks,,Mavericks,Jerry Johnson,,,,,
1988,3.21,3,21,71,Trail Blazers,,Trail Blazers,Craig Neal,6'5'',77,165,Georgia Tech,2/16/1964
1988,3.22,3,22,72,Pistons,,Pistons,Lee Johnson,,,,,
1988,3.23,3,23,73,Pacers,,Pacers,Michael Anderson,5'11'',71,184,Drexel,3/23/1966
1988,3.24,3,24,74,Celtics,,Celtics,Gerald Paddio,6'7'',79,205,UNLV,4/21/1965
1988,3.25,3,25,75,Spurs,,Spurs,Archie Marshall,,,,,
1987,1.1,1,1,1,Spurs,,Spurs,David Robinson,7'1'',85,235,Navy,8/6/1965
1987,1.2,1,2,2,Suns,,Suns,Armon Gilliam,6'9'',81,230,UNLV,5/28/1964
1987,1.3,1,3,3,Nets,,Nets,Dennis Hopson,6'5'',77,200,Ohio State,4/22/1965
1987,1.4,1,4,4,Clippers,,Clippers,Reggie Williams,6'7'',79,190,Georgetown,3/5/1964
1987,1.5,1,5,5,Supersonics,,Supersonics,Scottie Pippen,6'7'',79,210,Central Arkansas,9/25/1965
1987,1.6,1,6,6,Kings,,Kings,Kenny Smith,6'3'',75,170,North Carolina,3/8/1965
1987,1.7,1,7,7,Cavaliers,,Cavaliers,Kevin Johnson,6'1'',73,180,California,3/4/1966
1987,1.8,1,8,8,Bulls,,Bulls,Olden Polynice,6'11'',83,220,Virginia,11/21/1964
1987,1.9,1,9,9,Supersonics,,Supersonics,Derrick McKey,6'9'',81,205,Alabama,10/10/1966
1987,1.1,1,1,10,Bulls,,Bulls,Horace Grant,6'10'',82,215,Clemson,7/4/1965
1987,1.11,1,11,11,Pacers,,Pacers,Reggie Miller,6'7'',79,185,UCLA,8/24/1965
1987,1.12,1,12,12,Bullets,,Bullets,Tyrone Bogues,5'3'',63,136,Wake Forest,1/9/1965
1987,1.13,1,13,13,Clippers,,Clippers,Joe Wolf,6'11'',83,230,North Carolina,12/17/1964
1987,1.14,1,14,14,Warriors,,Warriors,Tellis Frank,6'10'',82,225,Western Kentucky,4/26/1965
1987,1.15,1,15,15,Jazz,,Jazz,Jose Ortiz,6'10'',82,225,Oregon State,10/25/1963
1987,1.16,1,16,16,76ers,,76ers,Christian Welp,7'0'',84,245,Washington,1/2/1964
1987,1.17,1,17,17,Trail Blazers,,Trail Blazers,Ronnie Murphy,6'5'',77,225,Jacksonville,7/29/1964
1987,1.18,1,18,18,Knicks,,Knicks,Mark Jackson,6'1'',73,180,St. John's,4/1/1965
1987,1.19,1,19,19,Clippers,,Clippers,Ken Norman,6'8'',80,215,Illinois,9/5/1964
1987,1.2,1,2,20,Mavericks,,Mavericks,Jim Farmer,6'4'',76,190,Alabama,9/23/1964
1987,1.21,1,21,21,Hawks,,Hawks,Dallas Comegys,6'9'',81,205,DePaul,8/17/1964
1987,1.22,1,22,22,Celtics,,Celtics,Reggie Lewis,6'7'',79,195,Northeastern,11/21/1965
1987,1.23,1,23,23,Spurs,,Spurs,Greg Anderson,6'10'',82,230,Houston,6/22/1964
1987,2.1,2,1,24,Pistons,,Pistons,Fred Banks,,,,,
1987,2.2,2,2,25,Knicks,,Knicks,Ron Moore,7'0'',84,260,West Virginia State,1/16/1962
1987,2.3,2,3,26,Mavericks,,Mavericks,Steve Alford,6'2'',74,183,Indiana,11/23/1964
1987,2.4,2,4,27,Spurs,,Spurs,Nate Blackwell,6'4'',76,170,Temple,2/15/1965
1987,2.5,2,5,28,Bulls,,Bulls,Rickie Winslow,6'8'',80,225,Houston,7/26/1964
1987,2.6,2,6,29,Trail Blazers,,Trail Blazers,Lester Fonville,,,,,
1987,2.7,2,7,30,Trail Blazers,,Trail Blazers,Nikita Wilson,6'8'',80,200,LSU,2/25/1964
1987,2.8,2,8,31,Nuggets,,Nuggets,Andre Moore,6'9'',81,215,Loyola (IL),7/2/1964
1987,2.9,2,9,32,Bucks,,Bucks,Bob McCann,,,,,
1987,2.1,2,1,33,Bulls,,Bulls,Tony White,6'2'',74,170,Tennessee,2/15/1965
1987,2.11,2,11,34,Pacers,,Pacers,Brian Rowsom,6'9'',81,220,UNC-Wilmington,10/23/1965
1987,2.12,2,12,35,Rockets,,Rockets,Doug Lee,6'5'',77,200,Purdue,10/24/1964
1987,2.13,2,13,36,Bullets,,Bullets,Duane Washington,6'4'',76,195,Middle Tennessee State,8/31/1964
1987,2.14,2,14,37,Bullets,,Bullets,Derrick Dowell,,,,,
1987,2.15,2,15,38,Clippers,,Clippers,Norris Coleman,6'8'',80,210,Kansas,9/27/1961
1987,2.16,2,16,39,76ers,,76ers,Vincent Askew,6'6'',78,210,Memphis State,2/28/1966
1987,2.17,2,17,40,Bucks,,Bucks,Winston Garland,6'2'',74,170,SW Missouri State,12/19/1964
1987,2.18,2,18,41,Cavaliers,,Cavaliers,Kannard Johnson,6'9'',81,220,Western Kentucky,6/24/1965
1987,2.19,2,19,42,Hawks,,Hawks,Terence Bailey,,,,,
1987,2.2,2,2,43,76ers,,76ers,Andrew Kennedy,,,,,
1987,2.21,2,21,44,Hawks,,Hawks,Terry Coner,,,,,
1987,2.22,2,22,45,Celtics,,Celtics,Brad Lohaus,6'11'',83,230,Iowa,9/29/1964
1987,2.23,2,23,46,Suns,,Suns,Bruce Dalrymple,,,,,
1987,3.1,3,1,47,Clippers,,Clippers,Tim McCalister,,,,,
1987,3.2,3,2,48,Nets,,Nets,Jamie Waller,6'4'',76,215,Virginia Union,11/20/1964
1987,3.3,3,3,49,Knicks,,Knicks,Jerome Batiste,,,,,
1987,3.4,3,4,50,Spurs,,Spurs,Phil Zevenbergen,6'10'',82,230,Washington,4/13/1964
1987,3.5,3,5,51,Kings,,Kings,Sven Myer,,,,,
1987,3.6,3,6,52,Cavaliers,,Cavaliers,Donald Royal,6'8'',80,210,Notre Dame,5/22/1966
1987,3.7,3,7,53,Suns,,Suns,Winston Crite,6'7'',79,233,Texas A&M,6/20/1965
1987,3.8,3,8,54,Nuggets,,Nuggets,Tom Schafer,,,,,
1987,3.9,3,9,55,Supersonics,,Supersonics,Tommy Amaker,,,,,
1987,3.1,3,1,56,Bulls,,Bulls,John Fox,,,,,
1987,3.11,3,11,57,76ers,,76ers,Hansi Gnad,,,,,
1987,3.12,3,12,58,Warriors,,Warriors,Darryl Johnson,6'1'',73,170,Michigan State,10/26/1965
1987,3.13,3,13,59,Bullets,,Bullets,Danny Pearson,,,,,
1987,3.14,3,14,60,Pacers,,Pacers,Sean Couch,,,,,
1987,3.15,3,15,61,Jazz,,Jazz,Clarence Martin,,,,,
1987,3.16,3,16,62,76ers,,76ers,Eric Riggins,,,,,
1987,3.17,3,17,63,Trail Blazers,,Trail Blazers,Kevin Gamble,6'5'',77,210,Iowa,11/13/1965
1987,3.18,3,18,64,Bucks,,Bucks,JJ Weber,,,,,
1987,3.19,3,19,65,Pistons,,Pistons,Eric White,6'8'',80,200,Pepperdine,12/30/1965
1987,3.2,3,2,66,Mavericks,,Mavericks,Mike Richmond,,,,,
1987,3.21,3,21,67,Hawks,,Hawks,Song Tao,,,,,
1987,3.22,3,22,68,Jazz,,Jazz,Billy Donovan,5'11'',71,171,Providence,5/30/1965
1987,3.23,3,23,69,Lakers,,Lakers,Willie Glass,,,,,
1987,4.1,4,1,70,Celtics,,Celtics,Tom Sheehey,,,,,
1987,4.2,4,2,71,Knicks,,Knicks,Mike Morgan,,,,,
1987,4.3,4,3,72,Nets,,Nets,Andrew Moten,,,,,
1987,4.4,4,4,73,Spurs,,Spurs,Todd May,,,,,
1987,4.5,4,5,74,Kings,,Kings,Joe Arlauckas,6'9'',81,230,Niagara,7/20/1965
1987,4.6,4,6,75,Cavaliers,,Cavaliers,Chris Dudley,6'11'',83,235,Yale,2/22/1965
1987,4.7,4,7,76,Suns,,Suns,Steve Beck,,,,,
1987,4.8,4,8,77,Nuggets,,Nuggets,David Boone,,,,,
1987,4.9,4,9,78,Supersonics,,Supersonics,Todd Linder,,,,,
1987,4.1,4,1,79,Bulls,,Bulls,Jack Haley,6'10'',82,240,UCLA,1/27/1964
1987,4.11,4,11,80,Cavaliers,,Cavaliers,Carven Holcomb,,,,,
1987,4.12,4,12,81,Bullets,,Bullets,Scott Thompson,,,,,
1987,4.13,4,13,82,Rockets,,Rockets,Joe Niego,,,,,
1987,4.14,4,14,83,Warriors,,Warriors,Benny Bolton,,,,,
1987,4.15,4,15,84,Jazz,,Jazz,Reuben Holmes,,,,,
1987,4.16,4,16,85,76ers,,76ers,Brian Rahilly,,,,,
1987,4.17,4,17,86,Trail Blazers,,Trail Blazers,Norwood Barber,,,,,
1987,4.18,4,18,87,Bucks,,Bucks,Darryl Bedford,,,,,
1987,4.19,4,19,88,Pistons,,Pistons,Dave Popson,6'10'',82,220,North Carolina,5/17/1964
1987,4.2,4,2,89,Mavericks,,Mavericks,David Johnson,,,,,
1987,4.21,4,21,90,Hawks,,Hawks,Theofanis Christodoulou,,,,,
1987,4.22,4,22,91,Celtics,,Celtics,Darryl Kennedy,,,,,
1987,4.23,4,23,92,Lakers,,Lakers,Ralph Tally,,,,,
1987,5.1,5,1,93,Clippers,,Clippers,Chad Kessler,,,,,
1987,5.2,5,2,94,Nets,,Nets,James Blackmon,,,,,
1987,5.3,5,3,95,Knicks,,Knicks,Glenn Clem,,,,,
1987,5.4,5,4,96,Spurs,,Spurs,Dennis Williams,,,,,
1987,5.5,5,5,97,Kings,,Kings,Vernon Carr,,,,,
1987,5.6,5,6,98,Cavaliers,,Cavaliers,Carl Lott,,,,,
1987,5.7,5,7,99,Suns,,Suns,Brent Counts,,,,,
1987,5.8,5,8,100,Nuggets,,Nuggets,Ron Grandison,6'6'',78,215,New Orleans,7/9/1964
1987,5.9,5,9,101,Supersonics,,Supersonics,Michael Tait,,,,,
1987,5.1,5,1,102,Bulls,,Bulls,Anthony Wilson,,,,,
1987,5.11,5,11,103,Pacers,,Pacers,Mike Milling,,,,,
1987,5.12,5,12,104,Rockets,,Rockets,Andre LaFleur,,,,,
1987,5.13,5,13,105,Warriors,,Warriors,Terry Williams,,,,,
1987,5.14,5,14,106,Bullets,,Bullets,Patrick Fairs,,,,,
1987,5.15,5,15,107,Jazz,,Jazz,Bart Kofoed,6'4'',76,210,Kearney State,3/24/1964
1987,5.16,5,16,108,76ers,,76ers,Frank Ross,,,,,
1987,5.17,5,17,109,Trail Blazers,,Trail Blazers,David Moss,,,,,
1987,5.18,5,18,110,Bucks,,Bucks,Brian Vaughns,,,,,
1987,5.19,5,19,111,Pistons,,Pistons,Gerry Wright,,,,,
1987,5.2,5,2,112,Mavericks,,Mavericks,Sam Hill,,,,,
1987,5.21,5,21,113,Hawks,,Hawks,Jose Montero,,,,,
1987,5.22,5,22,114,Celtics,,Celtics,Dave Butler,,,,,
1987,6.1,6,1,115,Lakers,,Lakers,Kenny Travis,,,,,
1987,6.2,6,2,116,Clippers,,Clippers,Martin Nessley,,,,,
1987,6.3,6,3,117,Knicks,,Knicks,Howard Triche,,,,,
1987,6.4,6,4,118,Nets,,Nets,Perry Bromwell,,,,,
1987,6.5,6,5,119,Spurs,,Spurs,Ricky Brown,,,,,
1987,6.6,6,6,120,Kings,,Kings,Darryl Thomas,,,,,
1987,6.7,6,7,121,Cavaliers,,Cavaliers,Harold Jensen,,,,,
1987,6.8,6,8,122,Suns,,Suns,Marcel Boyce,,,,,
1987,6.9,6,9,123,Nuggets,,Nuggets,Kelvin Scarborough,,,,,
1987,6.1,6,1,124,Supersonics,,Supersonics,Tom Gneiting,,,,,
1987,6.11,6,11,125,Bulls,,Bulls,Doug Altenberger,,,,,
1987,6.12,6,12,126,Pacers,,Pacers,Gary Graham,,,,,
1987,6.13,6,13,127,Warriors,,Warriors,Sarunas Marciulionis,6'5'',77,200,State Univ. of Vilnius (LIT),6/13/1964
1987,6.14,6,14,128,Bullets,,Bullets,Dwayne Scholten,,,,,
1987,6.15,6,15,129,Rockets,,Rockets,Fred Jenkins,,,,,
1987,6.16,6,16,130,Jazz,,Jazz,Art Sabb,,,,,
1987,6.17,6,17,131,76ers,,76ers,Tracy Foster,,,,,
1987,6.18,6,18,132,Trail Blazers,,Trail Blazers,Bernard Johnson,,,,,
1987,6.19,6,19,133,Bucks,,Bucks,Gay Elmore,,,,,
1987,6.2,6,2,134,Pistons,,Pistons,Antoine Joubert,,,,,
1987,6.21,6,21,135,Mavericks,,Mavericks,Quintan Gates,,,,,
1987,6.22,6,22,136,Hawks,,Hawks,Riccardo Morandotti,,,,,
1987,6.23,6,23,137,Celtics,,Celtics,Tim Naegeli,,,,,
1987,6.24,6,24,138,Lakers,,Lakers,Frank Ford,,,,,
1987,7.1,7,1,139,Clippers,,Clippers,Henry Carr,,,,,
1987,7.2,7,2,140,Nets,,Nets,Frank Booker,,,,,
1987,7.3,7,3,141,Knicks,,Knicks,Wayne Williams,,,,,
1987,7.4,7,4,142,Spurs,,Spurs,Raynard Davis,,,,,
1987,7.5,7,5,143,Kings,,Kings,Scott Adubato,,,,,
1987,7.6,7,6,144,Cavaliers,,Cavaliers,Michael Foster,,,,,
1987,7.7,7,7,145,Suns,,Suns,Roy Singleton,,,,,
1987,7.8,7,8,146,Nuggets,,Nuggets,Rowan Gomes,,,,,
1987,7.9,7,9,147,Supersonics,,Supersonics,Mike Giomi,,,,,
1987,7.1,7,1,148,Bulls,,Bulls,Earvin Leavy,,,,,
1987,7.11,7,11,149,Pacers,,Pacers,Montel Hatcher,,,,,
1987,7.12,7,12,150,Bullets,,Bullets,Jamie Dixon,,,,,
1987,7.13,7,13,151,Rockets,,Rockets,Clarence Grier,,,,,
1987,7.14,7,14,152,Warriors,,Warriors,Ronnie Leggette,,,,,
1987,7.15,7,15,153,Jazz,,Jazz,Keith Webster,,,,,
1987,7.16,7,16,154,76ers,,76ers,Eric Semisch,,,,,
1987,7.17,7,17,155,Trail Blazers,,Trail Blazers,Kenny Stone,,,,,
1987,7.18,7,18,156,Nuggets,,Nuggets,Curtis Hunter,,,,,
1987,7.19,7,19,157,Pistons,,Pistons,Mark Gottfried,,,,,
1987,7.2,7,2,158,Mavericks,,Mavericks,Gerald White,,,,,
1987,7.21,7,21,159,Hawks,,Hawks,Franjo Arapovic,,,,,
1987,7.22,7,22,160,Celtics,,Celtics,Jerry Corcoran,,,,,
1987,7.23,7,23,161,Lakers,,Lakers,Ron Vanderschaaf,,,,,
1986,1.1,1,1,1,Cavaliers,,Cavaliers,Brad Daugherty,7'0'',84,245,North Carolina,10/19/1965
1986,1.2,1,2,2,Celtics,,Celtics,Len Bias,,,,,
1986,1.3,1,3,3,Warriors,,Warriors,Chris Washburn,6'11'',83,225,North Carolina State,5/13/1965
1986,1.4,1,4,4,Pacers,,Pacers,Chuck Person,6'8'',80,220,Auburn,6/27/1964
1986,1.5,1,5,5,Knicks,,Knicks,Kenny Walker,6'8'',80,210,Kentucky,8/18/1964
1986,1.6,1,6,6,Suns,,Suns,William Bedford,7'0'',84,225,Memphis State,12/14/1963
1986,1.7,1,7,7,Mavericks,,Mavericks,Roy Tarpley,6'11'',83,230,Michigan,11/28/1964
1986,1.8,1,8,8,Cavaliers,,Cavaliers,Ron Harper,6'6'',78,185,Miami (OH),1/20/1964
1986,1.9,1,9,9,Bulls,,Bulls,Brad Sellers,7'0'',84,210,Ohio State,12/17/1962
1986,1.1,1,1,10,Spurs,,Spurs,Johnny Dawkins,6'2'',74,165,Duke,9/28/1963
1986,1.11,1,11,11,Pistons,,Pistons,John Salley,6'11'',83,230,Georgia Tech,5/16/1964
1986,1.12,1,12,12,Bullets,,Bullets,John Williams,6'8'',80,235,LSU,10/26/1966
1986,1.13,1,13,13,Nets,,Nets,Dwayne Washington,6'2'',74,190,Syracuse,1/6/1964
1986,1.14,1,14,14,Trail Blazers,,Trail Blazers,Walter Berry,6'8'',80,215,St. John's,5/14/1964
1986,1.15,1,15,15,Jazz,,Jazz,Dell Curry,6'4'',76,190,Virginia Tech,6/25/1964
1986,1.16,1,16,16,Nuggets,,Nuggets,Mo Martin,6'6'',78,200,St. Joseph's (PA),7/2/1964
1986,1.17,1,17,17,Kings,,Kings,Harold Pressley,6'7'',79,210,Villanova,7/14/1963
1986,1.18,1,18,18,Nuggets,,Nuggets,Mark Alarie,6'8'',80,217,Duke,12/11/1963
1986,1.19,1,19,19,Hawks,,Hawks,Billy Thompson,6'7'',79,195,Louisville,12/1/1963
1986,1.2,1,2,20,Rockets,,Rockets,Buck Johnson,6'7'',79,190,Alabama,1/3/1964
1986,1.21,1,21,21,Bullets,,Bullets,Anthony Jones,6'6'',78,195,UNLV,9/13/1962
1986,1.22,1,22,22,Bucks,,Bucks,Scott Skiles,6'1'',73,180,Michigan State,3/5/1964
1986,1.23,1,23,23,Lakers,,Lakers,Ken Barlow,,,,,
1986,1.24,1,24,24,Trail Blazers,,Trail Blazers,Arvidas Sabonis,7'3'',87,279,none,12/19/1964
1986,2.1,2,1,25,Mavericks,,Mavericks,Mark Price,6'0'',72,170,Georgia Tech,2/15/1964
1986,2.2,2,2,26,Pacers,,Pacers,Greg Dreiling,7'1'',85,250,Kansas,11/7/1963
1986,2.3,2,3,27,Pistons,,Pistons,Dennis Rodman,6'7'',79,210,SE Oklahoma State,5/13/1961
1986,2.4,2,4,28,Bulls,,Bulls,Larry Krystkowiak,6'9'',81,220,Montana,9/23/1964
1986,2.5,2,5,29,Cavaliers,,Cavaliers,Johnny Newman,6'7'',79,190,Richmond,11/28/1963
1986,2.6,2,6,30,Supersonics,,Supersonics,Nate McMillan,6'5'',77,195,North Carolina State,8/3/1964
1986,2.7,2,7,31,Suns,,Suns,Joe Ward,,,,,
1986,2.8,2,8,32,Hawks,,Hawks,Cedric Henderson,6'8'',80,210,Georgia,10/3/1965
1986,2.9,2,9,33,Spurs,,Spurs,Kevin Duckworth,7'0'',84,275,Eastern Illinois,4/1/1964
1986,2.1,2,1,34,Kings,,Kings,Johnny Rogers,6'10'',82,225,California-Irvine,12/30/1963
1986,2.11,2,11,35,Mavericks,,Mavericks,Milt Wagner,6'5'',77,185,Louisville,2/20/1963
1986,2.12,2,12,36,Bullets,,Bullets,Steve Mitchell,,,,,
1986,2.13,2,13,37,Trail Blazers,,Trail Blazers,Parragiotis Fasoulas,,,,,
1986,2.14,2,14,38,Supersonics,,Supersonics,Lemone Lampley,,,,,
1986,2.15,2,15,39,Suns,,Suns,Rafael Addison,6'7'',79,215,Syracuse,7/22/1964
1986,2.16,2,16,40,Hawks,,Hawks,Augusto Binelli,,,,,
1986,2.17,2,17,41,Nuggets,,Nuggets,Otis Smith,6'5'',77,210,Jacksonville,1/30/1964
1986,2.18,2,18,42,Hawks,,Hawks,Ron Kellogg,,,,,
1986,2.19,2,19,43,Rockets,,Rockets,Dave Feitl,6'11'',83,235,UTEP,6/8/1962
1986,2.2,2,2,44,76ers,,76ers,David Wingate,6'5'',77,185,Georgetown,12/15/1963
1986,2.21,2,21,45,Bucks,,Bucks,Keith Smith,6'3'',75,180,Loyola Marymount,3/9/1964
1986,2.22,2,22,46,Suns,,Suns,Jeff Hornacek,6'3'',75,190,Iowa State,5/3/1963
1986,2.23,2,23,47,Knicks,,Knicks,Michael Jackson,6'7'',79,215,Los Angeles State,7/31/1949
1986,3.1,3,1,48,Spurs,,Spurs,Forrest McKenzie,6'7'',79,200,Loyola Marymount,2/16/1963
1986,3.2,3,2,49,Trail Blazers,,Trail Blazers,Juden Smith,,,,,
1986,3.3,3,3,50,Cavaliers,,Cavaliers,Kevin Henderson,6'4'',76,195,Cal. State-Fullerton,3/22/1964
1986,3.4,3,4,51,Warriors,,Warriors,Mike Williams,6'8'',80,255,Bradley,8/14/1963
