School_Label,BD_C,BD_C_Percentage,CIPFamily,CIPTitle,Year
Notre Dame,35,0.016851228,27,MATHEMATICS AND STATISTICS.,2011-2012
Notre Dame,37,0.017814155,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Notre Dame,96,0.04622051,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Notre Dame,418,0.201251805,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Notre Dame,37,0.017814155,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Notre Dame,332,0.159845932,46,CONSTRUCTION TRADES.,2011-2012
Notre Dame,189,0.09099663,14,ENGINEERING.,2011-2012
Notre Dame,81,0.038998556,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Notre Dame,183,0.088107848,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Notre Dame,29,0.013962446,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Notre Dame,37,0.017814155,40,PHYSICAL SCIENCES.,2011-2012
Notre Dame,100,0.048146365,42,PSYCHOLOGY.,2011-2012
Notre Dame,48,0.023110255,39,THEOLOGY AND RELIGIOUS VOCATIONS.,2011-2012
Notre Dame,100,0.048146365,50,VISUAL AND PERFORMING ARTS.,2011-2012
Ohio State,33,0.002917514,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
Ohio State,116,0.010255503,27,MATHEMATICS AND STATISTICS.,2011-2012
Ohio State,126,0.011139599,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Ohio State,93,0.008222085,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Ohio State,44,0.003890019,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Ohio State,118,0.010432323,40,PHYSICAL SCIENCES.,2011-2012
Ohio State,719,0.06356644,42,PSYCHOLOGY.,2011-2012
Ohio State,126,0.011139599,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Ohio State,470,0.041552471,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",2011-2012
Ohio State,138,0.012200513,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Ohio State,31,0.002740695,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Ohio State,717,0.063389621,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Ohio State,1942,0.171691274,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Ohio State,541,0.047829546,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Ohio State,74,0.006542304,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Ohio State,390,0.03447971,13,EDUCATION.,2011-2012
Ohio State,159,0.014057113,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Ohio State,1337,0.118203519,45,SOCIAL SCIENCES.,2011-2012
Ohio State,50,0.004420476,49,TRANSPORTATION AND MATERIALS MOVING.,2011-2012
Ohio State,321,0.028379454,50,VISUAL AND PERFORMING ARTS.,2011-2012
Ohio State,330,0.029175139,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Ohio State,839,0.074175581,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Ohio State,213,0.018831226,54,HISTORY.,2011-2012
Ohio State,370,0.03271152,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Ohio State,883,0.0780656,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
Ohio State,1128,0.099725931,14,ENGINEERING.,2011-2012
Ohio State,3,0.000265229,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,2011-2012
Oklahoma,31,0.007596177,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Oklahoma,31,0.007596177,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Oklahoma,224,0.054888508,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Oklahoma,755,0.185003676,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Oklahoma,367,0.089928939,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Oklahoma,41,0.010046557,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Oklahoma,163,0.039941191,13,EDUCATION.,2011-2012
Oklahoma,367,0.089928939,14,ENGINEERING.,2011-2012
Oklahoma,82,0.020093114,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Oklahoma,82,0.020093114,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Oklahoma,82,0.020093114,54,HISTORY.,2011-2012
Oklahoma,41,0.010046557,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",2011-2012
Oklahoma,551,0.135015927,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Oklahoma,224,0.054888508,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
Oklahoma,41,0.010046557,27,MATHEMATICS AND STATISTICS.,2011-2012
Oklahoma,20,0.00490076,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Oklahoma,122,0.029894634,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Oklahoma,41,0.010046557,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Oklahoma,122,0.029894634,40,PHYSICAL SCIENCES.,2011-2012
Oklahoma,143,0.035040431,42,PSYCHOLOGY.,2011-2012
Oklahoma,41,0.010046557,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Oklahoma,265,0.064935065,45,SOCIAL SCIENCES.,2011-2012
Oklahoma,41,0.010046557,49,TRANSPORTATION AND MATERIALS MOVING.,2011-2012
Oklahoma,204,0.049987748,50,VISUAL AND PERFORMING ARTS.,2011-2012
Oregon,94,0.020012774,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Oregon,47,0.010006387,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Oregon,282,0.060038322,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Oregon,610,0.12987013,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Oregon,469,0.099850969,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Oregon,47,0.010006387,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Oregon,94,0.020012774,13,EDUCATION.,2011-2012
Oregon,141,0.030019161,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Oregon,329,0.070044709,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Oregon,47,0.010006387,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Oregon,141,0.030019161,54,HISTORY.,2011-2012
Oregon,235,0.050031935,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Oregon,47,0.010006387,27,MATHEMATICS AND STATISTICS.,2011-2012
Oregon,141,0.030019161,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Oregon,94,0.020012774,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Oregon,47,0.010006387,40,PHYSICAL SCIENCES.,2011-2012
Oregon,376,0.080051096,42,PSYCHOLOGY.,2011-2012
Oregon,141,0.030019161,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Oregon,986,0.209921226,45,SOCIAL SCIENCES.,2011-2012
Oregon,329,0.070044709,50,VISUAL AND PERFORMING ARTS.,2011-2012
Oregon State,558,0.141840366,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Oregon State,71,0.018047789,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Oregon State,83,0.021098119,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Oregon State,71,0.018047789,13,EDUCATION.,2011-2012
Oregon State,594,0.150991357,14,ENGINEERING.,2011-2012
Oregon State,67,0.017031012,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Oregon State,216,0.054905948,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",2011-2012
Oregon State,16,0.004067107,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Oregon State,228,0.057956279,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Oregon State,24,0.006100661,27,MATHEMATICS AND STATISTICS.,2011-2012
Oregon State,248,0.063040163,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Oregon State,153,0.038891713,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Oregon State,12,0.00305033,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Oregon State,63,0.016014235,40,PHYSICAL SCIENCES.,2011-2012
Oregon State,130,0.033045247,42,PSYCHOLOGY.,2011-2012
Oregon State,220,0.055922725,45,SOCIAL SCIENCES.,2011-2012
Oregon State,425,0.108032537,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
Oregon State,31,0.00788002,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Oregon State,142,0.036095577,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Oregon State,55,0.013980681,54,HISTORY.,2011-2012
Oregon State,157,0.03990849,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Oregon State,236,0.059989832,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
Oregon State,134,0.034062023,50,VISUAL AND PERFORMING ARTS.,2011-2012
Rutgers,160,0.025881592,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Rutgers,506,0.081850534,14,ENGINEERING.,2011-2012
Rutgers,259,0.041895827,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Rutgers,123,0.019896474,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Rutgers,253,0.040925267,54,HISTORY.,2011-2012
Rutgers,241,0.038984148,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",2011-2012
Rutgers,117,0.018925914,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Rutgers,111,0.017955354,27,MATHEMATICS AND STATISTICS.,2011-2012
Rutgers,117,0.018925914,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Rutgers,216,0.034940149,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Rutgers,80,0.012940796,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Rutgers,123,0.019896474,40,PHYSICAL SCIENCES.,2011-2012
Rutgers,623,0.100776448,42,PSYCHOLOGY.,2011-2012
Rutgers,49,0.007926237,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Rutgers,957,0.15480427,45,SOCIAL SCIENCES.,2011-2012
Rutgers,210,0.033969589,50,VISUAL AND PERFORMING ARTS.,2011-2012
Rutgers,99,0.016014235,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",2011-2012
Rutgers,31,0.005014558,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Rutgers,86,0.013911356,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Rutgers,93,0.015043675,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Rutgers,500,0.080879974,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Rutgers,636,0.102879327,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Rutgers,592,0.095761889,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
San Jose State,131,0.026751072,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
San Jose State,9,0.00183786,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",2011-2012
San Jose State,3,0.00061262,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
San Jose State,339,0.069226057,45,SOCIAL SCIENCES.,2011-2012
San Jose State,32,0.006534613,49,TRANSPORTATION AND MATERIALS MOVING.,2011-2012
San Jose State,373,0.076169083,50,VISUAL AND PERFORMING ARTS.,2011-2012
San Jose State,50,0.010210333,54,HISTORY.,2011-2012
San Jose State,202,0.041249745,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",2011-2012
San Jose State,7,0.001429447,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
San Jose State,70,0.014294466,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
San Jose State,1360,0.277721054,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
San Jose State,263,0.053706351,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
San Jose State,86,0.017561773,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
San Jose State,12,0.00245048,13,EDUCATION.,2011-2012
San Jose State,381,0.077802736,14,ENGINEERING.,2011-2012
San Jose State,234,0.047784358,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
San Jose State,160,0.032673065,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
San Jose State,52,0.010618746,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
San Jose State,421,0.085971003,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
San Jose State,25,0.005105166,27,MATHEMATICS AND STATISTICS.,2011-2012
San Jose State,44,0.008985093,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
San Jose State,173,0.035327752,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
San Jose State,17,0.003471513,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
San Jose State,34,0.006943026,40,PHYSICAL SCIENCES.,2011-2012
San Jose State,345,0.070451297,42,PSYCHOLOGY.,2011-2012
San Jose State,74,0.015111293,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
South Carolina,18,0.003942181,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
South Carolina,491,0.107533947,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
South Carolina,1211,0.2652212,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
South Carolina,330,0.072273325,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
South Carolina,42,0.009198423,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
South Carolina,190,0.041611914,13,EDUCATION.,2011-2012
South Carolina,244,0.053438458,14,ENGINEERING.,2011-2012
South Carolina,133,0.02912834,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
South Carolina,38,0.008322383,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
South Carolina,282,0.061760841,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
South Carolina,109,0.023872098,54,HISTORY.,2011-2012
South Carolina,188,0.041173894,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",2011-2012
South Carolina,80,0.017520806,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
South Carolina,48,0.010512484,27,MATHEMATICS AND STATISTICS.,2011-2012
South Carolina,12,0.002628121,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
South Carolina,127,0.027814279,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
South Carolina,17,0.003723171,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
South Carolina,69,0.015111695,40,PHYSICAL SCIENCES.,2011-2012
South Carolina,273,0.05978975,42,PSYCHOLOGY.,2011-2012
South Carolina,20,0.004380201,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
South Carolina,399,0.08738502,45,SOCIAL SCIENCES.,2011-2012
South Carolina,245,0.053657468,50,VISUAL AND PERFORMING ARTS.,2011-2012
Stanford,138,0.080513419,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Stanford,42,0.024504084,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Stanford,102,0.059509918,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Stanford,28,0.016336056,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Stanford,21,0.012252042,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Stanford,104,0.060676779,40,PHYSICAL SCIENCES.,2011-2012
Stanford,90,0.052508751,42,PSYCHOLOGY.,2011-2012
Stanford,24,0.014002334,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Stanford,317,0.184947491,45,SOCIAL SCIENCES.,2011-2012
Stanford,44,0.025670945,50,VISUAL AND PERFORMING ARTS.,2011-2012
Stanford,257,0.149941657,14,ENGINEERING.,2011-2012
Stanford,66,0.038506418,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,2011-2012
Stanford,66,0.038506418,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Stanford,53,0.03092182,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Stanford,64,0.037339557,54,HISTORY.,2011-2012
Stanford,241,0.140606768,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Stanford,57,0.033255543,27,MATHEMATICS AND STATISTICS.,2011-2012
Texas,62,0.007043854,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Texas,150,0.017041581,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Texas,829,0.09418314,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Texas,1076,0.122244944,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Texas,1059,0.120313565,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Texas,194,0.022040445,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Texas,1067,0.121222449,14,ENGINEERING.,2011-2012
Texas,318,0.036128153,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Texas,291,0.033060668,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
Texas,247,0.028061804,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Texas,362,0.041127017,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Texas,247,0.028061804,54,HISTORY.,2011-2012
Texas,335,0.038059532,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Texas,123,0.013974097,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
Texas,185,0.02101795,27,MATHEMATICS AND STATISTICS.,2011-2012
Texas,168,0.019086571,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Texas,79,0.008975233,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Texas,238,0.027039309,40,PHYSICAL SCIENCES.,2011-2012
Texas,335,0.038059532,42,PSYCHOLOGY.,2011-2012
Texas,79,0.008975233,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Texas,1085,0.123267439,45,SOCIAL SCIENCES.,2011-2012
Texas,273,0.031015678,50,VISUAL AND PERFORMING ARTS.,2011-2012
Texas A&amp;M,1353,0.150016632,14,ENGINEERING.,2011-2012
Texas A&amp;M,271,0.030047677,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,2011-2012
Texas A&amp;M,180,0.019957867,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Texas A&amp;M,180,0.019957867,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
Texas A&amp;M,90,0.009978933,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Texas A&amp;M,180,0.019957867,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Texas A&amp;M,180,0.019957867,54,HISTORY.,2011-2012
Texas A&amp;M,992,0.109990021,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",2011-2012
Texas A&amp;M,90,0.009978933,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Texas A&amp;M,722,0.080053221,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Texas A&amp;M,1533,0.169974498,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Texas A&amp;M,271,0.030047677,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Texas A&amp;M,90,0.009978933,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Texas A&amp;M,722,0.080053221,45,SOCIAL SCIENCES.,2011-2012
Texas A&amp;M,271,0.030047677,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Texas A&amp;M,361,0.04002661,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Texas A&amp;M,812,0.090032154,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Texas A&amp;M,90,0.009978933,27,MATHEMATICS AND STATISTICS.,2011-2012
Texas A&amp;M,180,0.019957867,40,PHYSICAL SCIENCES.,2011-2012
Texas A&amp;M,451,0.050005544,42,PSYCHOLOGY.,2011-2012
Utah State,91,0.02697895,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",2011-2012
Utah State,27,0.008004744,4,ARCHITECTURE AND RELATED SERVICES.,2011-2012
Utah State,37,0.010969463,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Utah State,108,0.032018974,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Utah State,536,0.158908983,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",2011-2012
Utah State,81,0.024014231,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Utah State,78,0.023124815,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Utah State,442,0.131040617,13,EDUCATION.,2011-2012
Utah State,209,0.061962645,14,ENGINEERING.,2011-2012
Utah State,101,0.02994367,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Utah State,142,0.042099022,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
Utah State,37,0.010969463,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Utah State,317,0.093981619,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,2011-2012
Utah State,74,0.021938927,54,HISTORY.,2011-2012
Utah State,172,0.050993181,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Utah State,20,0.00592944,22,LEGAL PROFESSIONS AND STUDIES.,2011-2012
Utah State,71,0.021049511,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",2011-2012
Utah State,17,0.005040024,27,MATHEMATICS AND STATISTICS.,2011-2012
Utah State,13,0.003854136,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.,2011-2012
Utah State,27,0.008004744,3,NATURAL RESOURCES AND CONSERVATION.,2011-2012
Utah State,24,0.007115328,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",2011-2012
Utah State,17,0.005040024,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Utah State,27,0.008004744,40,PHYSICAL SCIENCES.,2011-2012
Utah State,108,0.032018974,42,PSYCHOLOGY.,2011-2012
Utah State,54,0.016009487,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Utah State,405,0.120071153,45,SOCIAL SCIENCES.,2011-2012
Utah State,10,0.00296472,49,TRANSPORTATION AND MATERIALS MOVING.,2011-2012
Utah State,128,0.037948414,50,VISUAL AND PERFORMING ARTS.,2011-2012
Vanderbilt,32,0.019127316,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",2011-2012
Vanderbilt,125,0.074716079,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,2011-2012
Vanderbilt,28,0.016736402,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",2011-2012
Vanderbilt,19,0.011356844,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,2011-2012
Vanderbilt,55,0.032875075,13,EDUCATION.,2011-2012
Vanderbilt,213,0.127316198,14,ENGINEERING.,2011-2012
Vanderbilt,73,0.04363419,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,2011-2012
Vanderbilt,29,0.01733413,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,2011-2012
Vanderbilt,93,0.055588763,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",2011-2012
Vanderbilt,58,0.034668261,54,HISTORY.,2011-2012
Vanderbilt,136,0.081291094,30,MULTI/INTERDISCIPLINARY STUDIES.,2011-2012
Vanderbilt,55,0.032875075,27,MATHEMATICS AND STATISTICS.,2011-2012
Vanderbilt,38,0.022713688,38,PHILOSOPHY AND RELIGIOUS STUDIES.,2011-2012
Vanderbilt,48,0.028690974,40,PHYSICAL SCIENCES.,2011-2012
Vanderbilt,93,0.055588763,42,PSYCHOLOGY.,2011-2012
Vanderbilt,16,0.009563658,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,2011-2012
Vanderbilt,473,0.282725643,45,SOCIAL SCIENCES.,2011-2012
Vanderbilt,89,0.053197848,50,VISUAL AND PERFORMING ARTS.,2011-2012
