ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Weight,Height,Year,Eligibility,Hometown/Prior_School,Player_URL
LSU,FBALL,2011-2012,89,Lavar Edwards,Lavar,Edwards,DE,6/5/13,264,Jr.,2L,"Gretna, La.; (Desire Street Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382561
LSU,FBALL,2011-2012,90,Michael Brockers,Michael,Brockers,DT,6/6/13,306,So.,2L,"Houston, Texas; (Chavez HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660178
LSU,FBALL,2011-2012,93,Bennie Logan,Bennie,Logan,DT,6/3/13,287,So.,1L,"Coushatta, La.; (Red River HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3659753
LSU,FBALL,2011-2012,94,Kendrick Adams,Kendrick,Adams,DE,6/5/13,255,Sr.,2L,"Enterprise, Ala.; (Enterprise HS/Copiah-Lincoln CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879580
LSU,FBALL,2011-2012,95,Quentin Thomas,Quentin,Thomas,DL,6/3/13,279,Fr.,HS,"Breaux Bridge, La.; (Breaux Bridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087917
LSU,FBALL,2011-2012,96,Mickey Johnson,Mickey,Johnson,DL,6/1/13,312,Fr.,HS,"Covington, La.; (St. Paul's HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087908
LSU,FBALL,2011-2012,97,Dennis Johnson,Dennis,Johnson,DT,6/2/13,285,Sr.,3L,"Amory, Miss.; (Amory HS/Itawamba CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580605
LSU,FBALL,2011-2012,98,Jordan Allen,Jordan,Allen,DE,6/6/13,252,Fr.,RS,"West Monroe, La.; (West Monroe HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879416
LSU,FBALL,2011-2012,99,Sam Montgomery,Sam,Montgomery,DE,6/4/13,245,So.,1L,"Greenwood, S.C.; (Greenwood HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660187
LSU,FBALL,2011-2012,,Dexter Alexander,Dexter,Alexander,DB,5/9/13,188,So.,SQ,"Baton Rouge, La.; (Christian Life Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973448
LSU,FBALL,2011-2012,,Hayden Boudreaux,Hayden,Boudreaux,FB,5/8/13,242,Fr.,HS,"Saint Marys, Ga.; (Camden County HS)",0
LSU,FBALL,2011-2012,,Allen Buniger,Allen,Buniger,OL,6/3/13,275,Fr.,RS,"New Orleans, La.; (West Jefferson HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205497209
LSU,FBALL,2011-2012,,Shawn Burst,Shawn,Burst,FB,5/11/13,219,Fr.,HS,"Mandeville, La.; (Northlake Christian HS)",0
LSU,FBALL,2011-2012,,Cleveland Davis,Cleveland,Davis,RB,6/1/00,289,So.,SQ,"Baton Rouge, La.; (McKinley HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973449
LSU,FBALL,2011-2012,,Edwin Johnson,Edwin,Johnson,LB,6/1/00,219,Jr.,RS,"Baton Rouge, La.; (Woodlawn HS/Grambling)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498625
LSU,FBALL,2011-2012,,A'Trey-U Jones,A'Trey-U,Jones,OL,5/11/13,274,So.,RS,"Tickfaw, La.; (Hammond HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498624
LSU,FBALL,2011-2012,,Jeffrey Lang,Jeffrey,Lang,WR/DB,5/10/13,186,Fr.,RS,"Benton, La.; (Benton HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498552
LSU,FBALL,2011-2012,,Gabe Langlois,Gabe,Langlois,OL,6/2/13,312,Fr.,HS,"Prairieville, La.; (Port Neches Groves HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498626
LSU,FBALL,2011-2012,,Grant Leger,Grant,Leger,LB,6/1/13,215,Fr.,HS,"Metairie, La.; (Jesuit HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498553
LSU,FBALL,2011-2012,,Michael Minaldi,Michael,Minaldi,WR,6/2/13,200,Fr.,HS,"Lake Charles, La.; (St. Louis Catholic HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498483
LSU,FBALL,2011-2012,,Jeremy Peeples,Jeremy,Peeples,DL,6/4/13,245,Fr.,RS,"Selma, Ala.; (Selma HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973441
LSU,FBALL,2011-2012,,Jason Slaydon,Jason,Slaydon,FB,5/10/13,215,So.,SQ,"Westlake, La.; (Westlake HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973445
LSU,FBALL,2011-2012,,Robert Smith,Robert,Smith,DB,6/1/00,192,Fr.,RS,"Friendswood, Texas; (Friendswood HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498690
LSU,FBALL,2011-2012,,Tre' Sullivan,Tre',Sullivan,DB,5/8/13,186,Fr.,RS,"Donaldsonville, La.; (Donaldsonville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498627
LSU,FBALL,2011-2012,,Chris Wells,Chris,Wells,DB,5/11/13,176,So.,SQ,"Frierson, La.; (DeSoto HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973415
LSU,FBALL,2010-2011,1,Barrett Bailey,Barrett,Bailey,QB,6/4/13,196,Fr.,HS,"Baton Rouge, La.; (University HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973408
LSU,FBALL,2010-2011,1,Eric Reid,Eric,Reid,DB,6/2/13,207,Fr.,HS,"Geismar, La.; (Dutchtown HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879620
LSU,FBALL,2010-2011,2,Rueben Randle,Rueben,Randle,WR,6/4/13,207,So.,1L,"Bastrop, La.; (Bastrop HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660021
LSU,FBALL,2010-2011,3,Jakhari Gore,Jakhari,Gore,RB,5/9/13,175,Fr.,HS,"Miami, Fla.; (Christopher Columbus HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879618
LSU,FBALL,2010-2011,4,Jai Eugene,Jai,Eugene,CB,5/11/13,189,Sr.,4L,"St. Rose, La.; (Destrehan HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233471
LSU,FBALL,2010-2011,5,Jarrett Fobbs,Jarrett,Fobbs,WR,5/11/13,185,Fr.,HS,"Shreveport, La.; (Huntington HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204880248
LSU,FBALL,2010-2011,6,Craig Loston,Craig,Loston,S,6/2/13,200,Fr.,RS,"Houston, Texas; (Eisenhower HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660130
LSU,FBALL,2010-2011,7,Patrick Peterson,Patrick,Peterson,CB,6/1/13,222,Jr.,3L,"Pompano Beach, Fla.; (Ely HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382573
LSU,FBALL,2010-2011,8,T.C. McCartney,T.C.,McCartney,QB,6/3/13,216,Jr.,1L,"Boulder, Colo.; (Fairview HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1148276
LSU,FBALL,2010-2011,9,Ego Ferguson,Ego,Ferguson,DT,6/3/13,286,Fr.,HS,"Mims, Fla.; (Hargrave Military Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204880257
LSU,FBALL,2010-2011,9,Jordan Jefferson,Jordan,Jefferson,QB,6/5/13,224,Jr.,2L,"St. Rose, La.; (Destrehan HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382572
LSU,FBALL,2010-2011,10,Nick Rice,Nick,Rice,LB,6/1/13,219,Fr.,RS,"Coppell, Texas; (Coppell HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973440
LSU,FBALL,2010-2011,10,Russell Shepard,Russell,Shepard,WR,6/1/13,188,So.,1L,"Houston, Texas; (Cypress Ridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660167
LSU,FBALL,2010-2011,11,Kelvin Sheppard,Kelvin,Sheppard,LB,6/3/13,240,Sr.,4L,"Stone Mountain, Ga.; (Stephenson HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233520
LSU,FBALL,2010-2011,12,Jarrett Lee,Jarrett,Lee,QB,6/2/13,207,Jr.,2L,"Brenham, Texas; (Brenham HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785346
LSU,FBALL,2010-2011,13,Ron Brooks,Ron,Brooks,CB,6/1/00,179,Jr.,2L,"Irving, Texas; (MacArthur HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785329
LSU,FBALL,2010-2011,13,Jordan Newell,Jordan,Newell,WR,5/9/13,170,Sr.,1L,"Homer, La.; (Claiborne Academy/Louisiana College)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1456285
LSU,FBALL,2010-2011,14,Tyrann Mathieu,Tyrann,Mathieu,DB,5/9/13,180,Fr.,HS,"New Orleans, La.; (St. Augustine HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879593
LSU,FBALL,2010-2011,14,Alex Walton,Alex,Walton,QB,-,,Fr.,HS,"Shreveport, La.; (C.E. Byrd HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205031169
LSU,FBALL,2010-2011,15,Brandon Taylor,Brandon,Taylor,S,6/1/00,195,Jr.,2L,"Franklinton, La.; (Franklinton HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382590
LSU,FBALL,2010-2011,16,Trent Hebert,Trent,Hebert,PK,5/9/13,190,Jr.,SQ,"Cecilia, La.; (Cecilia HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1208560
LSU,FBALL,2010-2011,16,Spencer Ware,Spencer,Ware,RB,5/11/13,225,Fr.,HS,"Cincinnati, Ohio; (Princeton HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879598
LSU,FBALL,2010-2011,17,Morris Claiborne,Morris,Claiborne,CB,6/1/00,177,So.,1L,"Shreveport, La.; (Fair Park HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660179
LSU,FBALL,2010-2011,18,Richard Murphy,Richard,Murphy,RB,6/1/13,206,Sr.,3L,"Rayville, La.; (Rayville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233508
LSU,FBALL,2010-2011,19,David Detz,David,Detz,DB,6/1/00,177,So.,SQ,"Leesville, La.; (Leesville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580604
LSU,FBALL,2010-2011,19,Deangelo Peterson,Deangelo,Peterson,TE,6/4/13,243,Jr.,2L,"New Orleans, La.; (Desire Street Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382581
LSU,FBALL,2010-2011,21,Taylor Debusk,Taylor,Debusk,DB,5/11/13,180,So.,SQ,"Tupelo, Miss.; (Tupelo HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973446
LSU,FBALL,2010-2011,21,Chris Tolliver,Chris,Tolliver,WR,6/1/13,178,So.,1L,"Rayville, La.; (Rayville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382595
LSU,FBALL,2010-2011,22,Ryan Baker,Ryan,Baker,LB,6/1/00,227,Jr.,2L,"Grand Ridge, Fla.; (Blountstown HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382546
LSU,FBALL,2010-2011,23,Stefoin Francois,Stefoin,Francois,LB,6/1/13,215,Jr.,1L,"Reserve, La.; (East St. John HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785337
LSU,FBALL,2010-2011,23,B.J. Wilson,B.J.,Wilson,RB,5/9/13,184,So.,SQ,"New Orleans, La.; (Holy Cross HS/Delgado CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973416
LSU,FBALL,2010-2011,24,Alfred Blue,Alfred,Blue,RB,6/2/13,207,Fr.,HS,"Boutte, La.; (Hahnville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879583
LSU,FBALL,2010-2011,25,Drayton Calhoun,Drayton,Calhoun,CB,6/1/00,180,Fr.,RS,"Clarkston, Ga.; (Tucker HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660168
LSU,FBALL,2010-2011,26,Tharold Simon,Tharold,Simon,DB,6/3/13,190,Fr.,HS,"Eunice, La.; (Eunice HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879622
LSU,FBALL,2010-2011,27,Dexter Alexander,Dexter,Alexander,DB,5/9/13,174,Fr.,RS,"Baton Rouge, La.; (Christian Life Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973448
LSU,FBALL,2010-2011,27,Jarred Joseph,Jarred,Joseph,WR,6/2/13,216,So.,SQ,"New Orleans, La.; (Brother Martin HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580607
LSU,FBALL,2010-2011,28,Jordan Lewis,Jordan,Lewis,WR,-,,Fr.,HS,"New Orleans, La.; (Jesuit HS)",0
LSU,FBALL,2010-2011,28,Ronnie Vinson,Ronnie,Vinson,DB,5/11/13,187,Fr.,HS,"New Orleans, La.; (Newman HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879597
LSU,FBALL,2010-2011,29,Sam Gibson,Sam,Gibson,DB,6/1/13,205,Fr.,HS,"Prattville, Ala.; (Prattville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879589
LSU,FBALL,2010-2011,30,Josh Jasper,Josh,Jasper,PK/P,5/11/13,171,Sr.,4L,"Memphis, Tenn.; (Ridgeway HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785340
LSU,FBALL,2010-2011,31,D.J. Welter,D.J.,Welter,LB,6/1/00,226,Fr.,HS,"Crowley, La.; (Notre Dame HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879600
LSU,FBALL,2010-2011,32,Chris Wells,Chris,Wells,DB,5/11/13,186,Fr.,RS,"Frierson, La.; (DeSoto HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973415
LSU,FBALL,2010-2011,32,Brandon Worle,Brandon,Worle,FB,6/2/13,240,Fr.,HS,"LaGrange, Ga.; (Troup County HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879605
LSU,FBALL,2010-2011,33,DJ Howard,DJ,Howard,P,6/3/13,192,Jr.,SQ,"Baton Rouge, La.; (West Feliciana HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204781873
LSU,FBALL,2010-2011,33,Jason Slaydon,Jason,Slaydon,FB,5/10/13,215,Fr.,RS,"Westlake, La.; (Westlake HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973445
LSU,FBALL,2010-2011,34,Stevan Ridley,Stevan,Ridley,RB,6/1/00,223,Jr.,3L,"Natchez, Miss.; (Trinity Episcopal HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785352
LSU,FBALL,2010-2011,35,Ryan St. Julien,Ryan,St. Julien,CB,6/1/13,185,So.,2L,"St. Martinville, La.; (Catholic-New Iberia HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382588
LSU,FBALL,2010-2011,35,James Stampley,James,Stampley,FB,5/10/13,230,Jr.,1L,"Baker, La.; (Baker HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204860581
LSU,FBALL,2010-2011,36,Derrick Bryant,Derrick,Bryant,S,5/11/13,199,Jr.,SQ,"Lawrenceville, Ga.; (Peachtree Ridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382553
LSU,FBALL,2010-2011,36,Cleveland Davis,Cleveland,Davis,RB,6/1/00,260,Fr.,RS,"Baton Rouge, La.; (McKinley HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973449
LSU,FBALL,2010-2011,37,Karnell Hatcher,Karnell,Hatcher,S,6/2/13,212,Jr.,2L,"Delray Beach, Fla.; (Atlantic Community HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382567
LSU,FBALL,2010-2011,38,Drew Alleman,Drew,Alleman,PK/P,5/11/13,182,So.,SQ,"Lafayette, La.; (Acadiana HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1456279
LSU,FBALL,2010-2011,38,Derek Helton,Derek,Helton,P,6/1/00,178,Sr.,2L,"Hoyt, Kan.; (Jefferson West HS/Fort Scott CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660169
LSU,FBALL,2010-2011,38,Brad Wing,Brad,Wing,P,6/3/13,175,Fr.,HS,"Melbourne, Australia; (Parkview Baptist HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879604
LSU,FBALL,2010-2011,39,Ian Harding,Ian,Harding,WR,6/1/13,211,Sr.,1L,"New Orleans, La.; (Country Day HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1240361
LSU,FBALL,2010-2011,39,Josh Johns,Josh,Johns,LB,6/2/13,206,Fr.,RS,"Baton Rouge, La.; (Central HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660182
LSU,FBALL,2010-2011,40,Rockey Duplessis,Rockey,Duplessis,S,6/1/13,200,Fr.,RS,"Belle Chasse, La.; (Belle Chasse HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382560
LSU,FBALL,2010-2011,40,Tabari Williams,Tabari,Williams,RB,5/10/13,173,Fr.,HS,"Hiram, Ga.; (The Culver Academies)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204967270
LSU,FBALL,2010-2011,41,Travis Dickson,Travis,Dickson,TE,6/3/13,243,Fr.,HS,"Ocean Springs, Miss.; (Ocean Springs HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879584
LSU,FBALL,2010-2011,42,Michael Ford,Michael,Ford,RB,5/10/13,202,Fr.,RS,"Leesville, La.; (Leesville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660017
LSU,FBALL,2010-2011,43,Daniel Graff,Daniel,Graff,S,6/1/00,177,Sr.,3L,"Metairie, La.; (Rummel HS/New Orleans)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1208557
LSU,FBALL,2010-2011,43,Connor Neighbors,Connor,Neighbors,RB,5/10/13,237,Fr.,HS,"Huntsville, Ala.; (Huntsville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973410
LSU,FBALL,2010-2011,44,J.C. Copeland,J.C.,Copeland,FB,6/1/13,275,Fr.,HS,"LaGrange, Ga.; (Troup County HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204880018
LSU,FBALL,2010-2011,44,Kendric Smith,Kendric,Smith,WR,-,,Fr.,HS,"Harker Heights, Texas; (Harker Heights HS)",0
LSU,FBALL,2010-2011,45,Richard Dugas,Richard,Dugas,FB,6/1/13,263,Sr.,1L,"Lincoln, Neb.; (Pius X HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=882516
LSU,FBALL,2010-2011,45,Zach Elkins,Zach,Elkins,DB,5/8/13,182,Sr.,1L,"Bay St. Louis, Miss.; (St. Stanislaus College/Mississippi Gulf Coast CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1430645
LSU,FBALL,2010-2011,46,Hunter Kinchen,Hunter,Kinchen,SNP,6/1/00,175,Fr.,HS,"Baton Rouge, La.; (Dunham)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973442
LSU,FBALL,2010-2011,46,Kevin Minter,Kevin,Minter,LB,6/1/13,225,Fr.,RS,"Suwanee, Ga.; (Peachtree Ridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660011
LSU,FBALL,2010-2011,46,Jeremy Peeples,Jeremy,Peeples,TE,6/4/13,240,Fr.,HS,"Selma, Ala.; (Selma HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973441
LSU,FBALL,2010-2011,47,Tyler Edwards,Tyler,Edwards,TE,6/4/13,250,So.,1L,"Monroe, La.; (Ouachita Parish HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382562
LSU,FBALL,2010-2011,48,Jarrett Hardnett,Jarrett,Hardnett,LB,6/2/13,230,So.,TR,"Baton Rouge, La.; (Woodlawn HS/Northwestern St.)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973409
LSU,FBALL,2010-2011,48,Kellen Theriot,Kellen,Theriot,FB,6/1/13,234,So.,1L,"Houston, Texas; (Episcopal HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382593
LSU,FBALL,2010-2011,49,Austin Kinchen,Austin,Kinchen,SNP,6/2/13,208,So.,SQ,"Baton Rouge, La.; (Parkview Baptist)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580602
