ID_School,ID_Sport,Season,Number,Player,Last_Name,First_Name,Position,Height,Weight,Year,Hometown_PriorSchool,Player URL
UNC,FBALL,2012-2013,15  ,A.J. Blue,Blue,A.J.,Tailback,6/2/13,225,Jr.,"Dallas, N.C. (North Gaston/Hargrave M.A.)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497730&Q
UNC,FBALL,2012-2013,16  ,Alex Dixon,Dixon,Alex,Cornerback,6/1/00,185,RFr.,"Clearwater, Fla. (Countryside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497667&Q
UNC,FBALL,2012-2013,16  ,Caleb Pressley,Pressley,Caleb,Quarterback,6/1/13,205,RFr.,"Asheville, N.C. (A.C. Reynolds)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497708&Q
UNC,FBALL,2012-2013,17  ,Mark McNeill,McNeill,Mark,Wide Receiver,6/4/13,205,So.,"West River, Md. (St. Mary's)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497743&Q
UNC,FBALL,2012-2013,17  ,Miller Snyder,Snyder,Miller,Punter/Kicker,6/2/13,185,RFr.,"Charlotte, N.C. (Myers Park)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497754&Q
UNC,FBALL,2012-2013,18  ,Kanler Coker,Coker,Kanler,Quarterback,6/4/13,205,Fr.,"Flowery Branch, Ga. (Flowery Branch)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497738&Q
UNC,FBALL,2012-2013,18  ,Mack Hollins,Hollins,Mack,Defensive Back,6/3/13,195,Fr.,"Rockville, Md. (Wootten/Fork Union M.A.)",
UNC,FBALL,2012-2013,19  ,Kedrick Davis,Davis,Kedrick,Wide Receiver,5/10/13,165,Fr.,"Charlotte, N.C. (Berry Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497737&Q
UNC,FBALL,2012-2013,19  ,Nick Weiler,Weiler,Nick,Punter/Kicker,6/1/00,195,Fr.,"Fairfax Station, Va. (Lake Braddock)",
UNC,FBALL,2012-2013,20  ,Brandon Ellerbe,Ellerbe,Brandon,Ram,6/1/00,210,So.,"Wadesboro, N.C. (Anson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497747&Q
UNC,FBALL,2012-2013,21  ,Romar Morris,Morris,Romar,Tailback,5/10/13,180,RFr.,"Salisbury, N.C. (Salisbury)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497666&Q
UNC,FBALL,2012-2013,23  ,Darius Lipford,Lipford,Darius,Linebacker,6/3/13,245,Jr.,"Lenoir, N.C. (Hibriten)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497748&Q
UNC,FBALL,2012-2013,23  ,Joey Mangili,Mangili,Joey,Punter/Kicker,6/3/13,185,Fr.,"Durham, N.C. (Jordan)",
UNC,FBALL,2012-2013,24  ,Jordan Darty,Darty,Jordan,Wide Receiver,5/11/13,185,So.,"Statesville, N.C. (Statesville)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497729&Q
UNC,FBALL,2012-2013,24  ,Terry Shankle,Shankle,Terry,Cornerback,5/11/13,185,Jr.,"Norwood, N.C. (South Stanly)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497701&Q
UNC,FBALL,2012-2013,25  ,Kameron Jackson,Jackson,Kameron,Cornerback,5/11/13,190,RFr.,"Madison, Ala. (Madison Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497685&Q
UNC,FBALL,2012-2013,27  ,Darien McNeill,McNeill,Darien,Wide Receiver,6/2/13,190,So.,"Sanford, N.C. (Western Harnett)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497728&Q
UNC,FBALL,2012-2013,27  ,Darien Rankin,Rankin,Darien,Safety,5/11/13,190,RFr.,"Salisbury, N.C. (Salisbury)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497688&Q
UNC,FBALL,2012-2013,28  ,Kendrick Singleton,Singleton,Kendrick,Wide Receiver,6/2/13,200,Fr.,"Macclenny, Fla. (Baker County)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497650&Q
UNC,FBALL,2012-2013,29  ,Damien Washington,Washington,Damien,Wide Receiver,6/1/13,180,Fr.,"Kannapolis, N.C. (A.L. Brown)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497693&Q
UNC,FBALL,2012-2013,30  ,Tommy Hibbard,Hibbard,Tommy,Punter,5/10/13,195,So.,"Charlotte, N.C. (Butler)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497705&Q
UNC,FBALL,2012-2013,32  ,Joe Jackson,Jackson,Joe,Safety,6/2/13,210,Fr.,"Jacksonville, Fla. (First Coast)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497719&Q
UNC,FBALL,2012-2013,33  ,Nathan Staub,Staub,Nathan,Linebacker,6/2/13,210,Fr.,"Buford, Ga. (Buford)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497758&Q
UNC,FBALL,2012-2013,34  ,Connor Gonet,Gonet,Connor,Fullback,6/1/00,220,RFr.,"Raleigh, N.C. (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497724&Q
UNC,FBALL,2012-2013,34  ,Jeff Schoettmer,Schoettmer,Jeff,Safety,6/1/13,210,RFr.,"Dallas, Texas (Jesuit College Prep)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497682&Q
UNC,FBALL,2012-2013,35  ,Charles Brunson,Brunson,Charles,Running Back,6/1/00,200,Fr.,"Winston-Salem, N.C. (North Davidson)",
UNC,FBALL,2012-2013,35  ,Malik Simmons,Simmons,Malik,Cornerback,5/11/13,180,Fr.,"Lehigh Acres, Fla. (Lehigh)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497681&Q
UNC,FBALL,2012-2013,36  ,Ryan Mangum,Mangum,Ryan,Defensive Back,6/1/00,190,RFr.,"Raleigh, N.C. (Leesville Road)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497744&Q
UNC,FBALL,2012-2013,37  ,T.J. Jiles,Jiles,T.J.,Cornerback,5/11/13,165,Fr.,"Cape Coral, Fla. (Cape Coral)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497645&Q
UNC,FBALL,2012-2013,38  ,Cody Johnson,Johnson,Cody,Place-Kicker,6/3/13,205,So.,"Greensboro, N.C. (Western Guilford)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497706&Q
UNC,FBALL,2012-2013,40  ,Tim Furr,Furr,Tim,Defensive Back,5/10/13,180,Jr.,"Charlotte, N.C. (Independence)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497642&Q
UNC,FBALL,2012-2013,40  ,Luke Heavner,Heavner,Luke,Wide Receiver,6/1/13,155,So.,"Jamestown, N.C. (Ragsdale)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497699&Q
UNC,FBALL,2012-2013,41  ,Shaquille Price,Price,Shaquille,Cornerback,6/1/13,200,Fr.,"Irmo, S.C. (Dutch Fork)",
UNC,FBALL,2012-2013,42  ,Shakeel Rashad,Rashad,Shakeel,Bandit,6/2/13,230,Fr.,"Jacksonville, FL (Episcopal)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497647&Q
UNC,FBALL,2012-2013,44  ,Junior Gnonkonde,Gnonkonde,Junior,Bandit,6/4/13,220,Fr.,"Lakeland, Ga. (Lanier County)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497659&Q
UNC,FBALL,2012-2013,47  ,Dan Mastromatteo,Mastromatteo,Dan,Linebacker,6/2/13,215,Fr.,"Absecon, N.J. (Holy Spirit)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497679&Q
UNC,FBALL,2012-2013,51  ,Jarrod James,James,Jarrod,Center,6/3/13,285,RFr.,"Goldsboro, N.C. (Aycock)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497756&Q
UNC,FBALL,2012-2013,52  ,Norkeithus Otis,Otis,Norkeithus,Bandit,6/1/13,225,So.,"Gastonia, N.C. (Ashbrook)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497716&Q
UNC,FBALL,2012-2013,53  ,Alec Petrocelli,Petrocelli,Alec,Defensive End,6/3/13,230,So.,"Madeira Beach, Fla. (Clearwater Central Catholic)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497750&Q
UNC,FBALL,2012-2013,55  ,Tommy Heffernan,Heffernan,Tommy,Linebacker,6/1/13,215,So.,"Miami, Fla. (Christopher Columbus)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497760&Q
UNC,FBALL,2012-2013,56  ,P.J. Clyburn,Clyburn,P.J.,Linebacker,6/2/13,215,So.,"Statesville, N.C. (West Iredell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497739&Q
UNC,FBALL,2012-2013,60  ,Russell Bodine,Bodine,Russell,Center,6/4/13,305,So.,"Scottsville, Va. (Fork Union, M.A.)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497709&Q
UNC,FBALL,2012-2013,61  ,Conor Fry,Fry,Conor,Deep Snapper,6/2/13,240,Fr.,"Raleigh, N.C. (Ravenscroft)",
UNC,FBALL,2012-2013,62  ,David Collins,Collins,David,Offensive Guard,6/8/13,310,Jr.,"Kernersville, N.C. (East Forsyth)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497676&Q
UNC,FBALL,2012-2013,66  ,Myers Colvin,Colvin,Myers,Offensive Tackle,6/5/13,310,RFr.,"Fayetteville, N.C. (Reid Ross Classical)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497657&Q
UNC,FBALL,2012-2013,67  ,Mack Lloyd,Lloyd,Mack,Deep Snapper,6/1/00,235,Jr.,"Cary, N.C. (Green Hope)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497695&Q
UNC,FBALL,2012-2013,68  ,James Hurst,Hurst,James,Offensive Tackle,6/7/13,290,Jr.,"Plainfield, Ind. (Plainfield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497691&Q
UNC,FBALL,2012-2013,69  ,Nick Appel,Appel,Nick,Offensive Tackle,6/6/13,310,So.,"Vienna, Va. (Bishop O'Connell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497664&Q
UNC,FBALL,2012-2013,70  ,Alex Marrs,Marrs,Alex,Deep Snapper,6/1/00,245,So.,"Bluefield, Va. (Graham)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497654&Q
UNC,FBALL,2012-2013,70  ,Caleb Peterson,Peterson,Caleb,Offensive Line,6/5/13,310,Fr.,"Auburn, Ala. (Auburn)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497646&Q
UNC,FBALL,2012-2013,71  ,Jon Heck,Heck,Jon,Offensive Line,6/6/13,290,Fr.,"Jacksonville, Fla. (The Bolles School)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497711&Q
UNC,FBALL,2012-2013,72  ,Kiaro Holts,Holts,Kiaro,Offensive Tackle,6/4/13,290,RFr.,"Indianapolis, Ind. (Warren Central)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497697&Q
UNC,FBALL,2012-2013,74  ,Devonte Brown,Brown,Devonte,Defensive Tackle,6/3/13,285,So.,"Fayetteville, N.C. (Jack Britt)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497649&Q
UNC,FBALL,2012-2013,74  ,Arien Smith,Smith,Arien,Center,6/1/13,260,RFr.,"Graham, N.C. (Southern Alamance)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497723&Q
UNC,FBALL,2012-2013,75  ,T.J. Leifheit,Leifheit,T.J.,Offensive Tackle,6/7/13,295,So.,"Wilmington, N.C. (Hoggard)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497677&Q
UNC,FBALL,2012-2013,77  ,John Ferranto,Ferranto,John,Offensive Line,6/5/13,270,Fr.,"Burlington, N.J. (Township)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497703&Q
UNC,FBALL,2012-2013,78  ,Landon Turner,Turner,Landon,Offensive Guard,6/4/13,320,RFr.,"Harrisonburg, Va. (Harrisonburg)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497718&Q
UNC,FBALL,2012-2013,79  ,J.J. Patterson,Patterson,J.J.,Offensive Line,6/4/13,330,Fr.,"Roanoke Rapids, N.C. (Roanoke Rapids)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497763&Q
UNC,FBALL,2012-2013,80  ,Jack Tabb,Tabb,Jack,Tight End,6/3/13,245,So.,"Red Bank, N.J. (Red Bank Catholic)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497694&Q
UNC,FBALL,2012-2013,81  ,Roy Smith,Smith,Roy,Wide Receiver,5/9/13,170,So.,"Miami, Fla. (Northwestern High School)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205690262&Q
UNC,FBALL,2012-2013,82  ,Terrance Knox,Knox,Terrance,Tight End,6/2/13,250,Fr.,"Concord, NC (Concord)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497690&Q
UNC,FBALL,2012-2013,83  ,Cameron Campbell,Campbell,Cameron,Wide Receiver,6/2/13,205,So.,"Kernersville, N.C. (Glenn)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497761&Q
UNC,FBALL,2012-2013,84  ,Ian Dibble,Dibble,Ian,Defensive Line,6/1/13,215,Fr.,"Charlotte, N.C. (Ardrey Kell)",
UNC,FBALL,2012-2013,85  ,Eric Ebron,Ebron,Eric,Tight End,6/4/13,235,So.,"Greensboro, N.C. (Smith)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497726&Q
UNC,FBALL,2012-2013,86  ,Tyler Alberts,Alberts,Tyler,Defensive End,6/7/13,235,RFr.,"Clemmons, N.C. (Forsyth Country Day)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497656&Q
UNC,FBALL,2012-2013,86  ,Nic Platt,Platt,Nic,Wide Receiver,6/2/13,200,So.,"Miami, Fla. (Belen Jesuit)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497710&Q
UNC,FBALL,2012-2013,89  ,Dalton Stogner,Stogner,Dalton,Wide Receiver,6/4/13,190,Fr.,"Dallas, Texas (Highland Park)",
UNC,FBALL,2012-2013,89  ,Carson Wooten,Wooten,Carson,Defensive Line,6/3/13,245,RFr.,"Raleigh, N.C. (Broughton)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497712&Q
UNC,FBALL,2012-2013,90  ,Jessie Rogers,Rogers,Jessie,Defensive End,6/4/13,240,Fr.,"Arlington, Texas (Bowie)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497665&Q
UNC,FBALL,2012-2013,91  ,Eric Albright,Albright,Eric,Tight End,6/6/13,225,So.,"Raleigh, N.C. (Cardinal Gibbons)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497678&Q
UNC,FBALL,2012-2013,91  ,Allen Champagne,Champagne,Allen,Defensive Line,6/4/13,255,RFr.,"Montreal, Quebec (Upper Canada College)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497652&Q
UNC,FBALL,2012-2013,93  ,Tim Jackson,Jackson,Tim,Defensive End,6/5/13,270,Jr.,"St. Petersburg, Fla. (Gibbs)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497702&Q
UNC,FBALL,2012-2013,95  ,Kareem Martin,Martin,Kareem,Defensive End,6/6/13,260,Jr.,"Roanoke Rapids, N.C. (Roanoke Rapids)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497668&Q
UNC,FBALL,2012-2013,96  ,Ethan Farmer,Farmer,Ethan,Defensive Tackle,6/3/13,280,So.,"Tabor City, N.C. (South Columbus)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497675&Q
UNC,FBALL,2012-2013,97  ,Shawn Underwood,Underwood,Shawn,Defensive Tackle,6/1/13,295,So.,"Fuquay-Varina, N.C. (Fuquay-Varina)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497683&Q
UNC,FBALL,2012-2013,98  ,Justin Thomason,Thomason,Justin,Defensive End,6/4/13,260,Fr.,"McDonough, Ga. (Eagle's Landing Christian)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497707&Q
UNC,FBALL,2012-2013,  ,Mikey Bart,Bart,Mikey,Defensive End,6/3/13,245,Fr.,"Buford, Ga. (Buford)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284461&Q
UNC,FBALL,2012-2013,  ,Lucas Crowley,Crowley,Lucas,Offensive Line,6/3/13,270,Fr.,"Ponte Vedra, Fla. (Nease)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284366&Q
UNC,FBALL,2012-2013,  ,Dajaun Drennon,Drennon,Dajaun,Defensive End,6/4/13,230,Fr.,"Clementon, N.J.",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284468&Q
UNC,FBALL,2012-2013,  ,Jordan Fieulleteau,Fieulleteau,Jordan,Wide Receiver,6/3/13,200,Fr.,"Raleigh, N.C. (Wakefield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206278261&Q
UNC,FBALL,2012-2013,  ,Khris Francis,Francis,Khris,Running Back,5/9/13,195,Fr.,"Durham, N.C. (Hillside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206278266&Q
UNC,FBALL,2012-2013,  ,Marquis Haynes,Haynes,Marquis,Bandit,6/3/13,220,Fr.,"Jacksonville, Fla. (University Christian)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206287163&Q
UNC,FBALL,2012-2013,  ,Brad Henson,Henson,Brad,Offensive Line,6/5/13,295,Fr.,"Surf City, N.J. (Monsignor Donovan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284365&Q
UNC,FBALL,2012-2013,  ,Johnathan Howard,Howard,Johnathan,Wide Receiver,6/4/13,195,Fr.,"Rochelle, Ga. (Wilcox County)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284478&Q
UNC,FBALL,2012-2013,  ,Nazair Jones,Jones,Nazair,Defensive Line,6/5/13,250,Fr.,"Roanoke Rapids, N.C. (Roanoke Rapids)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284482&Q
UNC,FBALL,2012-2013,  ,Desmond Lawrence,Lawrence,Desmond,Defensive Back,6/1/13,175,Fr.,"Charlotte, N.C. (Charlotte Christian)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206285061&Q
UNC,FBALL,2012-2013,  ,T.J. Logan,Logan,T.J.,Running Back,5/10/13,180,Fr.,"Greensboro, N.C. (Northern Guilford)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206285164&Q
UNC,FBALL,2012-2013,  ,Donnie Miles,Miles,Donnie,Defensive Back,5/11/13,200,Unk,"Lawrenceville, Ga.",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284862&Q
UNC,FBALL,2012-2013,  ,R.J. Prince,Prince,R.J.,Offensive Line,6/6/13,300,Fr.,"Albemarle, N.C. (Albemarle)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206277591&Q
UNC,FBALL,2012-2013,  ,Ryan Switzer,Switzer,Ryan,Athlete,5/10/13,175,Fr.,"Charleston, W. Va. (George Washington)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284374&Q
UNC,FBALL,2012-2013,  ,Mitch Trubisky,Trubisky,Mitch,Quarterback,6/3/13,205,Fr.,"Mentor, Ohio (Mentor)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206278361&Q
UNC,FBALL,2012-2013,  ,Brian Walker,Walker,Brian,Defensive Back,5/11/13,175,Unk,"Charlotte, N.C.",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284471&Q
UNC,FBALL,2012-2013,  ,Greg Webb,Webb,Greg,Defensive Tackle,6/2/13,310,Fr.,"Erial, N.J. (Timber Creek)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=206284368&Q
UNC,FBALL,2010-2011,2  ,Bryn Renner,Renner,Bryn,Quarterback,6/3/13,195,RFr.,"West Springfield, Va. (West Springfield)",http://www.goheels.com/ViewArticle.dbml?SPSID=667866&SPID=12962&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497717&Q
