ID_School,ID_Sport,Season,Number,Player,Last_Name,First_Name,Position,Height,Weight,Year,Eligibility,Hometown/Prior_School,Player_URL,Birthday
USC,FBALL,2011-2012,15,Ryan Henderson,Henderson,Ryan,CB,5/10/13,170,FR,--,Moreno Valley (Rancho Verde),http://www.usctrojans.com/sports/m-footbl/mtt/henderson_ryan00.html,
USC,FBALL,2011-2012,15,Jesse Scroggins,Scroggins,Jesse,QB,6/2/13,205,RS FR,SQ,"Lakewood, Calif. (Lakewood)",http://www.usctrojans.com/sports/m-footbl/mtt/scroggins_jesse00.html,
USC,FBALL,2011-2012,16,Anthony Brown,Brown,Anthony,CB,5/9/13,185,RS FR,SQ,Rialto (Kaiser),http://www.usctrojans.com/sports/m-footbl/mtt/brown_anthony00.html,
USC,FBALL,2011-2012,16,Anthony Neyer,Neyer,Anthony,QB,6/2/13,200,RS FR,SQ,Palm Desert (Xavier College Prep),http://www.usctrojans.com/sports/m-footbl/mtt/neyer_anthony00.html,
USC,FBALL,2011-2012,17,Emon Saee,Saee,Emon,QB,6/1/13,200,RS JR,SQ,Calabasas (Calabasas),http://www.usctrojans.com/sports/m-footbl/mtt/saee_emon00.html,
USC,FBALL,2011-2012,17,Taylor Ashton,Ashton,Taylor,CB,5/8/13,175,RS SR,SQ,Mission Viejo (Arizona State),http://www.usctrojans.com/sports/m-footbl/mtt/ashton_taylor00.html,
USC,FBALL,2011-2012,18,Dion Bailey,Bailey,Dion,LB,6/1/00,200,RS FR,SQ,Lakewood (Lakewood),http://www.usctrojans.com/sports/m-footbl/mtt/bailey_dion00.html,
USC,FBALL,2011-2012,18,John Manoogian,Manoogian,John,QB,6/1/00,205,RS JR,SQ,Los Angeles (Windward),http://www.usctrojans.com/sports/m-footbl/mtt/manoogian_john00.html,
USC,FBALL,2011-2012,19,Brice Butler,Butler,Brice,WR,6/4/13,195,RS JR,2V,"Norcross, GA (Norcross)",http://www.usctrojans.com/sports/m-footbl/mtt/butler_brice00.html,
USC,FBALL,2011-2012,19,Drew Mcallister,Mcallister,Drew,S,6/1/13,205,RS JR,3V,Danville (Monte Vista),http://www.usctrojans.com/sports/m-footbl/mtt/mcallister_drew00.html,
USC,FBALL,2011-2012,21,Kyle Prater,Prater,Kyle,WR,6/5/13,215,RS FR,SQ,"Maywood, Illinois (Proviso West)",http://www.usctrojans.com/sports/m-footbl/mtt/prater_kyle00.html,
USC,FBALL,2011-2012,21,Nickell Robey,Robey,Nickell,CB,5/8/13,165,SO,1V,"Frostproof, Fla. (Frostproof High School)",http://www.usctrojans.com/sports/m-footbl/mtt/robey_nickell00.html,
USC,FBALL,2011-2012,22,Curtis Mcneal,Mcneal,Curtis,TB,5/7/13,180,RS JR,1V,Los Angeles (Venice),http://www.usctrojans.com/sports/m-footbl/mtt/mcneal_curtis00.html,
USC,FBALL,2011-2012,22,Cody Romness,Romness,Cody,S,6/1/00,190,RS JR,SQ,Palm Desert (Palm Desert),http://www.usctrojans.com/sports/m-footbl/mtt/romness_cody00.html,
USC,FBALL,2011-2012,23,Alec Jaffe,Jaffe,Alec,TB,5/11/13,195,RS FR,,Laguna Beach (Fullerton JC),http://www.usctrojans.com/sports/m-footbl/mtt/jaffe_alec00.html,
USC,FBALL,2011-2012,23,Shane Horton,Horton,Shane,LB,6/1/13,200,RS SR,2V,Chatsworth (UNLV),http://www.usctrojans.com/sports/m-footbl/mtt/horton_shane00.html,
USC,FBALL,2011-2012,24,Demetrius Wright,Wright,Demetrius,S,6/1/13,195,SO,1V,Corona (Corona),http://www.usctrojans.com/sports/m-footbl/mtt/wright_demetrius00.html,
USC,FBALL,2011-2012,24,Cody Gifford,Gifford,Cody,WR,6/4/13,205,RS JR,--,"Greenwich, CT (Greenwich)",http://www.usctrojans.com/sports/m-footbl/mtt/gifford_cody00.html,
USC,FBALL,2011-2012,25,Patrick Hall,Hall,Patrick,S,6/1/00,185,RS FR,SQ,Oxnard (St. Bonaventure),http://www.usctrojans.com/sports/m-footbl/mtt/hall_patrick00.html,
USC,FBALL,2011-2012,25,Nic Curry,Curry,Nic,WR,5/11/13,195,RS SR,SQ,West Covina (South Hills),http://www.usctrojans.com/sports/m-footbl/mtt/curry_nic00.html,
USC,FBALL,2011-2012,26,Boomer Roepke,Roepke,Boomer,CB,5/8/13,180,RS SR,SQ,"Reno, NV (Reno)",http://www.usctrojans.com/sports/m-footbl/mtt/roepke_boomer01.html,
USC,FBALL,2011-2012,26,Marc Tyler,Tyler,Marc,TB,5/11/13,230,RS SR,2V,Lancaster (Oaks Christian),http://www.usctrojans.com/sports/m-footbl/mtt/tyler_marc00.html,
USC,FBALL,2011-2012,27,Kamaron Germany,Germany,Kamaron,TB,6/1/00,175,RS FR,--,Covina (Northview),http://www.usctrojans.com/sports/m-footbl/mtt/germany_kamaron00.html,
USC,FBALL,2011-2012,27,Marshall Jones,Jones,Marshall,S,5/11/13,180,RS SR,4V,Agoura Hills (Oaks Christian),http://www.usctrojans.com/sports/m-footbl/mtt/jones_marshall00.html,
USC,FBALL,2011-2012,28,Dillon Baxter,Baxter,Dillon,TB,5/11/13,195,SO,1V,"San Diego, Ca. (Mission Bay)",http://www.usctrojans.com/sports/m-footbl/mtt/baxter_dillon00.html,
USC,FBALL,2011-2012,28,Luke Freeman,Freeman,Luke,LB,5/10/13,200,RS SO,SQ,Westlake Village (Westlake),http://www.usctrojans.com/sports/m-footbl/mtt/freeman_luke00.html,
USC,FBALL,2011-2012,29,Jawanza Starling,Starling,Jawanza,S,6/1/13,195,JR,2V,"Tallahassee, FL (Lincoln)",http://www.usctrojans.com/sports/m-footbl/mtt/starling_jawanza00.html,
USC,FBALL,2011-2012,29,Michael Cox,Cox,Michael,TE,6/4/13,230,RS FR,--,Bainbridge Island WA (Bainbridge),http://www.usctrojans.com/sports/m-footbl/mtt/cox_michael00.html,
USC,FBALL,2011-2012,30,D.J. Morgan,Morgan,D.J.,TB,5/10/13,190,RS FR,SQ,"Van Nuys, Calif. (Taft)",http://www.usctrojans.com/sports/m-footbl/mtt/morgan_dj00.html,
USC,FBALL,2011-2012,30,Brian Baucham,Baucham,Brian,CB,5/10/13,170,RS JR,2V,Torrance (West Torrance),http://www.usctrojans.com/sports/m-footbl/mtt/baucham_brian00.html,
USC,FBALL,2011-2012,31,Soma Vainuku,Vainuku,Soma,FB,6/1/00,245,FR,--,Eureka (Eureka),http://www.usctrojans.com/sports/m-footbl/mtt/vainuku_soma01.html,
USC,FBALL,2011-2012,34,Tony Burnett,Burnett,Tony,S,6/1/13,195,RS JR,1V,Watts (Los Angeles SW JC),http://www.usctrojans.com/sports/m-footbl/mtt/burnett_tony00.html,
USC,FBALL,2011-2012,35,Kyle Negrete,Negrete,Kyle,P,6/1/00,210,RS JR,SQ,Fresno (San Diego),http://www.usctrojans.com/sports/m-footbl/mtt/negrete_kyle00.html,
USC,FBALL,2011-2012,35,Kris Albarado,Albarado,Kris,P,5/11/13,200,FR,--,"Lake Charles, LA (St. Louis)",http://www.usctrojans.com/sports/m-footbl/mtt/albarado_kris00.html,
USC,FBALL,2011-2012,36,Simione Vehikite,Vehikite,Simione,LB,5/11/13,225,RS SO,SQ,"Kapolei, HI (Kapolei)",http://www.usctrojans.com/sports/m-footbl/mtt/vehikite_simione01.html,
USC,FBALL,2011-2012,37,Luis Nevarez,Nevarez,Luis,S,6/1/00,190,RS SO,JC,"Visalia, Calif. (El Diamante/College of the Sequoias)",http://www.usctrojans.com/sports/m-footbl/mtt/nevarez_luis00.html,
USC,FBALL,2011-2012,37,Javorious Allen,Allen,Javorious,TB,6/1/13,205,FR,--,"Tallahasse, FL (Lincoln)",http://www.usctrojans.com/sports/m-footbl/mtt/allen_javorious00.html,
USC,FBALL,2011-2012,38,T.J. Bryant,Bryant,T.J.,CB,5/11/13,185,SR,3V,"Tallahassee, FL (Lincoln)",http://www.usctrojans.com/sports/m-footbl/mtt/bryant_tj00.html,
USC,FBALL,2011-2012,38,Cody Skene,Skene,Cody,WR,5/9/13,165,RS SO,,Oak Park (Moorpark JC),http://www.usctrojans.com/sports/m-footbl/mtt/skene_cody00.html,
USC,FBALL,2011-2012,39,Troy Cardona,Cardona,Troy,S,5/11/13,185,FR,,"Aloha, Ore. (Aloha)",http://www.usctrojans.com/sports/m-footbl/mtt/cardona_troy00.html,
USC,FBALL,2011-2012,39,Charles Burks,Burks,Charles,FB,6/1/13,220,FR,--,Costa Mesa (Edison),http://www.usctrojans.com/sports/m-footbl/mtt/burks_charles00.html,
USC,FBALL,2011-2012,40,John Auran,Auran,John,S,5/11/13,190,RS SO,--,"Phoenix, AZ (Brophy College Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/auran_john00.html,
USC,FBALL,2011-2012,40,Rhett Ellison,Ellison,Rhett,TE,6/5/13,250,RS SR,3V,Portola Valley (St. Francis),http://www.usctrojans.com/sports/m-footbl/mtt/ellison_rhett00.html,
USC,FBALL,2011-2012,41,Allen Noble,Noble,Allen,CB,5/10/13,185,RS SR,SQ,"Denver, CO (Mt. San Antonio JC)",http://www.usctrojans.com/sports/m-footbl/mtt/noble_allen00.html,
USC,FBALL,2011-2012,41,Amir Carlisle,Carlisle,Amir,TB,5/10/13,180,FR,--,Santa Clara (Kings Academy),http://www.usctrojans.com/sports/m-footbl/mtt/carlisle_amir00.html,
USC,FBALL,2011-2012,42,Devon Kennard,Kennard,Devon,DE,6/3/13,250,JR,2V,"Phoenix, AZ (Desert Vista)",http://www.usctrojans.com/sports/m-footbl/mtt/kennard_devon00.html,
USC,FBALL,2011-2012,44,Christian Tupou,Tupou,Christian,DT,6/2/13,300,RS SR,3V,Sacramento (Grant),http://www.usctrojans.com/sports/m-footbl/mtt/tupou_christian00.html,
USC,FBALL,2011-2012,45,Doug Scott,Scott,Doug,LB,6/3/13,215,RS JR,JC,"San Diego, Calif. (Cathedral Catholic/WMU/El Camino JC)",http://www.usctrojans.com/sports/m-footbl/mtt/scott_doug00.html,
USC,FBALL,2011-2012,45,Joshua Alswang,Alswang,Joshua,PK,5/10/13,160,FR,,"Greenwood Village, CO (Cherry Creek)",http://www.usctrojans.com/sports/m-footbl/mtt/alswang_joshua00.html,
USC,FBALL,2011-2012,46,Ross Cumming,Cumming,Ross,LB,6/1/13,230,SR,3V,Laguna Niguel (Santa Margarita/Naval Acad. Prep),http://www.usctrojans.com/sports/m-footbl/mtt/cumming_ross00.html,
USC,FBALL,2011-2012,46,Craig Mcmahon,Mcmahon,Craig,PK,6/1/13,180,RS FR,SQ,Bakersfield (Bakersfield),http://www.usctrojans.com/sports/m-footbl/mtt/mcmahon_craig00.html,
USC,FBALL,2011-2012,47,Taylor Ross,Ross,Taylor,TB,5/10/13,190,FR,--,Newport Beach (Sage Hill),http://www.usctrojans.com/sports/m-footbl/mtt/ross_taylor00.html,
USC,FBALL,2011-2012,47,James Harbin,Harbin,James,CB,5/10/13,170,RS SR,SQ,Los Angeles (Los Angeles Southwest JC),http://www.usctrojans.com/sports/m-footbl/mtt/harbin_james00.html,
USC,FBALL,2011-2012,48,Andre Heidari,Heidari,Andre,PK,5/10/13,210,FR,--,Bakersfield (Stockdale),http://www.usctrojans.com/sports/m-footbl/mtt/heidari_andre00.html,
USC,FBALL,2011-2012,49,Robbie Boyer,Boyer,Robbie,WR,6/1/00,175,RS JR,1V,Newport Beach (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/boyer_robbie00.html,
USC,FBALL,2011-2012,49,Sean Jackson,Jackson,Sean,CB,5/9/13,165,RS SR,,Sherman Oaks (Michigan),http://www.usctrojans.com/sports/m-footbl/mtt/jackson_sean00.html,
USC,FBALL,2011-2012,50,Abe Markowitz,Markowitz,Abe,C,6/1/13,290,RS JR,SQ,"Hawaii Kai, HI (Punahou)",http://www.usctrojans.com/sports/m-footbl/mtt/markowitz_abe00.html,
USC,FBALL,2011-2012,51,Will Andrew,Andrew,Will,LB,6/2/13,230,RS SO,1V,"Huntington Beach, Calif. (Edison)",http://www.usctrojans.com/sports/m-footbl/mtt/andrew_will00.html,
USC,FBALL,2011-2012,52,Dallas Kelley,Kelley,Dallas,LB,5/11/13,225,JR,TR,Norco (Chaffey JC),http://www.usctrojans.com/sports/m-footbl/mtt/kelley_dallas00.html,
USC,FBALL,2011-2012,53,Marquis Simmons,Simmons,Marquis,LB,6/1/13,215,RS SO,1V,Compton (Dominguez),http://www.usctrojans.com/sports/m-footbl/mtt/simmons_marquis00.html,
USC,FBALL,2011-2012,54,Chris Galippo,Galippo,Chris,LB,6/2/13,250,RS SR,4V,Corona (Servite),http://www.usctrojans.com/sports/m-footbl/mtt/galippo_chris00.html,
USC,FBALL,2011-2012,55,Lamar Dawson,Dawson,Lamar,LB,6/2/13,235,FR,--,"Junction City, KY (Boyle County)",http://www.usctrojans.com/sports/m-footbl/mtt/dawson_lamar00.html,
USC,FBALL,2011-2012,56,Anthony Sarao,Sarao,Anthony,LB,6/1/00,210,FR,--,"Egg Harbor Township, NJ (Holy Spirit)",http://www.usctrojans.com/sports/m-footbl/mtt/sarao_anthony00.html,
USC,FBALL,2011-2012,57,Augusto Alonso,Alonso,Augusto,LB,6/2/13,225,RS JR,SQ,"Omaha, NE (Creighton Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/alonso_augusto01.html,
USC,FBALL,2011-2012,58,J.R. Tavai,Tavai,J.R.,DT,6/2/13,270,FR,--,Redondo Beach (Mira Costa),http://www.usctrojans.com/sports/m-footbl/mtt/tavai_jr00.html,
USC,FBALL,2011-2012,59,John Martinez,Martinez,John,OG,6/2/13,290,RS SO,1V,"Murray, Ut. (Cottonwood)",http://www.usctrojans.com/sports/m-footbl/mtt/martinez_john00.html,
USC,FBALL,2011-2012,59,Kyle Yatabe,Yatabe,Kyle,LB,6/1/00,225,JR,TR,El Segundo (Willamette),http://www.usctrojans.com/sports/m-footbl/mtt/yatabe_kyle00.html,
USC,FBALL,2011-2012,60,John Katnik,Katnik,John,OG-C,6/2/13,270,FR,,Rolling Hills Estates (Palos Verdes),http://www.usctrojans.com/sports/m-footbl/mtt/katnik_john00.html,
USC,FBALL,2011-2012,61,Peter Mcbride,Mcbride,Peter,SNP,6/2/13,205,FR,--,"Scottsdale, Ariz. (Chaparral)",http://www.usctrojans.com/sports/m-footbl/mtt/mcbride_peter00.html,
USC,FBALL,2011-2012,62,Chris Pousson,Pousson,Chris,SNP,6/4/13,250,SR,3V,San Diego (St. Augustine),http://www.usctrojans.com/sports/m-footbl/mtt/pousson_chris00.html,
USC,FBALL,2011-2012,63,Giovanni Di Poalo,Di Poalo,Giovanni,C,6/4/13,295,RS FR,SQ,Ventura (St. Bonaventure),http://www.usctrojans.com/sports/m-footbl/mtt/dipoalo_giovanni00.html,
USC,FBALL,2011-2012,64,Cody Temple,Temple,Cody,C,6/2/13,280,FR,--,Bakersfield (Liberty),http://www.usctrojans.com/sports/m-footbl/mtt/temple_cody00.html,
USC,FBALL,2011-2012,65,Erick Jepsen,Jepsen,Erick,C,6/2/13,285,FR,--,"Moreno Valley, Calif. (La Quinta)",http://www.usctrojans.com/sports/m-footbl/mtt/jepsen_erick00.html,
USC,FBALL,2011-2012,66,Marcus Martin,Martin,Marcus,OG,6/3/13,340,FR,--,Los Angeles (Crenshaw),http://www.usctrojans.com/sports/m-footbl/mtt/martin_marcus00.html,
USC,FBALL,2011-2012,67,Tyler Grady,Grady,Tyler,DT,6/1/00,265,RS SR,--,"Beverly Hills, Calif. (Santa Monica JC)",http://www.usctrojans.com/sports/m-footbl/mtt/grady_tyler01.html,
USC,FBALL,2011-2012,68,Patrick Kim,Kim,Patrick,OG,6/3/13,295,RS FR,SQ,Chino Hills (Ayala),http://www.usctrojans.com/sports/m-footbl/mtt/kim_patrick00.html,
USC,FBALL,2011-2012,69,Cyrus Hobbi,Hobbi,Cyrus,OG,6/3/13,275,FR,--,"Scottsdale, AZ (Saguaro)",http://www.usctrojans.com/sports/m-footbl/mtt/hobbi_cyrus00.html,
USC,FBALL,2011-2012,70,Aundrey Walker,Walker,Aundrey,OT,6/6/13,375,FR,--,"Cleveland, OH (Glenville)",http://www.usctrojans.com/sports/m-footbl/mtt/walker_aundrey00.html,
USC,FBALL,2011-2012,72,Martin Coleman,Coleman,Martin,OT,6/5/13,335,RS SR,1V,Huntington Beach (Edison),http://www.usctrojans.com/sports/m-footbl/mtt/coleman_martin00.html,
USC,FBALL,2011-2012,73,David Garness,Garness,David,OT,6/5/13,290,JR,TR,"Anchorage, Alaska (San Francisco CC)",http://www.usctrojans.com/sports/m-footbl/mtt/garness_david00.html,
USC,FBALL,2011-2012,74,Jeremy Galten,Galten,Jeremy,OT-OG,6/5/13,285,JR,TR,"San Mateo, Calif. (San Mateo JC)",http://www.usctrojans.com/sports/m-footbl/mtt/galten_jeremy00.html,
USC,FBALL,2011-2012,75,Matt Kalil,Kalil,Matt,OT,6/7/13,295,RS JR,2V,Corona (Servite),http://www.usctrojans.com/sports/m-footbl/mtt/kalil_matt00.html,
USC,FBALL,2011-2012,76,Nathan Guertler,Guertler,Nathan,OT,6/5/13,275,RS FR,SQ,Norco (Norco),http://www.usctrojans.com/sports/m-footbl/mtt/guertler_nathan00.html,
USC,FBALL,2011-2012,77,Kevin Graf,Graf,Kevin,OT,6/6/13,305,RS SO,1V,Agoura Hills (Agoura),http://www.usctrojans.com/sports/m-footbl/mtt/graf_kevin00.html,
USC,FBALL,2011-2012,78,Khaled Holmes,Holmes,Khaled,C,6/4/13,310,RS JR,2V,Santa Ana (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/holmes_khaled00.html,
USC,FBALL,2011-2012,79,Peter Yobo,Yobo,Peter,OT,6/4/13,270,RS SR,SQ,"Brunswick, NJ (San Jose State)",http://www.usctrojans.com/sports/m-footbl/mtt/yobo_peter00.html,
USC,FBALL,2011-2012,80,Brandon Carswell,Carswell,Brandon,WR,6/1/13,190,RS SR,3V,Milpitas (Milpitas),http://www.usctrojans.com/sports/m-footbl/mtt/carswell_brandon00.html,
USC,FBALL,2011-2012,81,Kevin Greene,Greene,Kevin,DE,6/4/13,260,RS SO,1V,"Oakland, Calif. (Sacred Heart Cathedral Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/greene_kevin00.html,
USC,FBALL,2011-2012,82,Randall Telfer,Telfer,Randall,TE,6/4/13,230,RS FR,SQ,Rancho Cucamonga (Rancho Cucamonga),http://www.usctrojans.com/sports/m-footbl/mtt/telfer_randall00.html,
USC,FBALL,2011-2012,85,Victor Blackwell,Blackwell,Victor,WR,6/1/13,185,FR,--,Cerritos (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/blackwell_victor00.html,
USC,FBALL,2011-2012,86,Xavier Grimble,Grimble,Xavier,TE,6/5/13,245,RS FR,SQ,"Las Vegas, Nev. (Bishop Gorman)",http://www.usctrojans.com/sports/m-footbl/mtt/grimble_xavier00.html,
USC,FBALL,2011-2012,87,Junior Pomee,Pomee,Junior,TE,6/3/13,235,FR,--,Perris (Rancho Verde),http://www.usctrojans.com/sports/m-footbl/mtt/pomee_junior00.html,
USC,FBALL,2011-2012,87,Eric Childs,Childs,Eric,DE,6/4/13,225,RS JR,SQ,"Cypress, Calif. (St. Michael's Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/childs_eric01.html,
USC,FBALL,2011-2012,89,Christian Thomas,Thomas,Christian,TE,6/3/13,235,SO,1V,Palmdale (Highland),http://www.usctrojans.com/sports/m-footbl/mtt/thomas_christian00.html,
USC,FBALL,2011-2012,90,George Uko,Uko,George,DT,6/3/13,295,RS FR,SQ,Chino (Don Lugo),http://www.usctrojans.com/sports/m-footbl/mtt/uko_george00.html,
USC,FBALL,2011-2012,92,Zack Kusnir,Kusnir,Zack,DE,6/5/13,250,RS SR,SQ,"La Jolla, Calif. (San Diego State)",http://www.usctrojans.com/sports/m-footbl/mtt/kusnir_zack00.html,
USC,FBALL,2011-2012,93,Greg Townsend Jr.,Townsend Jr.,Greg,DE,6/3/13,275,FR,--,Los Angeles (Beverely Hills),http://www.usctrojans.com/sports/m-footbl/mtt/townsendjr_greg00.html,
USC,FBALL,2011-2012,94,Armond Armstead,Armstead,Armond,DE,6/5/13,290,SR,3V,Sacramento (Pleasant Grove),http://www.usctrojans.com/sports/m-footbl/mtt/armstead_armond00.html,
USC,FBALL,2011-2012,96,Wes Horton,Horton,Wes,DE,6/5/13,265,RS JR,2V,Chatsworth (Notre Dame),http://www.usctrojans.com/sports/m-footbl/mtt/horton_wes00.html,
USC,FBALL,2011-2012,97,Christian Heyward,Heyward,Christian,DT,6/2/13,275,FR,--,San Diego (Point Loma),http://www.usctrojans.com/sports/m-footbl/mtt/heyward_christian00.html,
USC,FBALL,2011-2012,98,DaJohn Harris,Harris,DaJohn,DT,6/4/13,310,RS SR,3V,Inglewood (Serra),http://www.usctrojans.com/sports/m-footbl/mtt/harris_dajohn00.html,
USC,FBALL,2011-2012,99,Antwaun Woods,Woods,Antwaun,DT,6/1/13,325,FR,--,Los Angeles (Taft),http://www.usctrojans.com/sports/m-footbl/mtt/woods_antwaun00.html,
USC,FBALL,2010-2011,57,Augusto Alonso,Alonso,Augusto,LB,6/2/13,220,RS SO,,"Omaha, NE (Creighton Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/alonso_augusto01.html,
USC,FBALL,2010-2011,51,Will Andrew,Andrew,Will,LB,6/2/13,225,RS FR,SQ,"Huntington Beach, Calif. (Edison)",http://www.usctrojans.com/sports/m-footbl/mtt/andrew_will00.html,
USC,FBALL,2010-2011,94,Armond Armstead,Armstead,Armond,DE,6/5/13,295,JR,2V,Sacramento (Pleasant Grove),http://www.usctrojans.com/sports/m-footbl/mtt/armstead_armond00.html,
USC,FBALL,2010-2011,9,Taylor Ashton,Ashton,Taylor,CB,5/8/13,175,RS JR,TR,Mission Viejo (Arizona State),http://www.usctrojans.com/sports/m-footbl/mtt/ashton_taylor00.html,
USC,FBALL,2010-2011,9,David Ausberry,Ausberry,David,WR-TE,6/4/13,235,RS SR,3V,Lemoore (Lemoore),http://www.usctrojans.com/sports/m-footbl/mtt/ausberry_david00.html,
USC,FBALL,2010-2011,88,Blake Ayles,Ayles,Blake,TE,6/5/13,245,JR,1V,Orange (Orange Lutheran),http://www.usctrojans.com/sports/m-footbl/mtt/ayles_blake00.html,
USC,FBALL,2010-2011,18,Dion Bailey,Bailey,Dion,S,6/1/13,195,FR,,Lakewood (Lakewood),http://www.usctrojans.com/sports/m-footbl/mtt/bailey_dion00.html,
USC,FBALL,2010-2011,7,Matt Barkley,Barkley,Matt,QB,6/2/13,220,SO,1V,Newport Beach (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/barkley_matt00.html,
USC,FBALL,2010-2011,30,Brian Baucham,Baucham,Brian,CB,5/11/13,180,RS SO,1V,Torrance (West Torrance),http://www.usctrojans.com/sports/m-footbl/mtt/baucham_brian00.html,
USC,FBALL,2010-2011,28,Dillon Baxter,Baxter,Dillon,TB,6/1/00,195,FR,,"San Diego, Ca. (Mission Bay HS)",http://www.usctrojans.com/sports/m-footbl/mtt/baxter_dillon00.html,
USC,FBALL,2010-2011,56,James Boyd,Boyd,James,DE,6/4/13,245,RS FR,SQ,Bakersfield (Jordan),http://www.usctrojans.com/sports/m-footbl/mtt/boyd_james00.html,
USC,FBALL,2010-2011,49,Robbie Boyer,Boyer,Robbie,WR,6/1/00,180,RS SO,SQ,Newport Beach (Mater Dei),http://www.usctrojans.com/sports/m-footbl/mtt/boyer_robbie00.html,
USC,FBALL,2010-2011,21,Allen Bradford,Bradford,Allen,TB,6/1/00,235,RS SR,4V,San Bernardino (Colton),http://www.usctrojans.com/sports/m-footbl/mtt/bradford_allen00.html,
USC,FBALL,2010-2011,16,Anthony Brown,Brown,Anthony,CB,6/1/00,185,FR,,Rialto (Kaiser),http://www.usctrojans.com/sports/m-footbl/mtt/brown_anthony00.html,
USC,FBALL,2010-2011,38,T.J. Bryant,Bryant,T.J.,CB,6/1/00,180,JR,2V,"Tallahassee, FL (Lincoln)",http://www.usctrojans.com/sports/m-footbl/mtt/bryant_tj00.html,
USC,FBALL,2010-2011,34,Tony Burnett,Burnett,Tony,CB,6/1/13,195,SO,,Watts (Los Angeles Southwest JC),http://www.usctrojans.com/sports/m-footbl/mtt/burnett_tony00.html,
USC,FBALL,2010-2011,19,Brice Butler,Butler,Brice,WR,6/4/13,195,RS SO,1V,"Norcross, GA (Norcross)",http://www.usctrojans.com/sports/m-footbl/mtt/butler_brice00.html,
USC,FBALL,2010-2011,84,Jordan Cameron,Cameron,Jordan,TE,6/5/13,235,RS SR,2V,"Newbury Park, CA (BYU)",http://www.usctrojans.com/sports/m-footbl/mtt/cameron_jordan00.html,
USC,FBALL,2010-2011,80,Brandon Carswell,Carswell,Brandon,WR,6/1/13,190,RS JR,2V,Milpitas (Milpitas),http://www.usctrojans.com/sports/m-footbl/mtt/carswell_brandon00.html,
USC,FBALL,2010-2011,40,Greg Caruso,Caruso,Greg,S,6/2/13,170,FR,Fr.,Brentwood (Brentwood),http://www.usctrojans.com/sports/m-footbl/mtt/caruso_greg00.html,
USC,FBALL,2010-2011,91,Jurrell Casey,Casey,Jurrell,DT,6/1/13,305,JR,2V,Long Beach (Poly),http://www.usctrojans.com/sports/m-footbl/mtt/casey_jurrell00.html,
USC,FBALL,2010-2011,87,Eric Childs,Childs,Eric,TE,6/4/13,230,RS SO,,"Cypress, Calif. (St. Michael's Prep)",http://www.usctrojans.com/sports/m-footbl/mtt/childs_eric01.html,
USC,FBALL,2010-2011,72,Martin Coleman,Coleman,Martin,OT,6/5/13,335,RS JR,2V,Huntington Beach (Edison),http://www.usctrojans.com/sports/m-footbl/mtt/coleman_martin00.html,
USC,FBALL,2010-2011,81,Thearon Collier,Collier,Thearon,WR,5/9/13,190,JR,TR,"Miami, FL (Miami)",http://www.usctrojans.com/sports/m-footbl/mtt/collier_thearon00.html,
USC,FBALL,2010-2011,45,Omari Crittenden,Crittenden,Omari,CB,6/1/00,190,SR,SQ,"Modesto, CA (Modesto JC)",http://www.usctrojans.com/sports/m-footbl/mtt/crittenden_omari00.html,
USC,FBALL,2010-2011,46,Ross Cumming,Cumming,Ross,LB,6/1/13,230,JR,2V,Laguna Niguel (Santa Margarita/Naval Acad. Prep),http://www.usctrojans.com/sports/m-footbl/mtt/cumming_ross00.html,
USC,FBALL,2010-2011,25,Nic Curry,Curry,Nic,WR,5/11/13,190,RS JR,,West Covina (South Hills),http://www.usctrojans.com/sports/m-footbl/mtt/curry_nic00.html,
USC,FBALL,2010-2011,63,Giovanni Di Poalo,Di Poalo,Giovanni,C,6/6/13,295,FR,,Ventura (St. Bonaventure),http://www.usctrojans.com/sports/m-footbl/mtt/dipoalo_giovanni00.html,
USC,FBALL,2010-2011,40,Rhett Ellison,Ellison,Rhett,TE,6/5/13,245,RS JR,2V,Portola Valley (St. Francis),http://www.usctrojans.com/sports/m-footbl/mtt/ellison_rhett00.html,
USC,FBALL,2010-2011,92,Hebron Fangupo,Fangupo,Hebron,DT,6/2/13,310,RS JR,1V,"Santa Ana, Calif. (Mt. San Antonio JC)",http://www.usctrojans.com/sports/m-footbl/mtt/fangupo_hebron00.html,
USC,FBALL,2010-2011,10,De'Von Flournoy,Flournoy,De'Von,WR,6/1/00,185,SO,1V,"Studio City, Calif. (Birmingham)",http://www.usctrojans.com/sports/m-footbl/mtt/flournoy_devon00.html,
USC,FBALL,2010-2011,28,Luke Freeman,Freeman,Luke,LB,5/10/13,200,RS FR,,Westlake Village (Westlake),http://www.usctrojans.com/sports/m-footbl/mtt/freeman_luke00.html,
