Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Brian Cook,Houston Rockets,"$3,500,000 ",2009-2010,,,,,
Brian Scalabrine,Boston Celtics,"$3,413,793 ",2009-2010,,,,,
Brian Skinner,Los Angeles Clippers,"$1,306,455 ",2009-2010,,,,,
Brook Lopez,New Jersey Nets,"$2,255,880 ",2009-2010,,,,,
Bruce Bowen,Milwaukee Bucks,"$2,100,000 ",2009-2010,,,,,
C.J. Miles,Utah Jazz,"$3,700,000 ",2009-2010,,,,,
C.J. Watson,Golden State Warriors,"$1,000,497 ",2009-2010,,,,,
Carl Landry,Sacramento Kings,"$3,000,000 ",2009-2010,,,,,
Carlos Arroyo,Miami Heat,"$1,107,572 ",2009-2010,,,,,
Carlos Boozer,Utah Jazz,"$12,656,900 ",2009-2010,,,,,
Carlos Delfino,Milwaukee Bucks,"$3,500,000 ",2009-2010,,,,,
Carmelo Anthony,Denver Nuggets,"$15,779,913 ",2009-2010,,,,,
Caron Butler,Dallas Mavericks,"$9,780,970 ",2009-2010,,,,,
Cartier Martin,Washington Wizards,"$69,310 ",2009-2010,,,,,
Cartier Martin,Golden State Warriors,"$86,638 ",2009-2010,,,,,
Cedric Jackson,San Antonio Spurs,"$26,917 ",2009-2010,,,,,
Cedric Jackson,Washington Wizards,"$40,375 ",2009-2010,,,,,
Cedric Jackson,Cleveland Cavaliers,"$53,834 ",2009-2010,,,,,
Channing Frye,Phoenix Suns,"$1,990,000 ",2009-2010,,,,,
Charlie Bell,Golden State Warriors,"$4,199,312 ",2009-2010,,,,,
Charlie Villaneuva,Detroit Pistons,"$6,500,000 ",2009-2010,,,,,
Chase Budinger,Houston Rockets,"$725,000 ",2009-2010,,,,,
Chauncey Billups,Denver Nuggets,"$12,100,000 ",2009-2010,,,,,
Chris Andersen,Denver Nuggets,"$4,197,500 ",2009-2010,,,,,
Chris Bosh,Toronto Raptors,"$15,779,912 ",2009-2010,,,,,
Chris Douglas-Roberts,Milwaukee Bucks,"$736,420 ",2009-2010,,,,,
Chris Duhon,New York Knicks,"$6,031,800 ",2009-2010,,,,,
Chris Hunter,Golden State Warriors,"$632,455 ",2009-2010,,,,,
Chris Kaman,Los Angeles Clippers,"$10,900,000 ",2009-2010,,,,,
Chris Paul,New Orleans Hornets,"$13,520,500 ",2009-2010,,,,,
Chris Quinn,New Jersey Nets,"$1,050,387 ",2009-2010,,,,,
Chris Richard,Chicago Bulls,"$268,577 ",2009-2010,,,,,
Chris Wilcox,Detroit Pistons,"$3,000,000 ",2009-2010,,,,,
Chuck Hayes,Houston Rockets,"$1,815,000 ",2009-2010,,,,,
Chucky Atkins,Minnesota Timberwolves,"$760,000 ",2009-2010,,,,,
Chucky Atkins,Detroit Pistons,"$1,306,455 ",2009-2010,,,,,
Coby Karl,Denver Nuggets,"$21,659 ",2009-2010,,,,,
Coby Karl,Golden State Warriors,"$43,319 ",2009-2010,,,,,
Coby Karl,Cleveland Cavaliers,"$320,559 ",2009-2010,,,,,
Corey Brewer,Minnesota Timberwolves,"$2,916,120 ",2009-2010,,,,,
Corey Maggette,Milwaukee Bucks,"$8,937,931 ",2009-2010,,,,,
Courtney Lee,New Jersey Nets,"$1,264,440 ",2009-2010,,,,,
Craig Smith,Los Angeles Clippers,"$2,300,000 ",2009-2010,,,,,
Curtis Jerrells,San Antonio Spurs,"$131,526 ",2009-2010,,,,,
Cuttino Mobley,New York Knicks,"$9,500,000 ",2009-2010,,,,,
D.J. Augustin,Charlotte Bobcats,"$2,374,680 ",2009-2010,,,,,
D.J. White,Oklahoma City Thunder,"$1,036,440 ",2009-2010,,,,,
Daequan Cook,Oklahoma City Thunder,"$1,362,120 ",2009-2010,,,,,
Dahntay Jones,Indiana Pacers,"$2,500,000 ",2009-2010,,,,,
DaJuan Summers,Detroit Pistons,"$457,588 ",2009-2010,,,,,
Damien Wilkins,Minnesota Timberwolves,"$3,630,000 ",2009-2010,,,,,
Dan Gadzuric,Golden State Warriors,"$6,749,260 ",2009-2010,,,,,
Daniel Gibson,Cleveland Cavaliers,"$4,088,500 ",2009-2010,,,,,
Daniel Green,Cleveland Cavaliers,"$457,588 ",2009-2010,,,,,
Danilo Gallinari,New York Knicks,"$3,089,040 ",2009-2010,,,,,
Danny Granger,Indiana Pacers,"$9,930,500 ",2009-2010,,,,,
Dante Cunningham,Portland Trail Blazers,"$457,588 ",2009-2010,,,,,
Darius Miles,Portland Trail Blazers,"$9,000,000 ",2009-2010,,,,,
Darius Songaila,New Orleans Hornets,"$4,526,000 ",2009-2010,,,,,
Darko Milicic,Minnesota Timberwolves,"$7,540,000 ",2009-2010,,,,,
Darnell Jackson,Milwaukee Bucks,"$82,306 ",2009-2010,,,,,
Darnell Jackson,Cleveland Cavaliers,"$736,420 ",2009-2010,,,,,
Darrell Arthur,Memphis Grizzlies,"$1,050,480 ",2009-2010,,,,,
Darren Collison,New Orleans Hornets,"$1,266,120 ",2009-2010,,,,,
David Andersen,Houston Rockets,"$2,314,815 ",2009-2010,,,,,
David Lee,New York Knicks,"$7,000,000 ",2009-2010,,,,,
David West,New Orleans Hornets,"$9,075,000 ",2009-2010,,,,,
DeAndre Jordan,Los Angeles Clippers,"$736,420 ",2009-2010,,,,,
DeJuan Blair,San Antonio Spurs,"$850,000 ",2009-2010,,,,,
Delonte West,Cleveland Cavaliers,"$4,254,250 ",2009-2010,,,,,
DeMar DeRozan,Toronto Raptors,"$2,282,640 ",2009-2010,,,,,
DeMarre Carroll,Memphis Grizzlies,"$1,009,680 ",2009-2010,,,,,
Derek Fisher,Los Angeles Lakers,"$5,048,000 ",2009-2010,,,,,
Deron Washington,Detroit Pistons,"$250,000 ",2009-2010,,,,,
Deron Williams,Utah Jazz,"$13,520,500 ",2009-2010,,,,,
Derrick Brown,Charlotte Bobcats,"$457,588 ",2009-2010,,,,,
Derrick Byars,Chicago Bulls,"$10,767 ",2009-2010,,,,,
Derrick Rose,Chicago Bulls,"$5,184,480 ",2009-2010,,,,,
DeSagana Diop,Charlotte Bobcats,"$6,031,800 ",2009-2010,,,,,
DeShawn Stevenson,Dallas Mavericks,"$3,883,929 ",2009-2010,,,,,
Desmond Mason,Sacramento Kings,"$97,809 ",2009-2010,,,,,
Devean George,Golden State Warriors,"$1,600,000 ",2009-2010,,,,,
Devin Brown,Chicago Bulls,"$1,159,042 ",2009-2010,,,,,
Devin Harris,New Jersey Nets,"$8,400,000 ",2009-2010,,,,,
Didier Ilunga-Mbenga,Los Angeles Lakers,"$959,111 ",2009-2010,,,,,
Dirk Nowitzki,Dallas Mavericks,"$19,795,714 ",2009-2010,,,,,
Dominic McGuire,Sacramento Kings,"$825,497 ",2009-2010,,,,,
Donte Greene,Sacramento Kings,"$870,000 ",2009-2010,,,,,
Dorell Wright,Miami Heat,"$2,887,165 ",2009-2010,,,,,
Drew Gooden,Los Angeles Clippers,"$4,579,412 ",2009-2010,,,,,
Dwayne Jones,Phoenix Suns,"$52,052 ",2009-2010,,,,,
Dwight Howard,Orlando Magic,"$15,202,590 ",2009-2010,,,,,
Dwyane Wade,Miami Heat,"$15,779,913 ",2009-2010,,,,,
Earl Barron,New York Knicks,"$65,397 ",2009-2010,,,,,
Earl Boykins,Washington Wizards,"$1,191,180 ",2009-2010,,,,,
Earl Clark,Phoenix Suns,"$1,766,280 ",2009-2010,,,,,
Earl Watson,Indiana Pacers,"$2,800,000 ",2009-2010,,,,,
Earl Watson,Oklahoma City Thunder,"$3,475,000 ",2009-2010,,,,,
Eddie House,New York Knicks,"$2,931,446 ",2009-2010,,,,,
Eddy Curry,New York Knicks,"$10,500,423 ",2009-2010,,,,,
Eduardo Najera,Dallas Mavericks,"$3,000,000 ",2009-2010,,,,,
Elton Brand,Philadelphia 76ers,"$14,858,472 ",2009-2010,,,,,
Emanuel Ginobili,San Antonio Spurs,"$10,728,130 ",2009-2010,,,,,
Emeka Okafor,New Orleans Hornets,"$10,497,500 ",2009-2010,,,,,
Eric Gordon,Los Angeles Clippers,"$2,819,880 ",2009-2010,,,,,
Eric Maynor,Oklahoma City Thunder,"$1,318,920 ",2009-2010,,,,,
Erick Dampier,Dallas Mavericks,"$12,115,500 ",2009-2010,,,,,
Ersan Ilyasova,Milwaukee Bucks,"$2,100,000 ",2009-2010,,,,,
Etan Thomas,Oklahoma City Thunder,"$7,906,088 ",2009-2010,,,,,
Fabricio Oberto,Detroit Pistons,"$1,273,210 ",2009-2010,,,,,
Fabricio Oberto,Washington Wizards,"$1,990,000 ",2009-2010,,,,,
Francisco Elson,Philadelphia 76ers,"$1,700,000 ",2009-2010,,,,,
Francisco Garcia,Sacramento Kings,"$5,800,000 ",2009-2010,,,,,
Garrett Temple,Sacramento Kings,"$26,917 ",2009-2010,,,,,
Garrett Temple,Houston Rockets,"$53,834 ",2009-2010,,,,,
Garrett Temple,San Antonio Spurs,"$86,134 ",2009-2010,,,,,
George Hill,San Antonio Spurs,"$1,081,680 ",2009-2010,,,,,
Gerald Henderson,Charlotte Bobcats,"$1,957,080 ",2009-2010,,,,,
Gerald Wallace,Charlotte Bobcats,"$10,500,000 ",2009-2010,,,,,
Gilbert Arenas,Washington Wizards,"$11,524,950 ",2009-2010,,,,,
Glen Davis,Boston Celtics,"$3,000,004 ",2009-2010,,,,,
Goran Dragic,Phoenix Suns,"$1,836,000 ",2009-2010,,,,,
Grant Hill,Phoenix Suns,"$3,000,000 ",2009-2010,,,,,
Greg Buckner,Dallas Mavericks,"$1,062,397 ",2009-2010,,,,,
Greg Oden,Portland Trail Blazers,"$5,361,240 ",2009-2010,,,,,
Greg Steimsma,Minnesota Timberwolves,"$5,383 ",2009-2010,,,,,
Hakim Warrick,Chicago Bulls,"$3,000,000 ",2009-2010,,,,,
Hamed Haddadi,Memphis Grizzlies,"$1,627,779 ",2009-2010,,,,,
Hasheem Thabeet,Memphis Grizzlies,"$4,458,840 ",2009-2010,,,,,
Hidayet Turkoglu,Toronto Raptors,"$9,000,000 ",2009-2010,,,,,
Hilton Armstrong,Houston Rockets,"$2,801,198 ",2009-2010,,,,,
Ian Mahinmi,San Antonio Spurs,"$989,670 ",2009-2010,,,,,
Ike Diogu,New Orleans Hornets,"$884,881 ",2009-2010,,,,,
Ime Udoka,Sacramento Kings,"$913,976 ",2009-2010,,,,,
J.J. Hickson,Cleveland Cavaliers,"$1,429,200 ",2009-2010,,,,,
J.J. Redick,Orlando Magic,"$2,839,408 ",2009-2010,,,,,
J.R. Giddens,New York Knicks,"$1,028,880 ",2009-2010,,,,,
Jamaal Magloire,Miami Heat,"$1,187,686 ",2009-2010,,,,,
Jamaal Tinsley,Memphis Grizzlies,"$990,300 ",2009-2010,,,,,
Jamaal Tinsley,Indiana Pacers,"$5,240,816 ",2009-2010,,,,,
Jamal Crawford,Atlanta Hawks,"$9,360,000 ",2009-2010,,,,,
Jamario Moon,Cleveland Cavaliers,"$3,000,000 ",2009-2010,,,,,
Jameer Nelson,Orlando Magic,"$7,800,000 ",2009-2010,,,,,
James Harden,Oklahoma City Thunder,"$4,004,160 ",2009-2010,,,,,
James Johnson,Chicago Bulls,"$1,594,080 ",2009-2010,,,,,
James Jones,Miami Heat,"$4,330,000 ",2009-2010,,,,,
James Posey,New Orleans Hornets,"$6,031,800 ",2009-2010,,,,,
James Singleton,Washington Wizards,"$1,030,189 ",2009-2010,,,,,
JamesOn Curry,Los Angeles Clippers,"$48,559 ",2009-2010,,,,,
Jannero Pargo,Chicago Bulls,"$1,990,000 ",2009-2010,,,,,
Jared Dudley,Phoenix Suns,"$1,307,640 ",2009-2010,,,,,
Jared Jeffries,Houston Rockets,"$7,812,990 ",2009-2010,,,,,
Jarrett Jack,Toronto Raptors,"$5,000,000 ",2009-2010,,,,,
Jarron Collins,Phoenix Suns,"$1,181,803 ",2009-2010,,,,,
Jarvis Hayes,New Jersey Nets,"$2,062,800 ",2009-2010,,,,,
Jason Collins,Atlanta Hawks,"$1,107,572 ",2009-2010,,,,,
Jason Hart,New Orleans Hornets,"$69,518 ",2009-2010,,,,,
Jason Hart,Phoenix Suns,"$458,818 ",2009-2010,,,,,
Jason Kapono,Philadelphia 76ers,"$6,212,960 ",2009-2010,,,,,
Jason Kidd,Dallas Mavericks,"$8,100,000 ",2009-2010,,,,,
Jason Maxiell,Detroit Pistons,"$5,000,000 ",2009-2010,,,,,
Jason Richardson,Phoenix Suns,"$13,333,332 ",2009-2010,,,,,
Jason Smith,Philadelphia 76ers,"$1,418,880 ",2009-2010,,,,,
Jason Terry,Dallas Mavericks,"$9,075,000 ",2009-2010,,,,,
Jason Thompson,Sacramento Kings,"$2,035,920 ",2009-2010,,,,,
Jason Williams,Orlando Magic,"$1,306,455 ",2009-2010,,,,,
JaVale McGee,Washington Wizards,"$1,496,640 ",2009-2010,,,,,
Javaris Crittenton,Washington Wizards,"$1,143,215 ",2009-2010,,,,,
Jawad Williams,Cleveland Cavaliers,"$736,420 ",2009-2010,,,,,
Jeff Foster,Indiana Pacers,"$6,077,500 ",2009-2010,,,,,
Jeff Green,Oklahoma City Thunder,"$3,516,960 ",2009-2010,,,,,
Jeff Pendergraph,Portland Trail Blazers,"$457,588 ",2009-2010,,,,,
Jeff Teague,Atlanta Hawks,"$1,373,880 ",2009-2010,,,,,
Jermaine O'Neal,Miami Heat,"$23,016,000 ",2009-2010,,,,,
Jermaine Taylor,Houston Rockets,"$725,000 ",2009-2010,,,,,
Jermareo Davidson,Golden State Warriors,"$75,000 ",2009-2010,,,,,
Jerome James,Chicago Bulls,"$6,600,000 ",2009-2010,,,,,
Jerry Stackhouse,Milwaukee Bucks,"$668,598 ",2009-2010,,,,,
Jerry Stackhouse,Memphis Grizzlies,"$2,000,000 ",2009-2010,,,,,
Jerryd Bayless,Portland Trail Blazers,"$2,143,080 ",2009-2010,,,,,
Joakim Noah,Chicago Bulls,"$2,455,680 ",2009-2010,,,,,
Jodie Meeks,Philadelphia 76ers,"$650,000 ",2009-2010,,,,,
Joe Alexander,Chicago Bulls,"$2,583,360 ",2009-2010,,,,,
Joe Crawford,New York Knicks,"$50,000 ",2009-2010,,,,,
Joe Johnson,Atlanta Hawks,"$14,976,754 ",2009-2010,,,,,
Joe Smith,Atlanta Hawks,"$1,306,455 ",2009-2010,,,,,
Joel Anthony,Miami Heat,"$825,497 ",2009-2010,,,,,
Joel Przybilla,Portland Trail Blazers,"$6,857,725 ",2009-2010,,,,,
Joey Dorsey,Toronto Raptors,"$47,651 ",2009-2010,,,,,
Joey Dorsey,Sacramento Kings,"$881,000 ",2009-2010,,,,,
Joey Graham,Denver Nuggets,"$884,881 ",2009-2010,,,,,
Johan Petro,Denver Nuggets,"$884,881 ",2009-2010,,,,,
John Salmons,Milwaukee Bucks,"$6,429,151 ",2009-2010,,,,,
Jon Brockman,Sacramento Kings,"$457,588 ",2009-2010,,,,,
Jonas Jerebko,Detroit Pistons,"$457,588 ",2009-2010,,,,,
Jonathan Bender,New York Knicks,"$801,361 ",2009-2010,,,,,
Jonny Flynn,Minnesota Timberwolves,"$2,969,280 ",2009-2010,,,,,
Jordan Farmar,Los Angeles Lakers,"$1,947,240 ",2009-2010,,,,,
Jordan Hill,Houston Rockets,"$2,483,280 ",2009-2010,,,,,
Jose Barea,Dallas Mavericks,"$1,657,500 ",2009-2010,,,,,
Jose Calderon,Toronto Raptors,"$8,219,007 ",2009-2010,,,,,
Josh Boone,New Jersey Nets,"$2,056,968 ",2009-2010,,,,,
Josh Howard,Washington Wizards,"$10,890,000 ",2009-2010,,,,,
Josh McRoberts,Indiana Pacers,"$825,497 ",2009-2010,,,,,
Josh Powell,Los Angeles Lakers,"$959,111 ",2009-2010,,,,,
Josh Smith,Atlanta Hawks,"$10,900,000 ",2009-2010,,,,,
JR Smith,Denver Nuggets,"$6,171,426 ",2009-2010,,,,,
Jrue Holiday,Philadelphia 76ers,"$1,514,280 ",2009-2010,,,,,
Julian Wright,New Orleans Hornets,"$2,000,040 ",2009-2010,,,,,
Juwan Howard,Portland Trail Blazers,"$1,306,455 ",2009-2010,,,,,
Kareem Rush,Los Angeles Clippers,"$1,033,342 ",2009-2010,,,,,
Keith Bogans,San Antonio Spurs,"$1,033,342 ",2009-2010,,,,,
Kelenna Azubuike,Golden State Warriors,"$3,100,000 ",2009-2010,,,,,
Kendrick Perkins,Boston Celtics,"$4,500,000 ",2009-2010,,,,,
Kenny Hasbrouck,Miami Heat,"$78,059 ",2009-2010,,,,,
Kenny Thomas,Sacramento Kings,"$8,775,000 ",2009-2010,,,,,
Kenyon Martin,Denver Nuggets,"$15,613,636 ",2009-2010,,,,,
Kevin Durant,Oklahoma City Thunder,"$4,796,880 ",2009-2010,,,,,
Kevin Garnett,Boston Celtics,"$16,417,044 ",2009-2010,,,,,
Kevin Love,Minnesota Timberwolves,"$3,401,040 ",2009-2010,,,,,
Kevin Martin,Houston Rockets,"$9,680,170 ",2009-2010,,,,,
Kevin Ollie,Oklahoma City Thunder,"$1,306,455 ",2009-2010,,,,,
Keyon Dooling,New Jersey Nets,"$3,564,000 ",2009-2010,,,,,
Kirk Hinrich,Chicago Bulls,"$9,500,000 ",2009-2010,,,,,
Kobe Bryant,Los Angeles Lakers,"$23,034,375 ",2009-2010,,,,,
Kosta Koufos,Utah Jazz,"$1,214,040 ",2009-2010,,,,,
Kris Humphries,New Jersey Nets,"$2,900,000 ",2009-2010,,,,,
Kurt Thomas,Milwaukee Bucks,"$3,800,000 ",2009-2010,,,,,
Kwame Brown,Detroit Pistons,"$4,000,000 ",2009-2010,,,,,
Kyle Korver,Utah Jazz,"$5,163,636 ",2009-2010,,,,,
Kyle Lowry,Houston Rockets,"$2,034,996 ",2009-2010,,,,,
Kyle Weaver,Oklahoma City Thunder,"$870,968 ",2009-2010,,,,,
Kyrylo Fesenko,Utah Jazz,"$870,000 ",2009-2010,,,,,
Lamar Odom,Los Angeles Lakers,"$7,500,000 ",2009-2010,,,,,
LaMarcus Aldridge,Portland Trail Blazers,"$5,844,827 ",2009-2010,,,,,
Larry Hughes,Charlotte Bobcats,"$253,606 ",2009-2010,,,,,
Larry Hughes,Sacramento Kings,"$13,000,000 ",2009-2010,,,,,
Leandro Barbosa,Phoenix Suns,"$6,600,000 ",2009-2010,,,,,
LeBron James,Cleveland Cavaliers,"$15,779,913 ",2009-2010,,,,,
Leon Powe,Cleveland Cavaliers,"$855,189 ",2009-2010,,,,,
Lester Hudson,Memphis Grizzlies,"$457,588 ",2009-2010,,,,,
Lindsey Hunter,Chicago Bulls,"$1,306,455 ",2009-2010,,,,,
Linton Johnson,Orlando Magic,"$24,314 ",2009-2010,,,,,
Louis Amundson,Phoenix Suns,"$855,189 ",2009-2010,,,,,
Louis Williams,Philadelphia 76ers,"$4,972,500 ",2009-2010,,,,,
Luc Richard Mbah a Moute,Milwaukee Bucks,"$736,420 ",2009-2010,,,,,
Luis Scola,Houston Rockets,"$3,284,667 ",2009-2010,,,,,
Luke Ridnour,Milwaukee Bucks,"$6,500,000 ",2009-2010,,,,,
Luke Walton,Los Angeles Lakers,"$4,840,000 ",2009-2010,,,,,
Luol Deng,Chicago Bulls,"$10,365,000 ",2009-2010,,,,,
Luther Head,Indiana Pacers,"$884,881 ",2009-2010,,,,,
Malik Allen,Denver Nuggets,"$1,300,000 ",2009-2010,,,,,
Malik Hairston,San Antonio Spurs,"$736,420 ",2009-2010,,,,,
Marc Gasol,Memphis Grizzlies,"$3,333,333 ",2009-2010,,,,,
Marcin Gortat,Orlando Magic,"$5,854,000 ",2009-2010,,,,,
Marco Belinelli,Toronto Raptors,"$1,547,640 ",2009-2010,,,,,
Marcus Banks,Toronto Raptors,"$4,553,793 ",2009-2010,,,,,
Marcus Camby,Portland Trail Blazers,"$9,650,000 ",2009-2010,,,,,
Marcus Haislip,San Antonio Spurs,"$855,189 ",2009-2010,,,,,
Marcus Landry,Boston Celtics,"$457,588 ",2009-2010,,,,,
Marcus Thornton,New Orleans Hornets,"$457,588 ",2009-2010,,,,,
Marcus Williams,San Antonio Spurs,"$25,000 ",2009-2010,,,,,
Marcus Williams,Memphis Grizzlies,"$855,189 ",2009-2010,,,,,
Mardy Collins,Los Angeles Clippers,"$1,867,742 ",2009-2010,,,,,
Mario Chalmers,Miami Heat,"$756,000 ",2009-2010,,,,,
Mario West,Atlanta Hawks,"$451,595 ",2009-2010,,,,,
Mark Blount,Minnesota Timberwolves,"$7,967,375 ",2009-2010,,,,,
Mark Madsen,Los Angeles Clippers,"$1,965,000 ",2009-2010,,,,,
Marko Jaric,Memphis Grizzlies,"$6,592,597 ",2009-2010,,,,,
Marquis Daniels,Boston Celtics,"$1,990,000 ",2009-2010,,,,,
Marreese Speights,Philadelphia 76ers,"$1,685,280 ",2009-2010,,,,,
Martell Webster,Minnesota Timberwolves,"$4,344,000 ",2009-2010,,,,,
Marvin Williams,Atlanta Hawks,"$8,050,000 ",2009-2010,,,,,
Matt Barnes,Orlando Magic,"$1,600,000 ",2009-2010,,,,,
Matt Bonner,San Antonio Spurs,"$3,256,500 ",2009-2010,,,,,
Matt Carroll,Dallas Mavericks,"$4,700,000 ",2009-2010,,,,,
Matt Harpring,Oklahoma City Thunder,"$6,500,000 ",2009-2010,,,,,
Maurice Evans,Atlanta Hawks,"$2,500,000 ",2009-2010,,,,,
Maurice Williams,Cleveland Cavaliers,"$8,860,000 ",2009-2010,,,,,
Mehmet Okur,Utah Jazz,"$9,000,000 ",2009-2010,,,,,
Michael Beasley,Miami Heat,"$4,638,600 ",2009-2010,,,,,
Michael Finley,Boston Celtics,"$315,086 ",2009-2010,,,,,
Michael Finley,San Antonio Spurs,"$2,500,000 ",2009-2010,,,,,
Michael Redd,Milwaukee Bucks,"$17,040,000 ",2009-2010,,,,,
Mickael Pietrus,Orlando Magic,"$5,300,000 ",2009-2010,,,,,
Mike Bibby,Atlanta Hawks,"$6,417,617 ",2009-2010,,,,,
Mike Conley,Memphis Grizzlies,"$3,883,800 ",2009-2010,,,,,
Mike Dunleavy,Indiana Pacers,"$9,780,992 ",2009-2010,,,,,
Mike Harris,Oklahoma City Thunder,"$10,000 ",2009-2010,,,,,
Mike Harris,Washington Wizards,"$43,319 ",2009-2010,,,,,
Mike Harris,Houston Rockets,"$164,612 ",2009-2010,,,,,
Mike James,Washington Wizards,"$6,000,000 ",2009-2010,,,,,
Mike Miller,Washington Wizards,"$9,780,937 ",2009-2010,,,,,
Mike Wilks,Oklahoma City Thunder,"$176,276 ",2009-2010,,,,,
Mikki Moore,Golden State Warriors,"$1,306,455 ",2009-2010,,,,,
Mikki Moore,Sacramento Kings,"$2,000,000 ",2009-2010,,,,,
Monta Ellis,Golden State Warriors,"$11,000,000 ",2009-2010,,,,,
Morris Peterson,New Orleans Hornets,"$5,800,000 ",2009-2010,,,,,
Mustafa Shakur,Oklahoma City Thunder,"$86,638 ",2009-2010,,,,,
Nate Robinson,Boston Celtics,"$4,000,000 ",2009-2010,,,,,
Nathan Jawai,Minnesota Timberwolves,"$736,420 ",2009-2010,,,,,
Nazr Mohammed,Charlotte Bobcats,"$6,466,600 ",2009-2010,,,,,
Nenad Krstic,Oklahoma City Thunder,"$5,160,832 ",2009-2010,,,,,
Nene Hilario,Denver Nuggets,"$10,520,000 ",2009-2010,,,,,
Nick Collison,Oklahoma City Thunder,"$6,250,000 ",2009-2010,,,,,
Nick Young,Washington Wizards,"$1,714,800 ",2009-2010,,,,,
Nicolas Batum,Portland Trail Blazers,"$1,118,760 ",2009-2010,,,,,
O.J. Mayo,Memphis Grizzlies,"$4,165,560 ",2009-2010,,,,,
Oleksiy Pecherov,Minnesota Timberwolves,"$1,547,640 ",2009-2010,,,,,
Oliver Lafayette,Boston Celtics,"$2,692 ",2009-2010,,,,,
Omri Casspi,Sacramento Kings,"$1,167,000 ",2009-2010,,,,,
Othello Hunter,Atlanta Hawks,"$316,227 ",2009-2010,,,,,
Othyus Jeffers,Utah Jazz,"$107,668 ",2009-2010,,,,,
Patrick O'Bryant,Toronto Raptors,"$855,189 ",2009-2010,,,,,
Patty Mills,Portland Trail Blazers,"$457,588 ",2009-2010,,,,,
Pau Gasol,Los Angeles Lakers,"$16,452,000 ",2009-2010,,,,,
Paul Davis,Washington Wizards,"$90,549 ",2009-2010,,,,,
Paul Millsap,Utah Jazz,"$7,692,932 ",2009-2010,,,,,
Paul Pierce,Boston Celtics,"$19,795,712 ",2009-2010,,,,,
Pops Mensah-Bonsu,Houston Rockets,"$106,829 ",2009-2010,,,,,
Pops Mensah-Bonsu,Toronto Raptors,"$247,649 ",2009-2010,,,,,
Predrag Stojakovic,New Orleans Hornets,"$13,392,000 ",2009-2010,,,,,
Primoz Brezec,Milwaukee Bucks,"$1,107,572 ",2009-2010,,,,,
Quentin Richardson,Miami Heat,"$8,700,000 ",2009-2010,,,,,
Quincy Douby,Toronto Raptors,"$105,641 ",2009-2010,,,,,
Quinton Ross,New Jersey Nets,"$1,033,342 ",2009-2010,,,,,
Radoslav Nesterovic,Toronto Raptors,"$1,990,000 ",2009-2010,,,,,
Rafer Alston,Miami Heat,"$445,732 ",2009-2010,,,,,
Rafer Alston,New Jersey Nets,"$4,296,867 ",2009-2010,,,,,
Raja Bell,Golden State Warriors,"$5,250,000 ",2009-2010,,,,,
Rajon Rondo,Boston Celtics,"$2,094,922 ",2009-2010,,,,,
Ramon Sessions,Minnesota Timberwolves,"$3,670,667 ",2009-2010,,,,,
Randolph Morris,Atlanta Hawks,"$855,189 ",2009-2010,,,,,
Randy Foye,Washington Wizards,"$3,575,761 ",2009-2010,,,,,
Rashard Lewis,Orlando Magic,"$18,010,791 ",2009-2010,,,,,
Rasheed Wallace,Boston Celtics,"$5,854,000 ",2009-2010,,,,,
Rasual Butler,Los Angeles Clippers,"$3,945,000 ",2009-2010,,,,,
Ray Allen,Boston Celtics,"$18,776,860 ",2009-2010,,,,,
Raymond Felton,Charlotte Bobcats,"$5,501,196 ",2009-2010,,,,,
Reggie Evans,Toronto Raptors,"$4,960,000 ",2009-2010,,,,,
Reggie Williams,Golden State Warriors,"$118,435 ",2009-2010,,,,,
Renaldo Balkman,Denver Nuggets,"$2,112,417 ",2009-2010,,,,,
Richard Hamilton,Detroit Pistons,"$11,375,000 ",2009-2010,,,,,
Richard Hendrix,Golden State Warriors,"$100,000 ",2009-2010,,,,,
Richard Jefferson,San Antonio Spurs,"$14,200,000 ",2009-2010,,,,,
Ricky Davis,Los Angeles Clippers,"$2,400,000 ",2009-2010,,,,,
Rob Kurz,Chicago Bulls,"$25,991 ",2009-2010,,,,,
Robin Lopez,Phoenix Suns,"$1,745,520 ",2009-2010,,,,,
Rodney Carney,Philadelphia 76ers,"$855,189 ",2009-2010,,,,,
Rodney Stuckey,Detroit Pistons,"$1,805,040 ",2009-2010,,,,,
Rodrigue Beaubois,Dallas Mavericks,"$1,075,440 ",2009-2010,,,,,
"Roger Mason, Jr.",San Antonio Spurs,"$3,780,000 ",2009-2010,,,,,
Roko Ukic,Milwaukee Bucks,"$1,350,000 ",2009-2010,,,,,
Ron Artest,Los Angeles Lakers,"$5,854,000 ",2009-2010,,,,,
Ronald Murray,Chicago Bulls,"$1,990,000 ",2009-2010,,,,,
Ronnie Brewer,Memphis Grizzlies,"$2,717,161 ",2009-2010,,,,,
Ronnie Price,Utah Jazz,"$1,250,000 ",2009-2010,,,,,
Ronny Turiaf,Golden State Warriors,"$4,140,000 ",2009-2010,,,,,
Roy Hibbert,Indiana Pacers,"$1,575,360 ",2009-2010,,,,,
Royal Ivey,Milwaukee Bucks,"$1,050,000 ",2009-2010,,,,,
Rudy Fernandez,Portland Trail Blazers,"$1,165,320 ",2009-2010,,,,,
Rudy Gay,Memphis Grizzlies,"$3,280,997 ",2009-2010,,,,,
